Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Revision Date,Revision Reason,Comment,Project ID,Area of Change,Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"011-000002503","430","011","Department of Justice","FBI Digital Collection","10/28/2010","Rebaseline - other","Improving Data accuracy","","","","524.504","2015-09-30","10/28/2010","13:52:30","2127"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","10/28/2010","Rebaseline - other","Improving Data accuracy","","","","524.504","2015-09-30","10/28/2010","14:13:01","2131"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","10/29/2010","Rebaseline - other","Improve Data Quality.","","","","524.504","2015-09-30","10/29/2010","15:29:34","2205"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","10/29/2010","Rebaseline - other","Improve Data Quality.","","","","524.504","2015-09-30","10/29/2010","17:22:41","2236"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","11/16/2010","Rebaseline - other","Some activity names, planned start dates, planned end dates, and planned costs were not input into the Federal IT dashobard correctly.  Milestones 23,24, and 42 were undated to eliminate duplicate activities align the Federal IT Dashboard to the project baseline.","","","","548.66823","2015-09-30","11/16/2010","09:49:31","2308"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","12/20/2010","Correction","Change made to correct administrative error.  No impact on the cost, scope, or schedule of the project.","","","","533.58123","2015-09-30","12/20/2010","07:23:25","2485"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","01/31/2011","Rebaseline - adding new iteration","Additional milestones were added to account for activities with funds included in the Summary of Funding Table.","","","","571.84619","2016-09-30","02/03/2011","08:38:36","2727"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","02/14/2011","Correction","To correct error in planned milestone dates.","","","","571.69963","2016-09-30","02/22/2011","08:25:57","3000"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","10/19/2011","Correction","Correction to remove '0' form Final Cost and End Date.","561,562","Projects, Activities","2000-2030","","","10/25/2011","13:32:04","6790"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","02/27/2012","Correction","Investment Data updated to reflect changes to operational realities.","561,562","Projects, Activities, Metrics","2000-2030","","","02/28/2012","13:43:25","7581"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","09/10/2012","Replan - adding or modifying detail within the overall cost and schedule goals","This investment has been updated to reflect the change related to the new budget year. This includes updates to its Projects, Activates, Risks, and Performance information.","561,562","Projects, Activities, Metrics","1993-2018","","","09/12/2012","13:22:42","9103"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","10/29/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Minor corrections from the 2014 BY Fall Submission.","","Metrics","1993-2018","","","10/29/2012","09:44:35","10951"
"011-000003373","432","011","Department of Justice","FBI Guardian","02/23/2010","Internal - Other","There was an administrative correction to a date in a milestone.","","","","73.532","2015-12-31","02/23/2010","08:17:43","441"
"011-000003373","432","011","Department of Justice","FBI Guardian","05/27/2010","Internal - Other","New items, 53-55 were added to Table 11 A. 1 to accommodate BY 2016.","","","","78.969","2016-12-31","06/01/2010","14:48:15","689"
"011-000003373","432","011","Department of Justice","FBI Guardian","09/16/2010","Correction","Correction to 100% Complete Milestones.","","","","80.404","2016-12-31","09/17/2010","11:17:43","1399"
"011-000003373","432","011","Department of Justice","FBI Guardian","10/28/2010","Rebaseline - other","Improving Data accuracy","","","","81.0405","2016-12-31","10/28/2010","14:13:31","2132"
"011-000003373","432","011","Department of Justice","FBI Guardian","10/29/2010","Rebaseline - other","Improve Data Quality.","","","","81.0405","2016-12-31","10/29/2010","08:35:24","2164"
"011-000003373","432","011","Department of Justice","FBI Guardian","10/19/2011","Correction","Correction to remove '0' form Final Cost and End Date.","563,566,567","Projects, Activities","2004-2017","","","10/25/2011","13:32:05","6791"
"011-000003373","432","011","Department of Justice","FBI Guardian","10/19/2011","Correction","Correction to remove '0' form Final Cost and End Date.","566","Projects, Activities","2004-2017","","","10/27/2011","07:13:19","6831"
"011-000003373","432","011","Department of Justice","FBI Guardian","12/08/2011","Replan - planned change with minimal change in overall scope, cost or schedule objectives","OMB ID:  931 was changed to a different metric that provides an improved measure of Processes and Activities.  Since the mission of the Guardian program is to share information and encourage widespread collaboration of all law enforcement partners, an important process is the upload of incidents from eGuardian to Guardian.  The goal is to have 75% of all eGuardian incidents uploaded to Guardian.OMB ID 932:   Performance data changed from the cumulative total of all incidents entered since 2006 to total for year's estimated performance. Baseline will be 12,000 incidents for the year with PY Target set at 100 incidents per month.  Actual performance for two pervious months was 3550 incidents.OMB ID 933:  Performance improved over October and was noted.  Target is 95% and Performance for November was 99% which met the target.OMB ID 934:  Data entry error.  Metric is noted on a quarterly basis. First performance measurement will be posted for December 2011 rather than November, 2011.","","Metrics","2004-2017","","","12/20/2011","13:41:15","7207"
"011-000003373","432","011","Department of Justice","FBI Guardian","01/23/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Please enter $190.000 for actual cost for item number OMB ID:  2462.","","Metrics","2004-2017","","","01/26/2012","10:03:10","7313"
"011-000003373","432","011","Department of Justice","FBI Guardian","03/27/2012","Correction","Milestone Number 25 (OMBID 2426) was updated to fix a typo in its Actual Cost.","567","Projects, Activities","2004-2017","","","03/27/2012","09:15:00","7765"
"011-000003373","432","011","Department of Justice","FBI Guardian","06/13/2012","Correction","Rebaseline for Item #931 on the Operational Performance Table.Changes to correct following columns:  Measurement Area:  Processes and ActivitiesFEA Performance Measurement Category Mapping:  ProductivityThese changes were to correct these areas.","","Metrics","2004-2017","","","06/25/2012","11:50:55","8469"
