Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"005-000002317","832","005","Department of Agriculture","3991","","Yes","http://forms.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3993","","Yes","https://eligibilitymanager.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3995","","Yes","http://eligibility.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3997","","Yes","http://leadpaint.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3999","","No","http://civilrightsreports.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4001","","Yes","https://aasm.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4003","","No","https://accountcrossreference.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4005","","Yes","https://grants.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4007","","No","https://eft.sc.egov.usda.gov/EFT/default.jsp","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4009","","Yes","http://fasrp.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4011","","Yes","https://fclreo.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4013","","No","https://fsaadmin.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4015","","No","https://fsareo.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4017","","No","http://www.homesales.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4019","","Yes","https://mfhreo.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4021","","Yes","http://www.resales.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4023","","Yes","https://propertyadmin.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4025","","No","https://sfhadmin.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4027","","Yes","https://bms.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4029","","No","https://broadband.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4031","","Yes","https://bcas.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4033","","Yes","http://broadbandsearch.sc.egov.usda.gov/SearchTabs.aspx","no","yes","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","4035","","No","https://dcs.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"024-000005670","834","024","Department of Homeland Security","685","190343","Yes","https://extranet.tsa.dhs.gov/iac/","no","no","no","no","yes","09/13/2012","10:07:57"
"024-000005670","834","024","Department of Homeland Security","687","190341","Yes","https://tsaapps.tsa.dhs.gov/ksms.htm","no","no","no","no","yes","09/13/2012","10:07:57"
"024-000005670","834","024","Department of Homeland Security","689","190342","Yes","https://fas.tsa.dhs.gov/","no","no","no","no","yes","09/13/2012","10:07:57"
"010-000001047","835","010","Department of the Interior","601","","Yes","http://landsat.usgs.gov","no","no","yes","yes","no","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","603","","Yes","http://landsatlook.usgs.gov","yes","yes","no","no","no","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","605","","Yes","http://earthnow.usgs.gov","no","no","no","yes","yes","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","607","","No","http://facebook.com/NASA.Landsat","no","no","yes","yes","no","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","609","","No","http://www.twitter.com/USGSLandsat","no","no","yes","yes","no","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","611","","Yes","http://earthexplorer.usgs.gov","yes","no","no","no","no","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","613","","Yes","http://glovis.usgs.gov","yes","no","no","no","no","09/13/2012","08:05:05"
"010-000001047","835","010","Department of the Interior","615","","Yes","http://eros.usgs.gov","no","no","yes","yes","no","09/13/2012","08:05:05"
"012-000003595","844","012","Department of Labor","903","","No","http://www.labornet.dol.gov/itc/it/IT-Modernization-Program/","no","no","yes","yes","yes","09/13/2012","15:27:23"
"018-000003133","845","018","Department of Education","271","","Yes","www.nslds.ed.gov","no","yes","no","yes","yes","09/12/2012","13:22:11"
"015-000000062","846","015","Department of the Treasury","95","21","Yes","http://www.treasurydirect.gov/","no","no","no","yes","no","09/11/2012","13:32:13"
"010-000000279","850","010","Department of the Interior","409","","No","http://intra.usbr.gov/carma/","no","no","no","yes","no","09/12/2012","14:37:34"
"010-000000578","851","010","Department of the Interior","651","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;851","no","no","yes","yes","no","03/13/2013","08:41:05"
"010-000000578","851","010","Department of the Interior","653","","Yes","http://technology.performance.gov/initiative/effectively-managing-large-scale-it-projects/agency/doi","no","no","no","yes","no","09/13/2012","09:19:35"
"010-000000578","851","010","Department of the Interior","655","","No","http://pfmd.nps.gov/pip/hip/","no","no","no","no","yes","09/13/2012","09:19:35"
"010-000000578","851","010","Department of the Interior","657","","No","http://inp2420pfmdspps/sites/PFMD_Change_Management/default.aspx","no","no","no","no","yes","09/13/2012","09:19:35"
"010-000000578","851","010","Department of the Interior","659","","No","http://inppfmdvamrsrpt.nps.doi.net/InfoViewApp/Logon.aspx","no","no","no","no","yes","09/13/2012","09:19:35"
"010-000000578","851","010","Department of the Interior","661","","No","http://pfmd.nps.gov/fmp/fmss/","no","no","no","no","yes","09/13/2012","09:19:35"
"422-000001328","852","422","National Science Foundation","1421","","No","","yes","no","no","yes","no","09/14/2012","10:27:58"
"010-000000226","854","010","Department of the Interior","425","","No","https://timsweb.bsee.gov; www.bsee.gov; www.boem.gov","yes","yes","no","yes","yes","03/13/2013","08:38:08"
"010-000000226","854","010","Department of the Interior","427","","No","http://timsweb.bsee.gov","yes","yes","no","yes","yes","09/12/2012","15:07:57"
"025-000004580","856","025","Department of Housing and Urban Development","1541","","Yes","http://www.hud.gov","no","no","no","no","yes","09/14/2012","12:41:55"
"025-000004580","856","025","Department of Housing and Urban Development","4223","","Yes","http://portal.hud.gov/hudportal/HUDsrc&#61;/program_offices/public_indian_housing","no","no","no","no","yes","03/29/2013","15:12:24"
"011-000002916","859","011","Department of Justice","275","","Yes","http://www.fbi.gov/about-us/itb/it-strategic-plan-2010-2015/","yes","yes","no","yes","yes","09/12/2012","13:22:33"
"027-000000052","872","027","Office of Personnel Management","683","","Yes","http://help.usastaffing.gov/USAStaffing/index.php/USA_Staffing_Resource_Center","no","no","no","yes","no","09/13/2012","10:06:29"
"021-271423723","876","021","Department of Transportation","1441","","Yes","http://www.faa.gov/nextgen/","no","no","yes","yes","yes","09/14/2012","10:29:10"
"021-281304187","877","021","Department of Transportation","997","","Yes","http://www.faa.gov/nextgen/","no","no","no","yes","yes","09/13/2012","15:30:10"
"021-244481932","878","021","Department of Transportation","1003","","Yes","http://www.faa.gov/nextgen/","no","no","no","yes","yes","09/13/2012","15:30:16"
"015-000000055","880","015","Department of the Treasury","77","18","Yes","http://www.itdashboard.gov/","no","no","no","yes","no","09/11/2012","13:31:37"
"015-000000055","880","015","Department of the Treasury","79","43","Yes","www.irs.gov","no","no","no","yes","no","09/11/2012","13:31:37"
"018-000003117","884","018","Department of Education","273","","Yes","https://cbfisap.ed.gov/ecbadmin/CBSWebApp/admin/adminWelcome.jsp","yes","yes","no","yes","yes","09/12/2012","13:22:32"
"025-000004520","885","025","Department of Housing and Urban Development","1605","","Yes","www.usajobs.gov","yes","yes","yes","no","no","09/14/2012","13:33:02"
"028-000008007","888","028","Small Business Administration","1059","","Yes","www.sbir.gov","yes","yes","yes","yes","yes","09/13/2012","16:44:04"
"028-000002003","892","028","Small Business Administration","1087","","Yes","http://www.sba.gov/content/sbic-program-0","no","no","no","no","yes","09/13/2012","17:12:23"
"021-191006983","894","021","Department of Transportation","1011","","Yes","http://www.faa.gov/nextgen/","no","no","no","yes","yes","09/13/2012","15:30:26"
"021-256003437","895","021","Department of Transportation","1019","","Yes","http://www.faa.gov/nextgen/","no","no","no","yes","yes","09/13/2012","15:32:08"
"021-351011071","897","021","Department of Transportation","1017","","Yes","http://www.faa.gov/nextgen/","no","no","no","yes","yes","09/13/2012","15:31:59"
"006-000801100","928","006","Department of Commerce","1095","","Yes","http://www.uspto.gov/","no","yes","no","yes","yes","09/13/2012","17:27:03"
"006-000801100","928","006","Department of Commerce","1097","","No","http://ptoweb.uspto.gov/ptointranet/index.htm","no","no","no","no","yes","09/13/2012","17:27:03"
"006-000801100","928","006","Department of Commerce","1099","","Yes","http://www.itdashboard.gov/portfolios/agency&#61;006,bureau&#61;51","no","yes","yes","yes","yes","09/13/2012","17:27:03"
"006-000803200","929","006","Department of Commerce","1029","","Yes","http://www.uspto.gov/","no","no","no","no","no","09/13/2012","15:49:10"
"006-000803200","929","006","Department of Commerce","1031","","No","http://ptoweb.uspto.gov/ptointranet/index.htm","no","no","no","no","no","09/13/2012","15:49:10"
"006-000803200","929","006","Department of Commerce","1033","","Yes","http://www.itdashboard.gov/portfolios/agency&#61;006,bureau&#61;51","no","yes","no","yes","yes","09/13/2012","15:49:10"
"006-000803400","930","006","Department of Commerce","1497","","Yes","http://www.uspto.gov/trademarks/index.jsp","yes","no","no","no","yes","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1499","","Yes","http://www.uspto.gov/cgi-bin/exitconf/internet_exitconf.pltarget&#61;www.twitter.com/uspto","no","no","yes","no","yes","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1501","","No","https://www.facebook.com/uspto.gov","no","no","yes","no","yes","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1503","","No","http://www.linkedin.com/company/uspto","no","no","yes","no","no","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1505","","Yes","http://www.youtube.com/user/USPTOvideo","no","no","yes","no","yes","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1507","","No","http://w-tmitrnet-001/","no","no","no","no","yes","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1509","","No","http://ptoweb.uspto.gov/ptointranet/index.htm","yes","no","no","no","yes","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1511","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;930","no","no","no","yes","no","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1513","","Yes","http://www.uspto.gov/about/stratplan/USPTO_2010-2015_Strategic_Plan.pdf","no","no","no","yes","no","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1515","","Yes","http://www.uspto.gov/about/stratplan/ar/index.jsp","no","no","no","yes","no","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1517","","No","https://sites.google.com/site/patentdataproject/","yes","no","no","no","no","09/14/2012","12:11:27"
"006-000803400","930","006","Department of Commerce","1519","","Yes","https://explore.data.gov/","yes","no","no","no","no","09/14/2012","12:11:27"
"006-000401400","931","006","Department of Commerce","1089","","Yes","www.census.gov/sdc/wein.ppt","no","no","no","yes","no","09/13/2012","17:26:10"
"006-000401400","931","006","Department of Commerce","1091","","Yes","www.census.gov/icf/docs/developing_options_US.pdf","no","no","no","yes","no","09/13/2012","17:26:10"
"006-000401700","933","006","Department of Commerce","827","","Yes","http://www.census.gov","no","no","no","no","yes","09/13/2012","14:20:15"
"006-000401700","933","006","Department of Commerce","829","","Yes","http://www.youtube.com/playlistlist&#61;UUQP2vGchSQr_U81ID-E7DHQ&amp;feature&#61;plcp","no","no","yes","no","yes","09/13/2012","14:20:15"
"011-000003458","937","011","Department of Justice","289","","Yes","http://www.fbi.gov/about-us/cjis/fingerprints_biometrics/iafis/iafis","no","no","no","yes","no","09/12/2012","13:22:59"
