Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X12273","2909","","USPTO Alternate Processing Site (APS)","Negotiate Lease for USPTO Alternate Processing Site (APS) space at Boyers, PA Iron Mountain Facility and conduct planning for occupancy.","2011-12-15","2012-08-21","1.057490","-104","-42.62","Red","0.266146","25.17","Yellow","2013-07-31","16:13:53"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X12278","2910","","WAN Accelerator Expansion System Project","Expand the ERA VPN WAN Acceleration capability to support up to 15,000 employees.","2011-12-08","2012-05-18","2.846470","-133","-82.10","Red","0.212073","7.45","Green","2013-02-28","12:58:33"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X12312","3157","","Password Management Implementation (Windows-Server Based)","The procurement and implementation of the ManageEngine COTS and associated server infrastructure.","2012-02-29","2012-08-31","0.085000","108","59.02","Red","0.081522","95.91","Red","2013-04-26","15:21:10"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011D12333","3195","","EAMS Replacement","Migrate from EAMS, existing change and service management functionalities into ITSM.","2012-05-02","2012-12-12","0.181520","-380","-457.83","Red","0.000000","0.00","Green","2013-07-31","16:13:53"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011D12714","3241","","OFDNET Technology Refresh","The OFDNET High Availability Project (OFDNET-HA) will upgrade VPN routers and add an Internet VPN connection to be used by Office of Finance (OF) personnel as well as to provide seamless financial file disbursement to US Treasury Financial Management System.","2012-05-31","2013-02-05","0.182120","42","51.85","Red","0.086694","56.18","Red","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011D12734","3243","","ITSM Asset Management","Incorporate asset management workflow and reporting capability into ITSM.","2012-06-08","2013-12-30","3.320140","-466","-221.90","Red","0.000000","0.00","Green","2013-06-27","12:25:06"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13336","4535","","Active Directory Site Upgrade  and Failover to remote site","Upgrade Active Directory and provide fail-over to a remote site (8 months) and review and implement appropriate configurations of security according to best practices.","2013-01-16","2014-04-02","0.056428","31","12.02","Yellow","0.000000","0.00","Green","2013-07-31","16:13:53"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13352","4537","","(Suspended) FISMA System Auditable Event Verification","Using various tools and manual efforts, validate that auditable IT events are being properly logged and reported to meet FISMA Compliance Criteria.","2012-11-01","2013-09-30","0.539650","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13393","4539","","(Suspended) Cyberscope Implementation","Implement a centralized view into IT security vulnerability and compliance risks using automated data feeds in support of FISMA continuous monitoring and OMB Cyberscope reporting.","2013-01-15","2013-09-30","0.498630","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13399","4541","","Boyer's Data Center Modernization and Next Generation Seed Cloud Environment","Migrate current Boyer's Data Centre infrastructure to new facility and create base infrastructure and seed private cloud environment.","2012-09-13","2013-09-27","3.237976","0","0.00","Green","0.000000","0.00","Green","2013-07-31","16:13:53"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13421","4543","","Enterprise AV Conference Room Modernization","Establish expanded collaboration and teleconference capability in Auditorium, Building, Floor Conference and Team Rooms.","2012-10-25","2013-05-30","0.864940","-92","-42.40","Red","0.000000","0.00","Green","2013-07-31","16:13:54"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13422","4545","","(Suspended) Enterprise Cybersecurity Monitoring Operations Tool (ECMO) for DOC","Contribute to DOC purchase of Enterprise Cybersecurity Monitoring Operations (ECMO) tool.  Install/configure approved tool and train staff at USPTO.  Configure reporting (network) functionality to DOC.  Install (if necessary) USPTO consolidation servers.","2012-09-19","2013-09-30","3.204500","-28","-9.30","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13462","4547","","FY13 AIX Server Replacement","Replace AIX servers that have reached EOL. (5 years).","2012-10-17","2014-02-04","1.152534","105","28.00","Yellow","0.000000","0.00","Green","2013-07-31","16:13:54"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13464","4549","","(Suspended) FY13 Celerra and Clarion Replacements","To replace multiple storage units ranging from 5 to 7 years old.","2013-04-01","2013-09-30","1.772240","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13466","4553","","(Suspended) FY13 DMX replacement","To procure an additional storage component within VMax frame to accommodate the retirement of 2 older DMX systems in Alexandria ITE center.","2013-04-01","2013-09-30","3.926480","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13473","4557","","(Suspended) FY13 Local Printer Replacement","Replace 6-8 year old local printers.","2012-09-19","2013-09-30","1.217030","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13475","4559","","(Suspended) FY13 Monitor Replacement","Replace 7-8 year old, out of warranty monitors.","2012-09-20","2013-09-30","2.161540","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13476","4561","","(Suspended) FY13 Network Printer Replacement","Replace 7+ year old out of warranty, network printers.","2012-09-19","2013-09-30","0.268390","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13477","4563","","(Suspended) FY13 Patent Group Printer Replacement","Replace 10 year old Patent Group Printers.","2013-01-21","2013-09-30","0.876160","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13482","4565","","FY13 SAN Core and Monitoring Replacement","SAN Switches that interface with servers. This is the SAN fabric. It will be increased to approximatel 8Gigb/sec; 4 switches are 6 yrs, 6 switches are 5 yrs, 10 switches are 4 yrs and 2 switchs are 2 yrs old.","2012-11-07","2013-09-13","3.936400","0","0.00","Green","0.000000","0.00","Green","2013-02-28","12:58:33"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13483","4567","","(Suspended) FY13 Scanner Replacement","Replace 8-10 year old scanners.","2013-01-21","2013-09-30","0.525360","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13484","4569","","FY13 Replace Commodity Servers Windows and Linux","Replace ~240 end-of-life (5 yrs) rack mounted servers with new, robust servers supporting the Linux, VMware and Windows platforms and increase server redundancy where needed.","2012-11-01","2013-12-13","0.585950","59","14.50","Yellow","0.000000","0.00","Green","2013-07-31","16:13:54"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13487","4571","","(Suspended) Webcam Replacement Deployment","Replace 6-8 year old webcams.","2012-11-15","2013-09-30","1.821200","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13531","4573","","(Suspended) Implement Real User Application Monitoring","Conduct market research and evaluate end-to-end, real user monitoring tools resulting in the procurement and implementation of a tool that meets USPTO's next generation system needs.","2012-10-15","2013-09-30","1.196150","31","8.86","Green","0.000000","0.00","Green","2013-05-29","13:32:56"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13545","4575","","(Suspended) IPV6 (Phase 2 of 4)","IPV6 implementation on internal non-public systems.","2013-01-21","2013-09-30","0.918030","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:57"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13547","4577","","(Cancelled) ITSM Integration for Asset Management","ITSM integration with Mobility software for asset management and ticket closure.","2013-04-01","2013-09-30","1.386880","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:57"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13555","4579","","ITSM CMDB Enhancement Phase 1","The scope of this project is to configure and implement additional ITSM functions, improve existing configurations, and develop a plan for implementing the Self Service Portal.","2012-11-05","2013-09-30","0.602870","0","0.00","Green","0.000000","0.00","Green","2013-07-31","16:13:54"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13569","4581","","(Suspended) MyUSPTO Implement Foundation","Complete user designs, architectural design and implement a functional demonstration/pilot of proposed architectural design.","2012-10-15","2013-09-30","1.477680","31","8.86","Green","0.000000","0.00","Green","2013-05-29","13:32:57"
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","8011X13570","4583","","(Suspended) MyUSPTO - Integration and Update","My USPTO would be a customer interface for customers to manage their data, roles, and relationships to their assets (IP, ..) as it relates to Patents, Trademarks, Fee Processing, and Assignments.","2013-04-01","2013-12-31","1.231800","0","0.00","Green","0.000000","0.00","Green","2013-05-29","13:32:57"
