Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,Performance Measurement Category Mapping,Target 2014,Target 2015,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Is Closed?,Metric Updated Date,Metric Updated Time
"007-000001243","918","007","Department of Defense","Teleport Generation 1/2","5319","OP1243-4101","Measuring the percentage of help desk tickets responded to within 1 business day.","Help desk tickets","1 - Customer Satisfaction (Results)","99.000000","99.000000","Over target","Monthly","000-000-000","107411","OP1243-4101-125","100.000000","","","2014-09-24","no","08/27/2015","14:07:06"
"007-000001243","918","007","Department of Defense","Teleport Generation 1/2","7831","OP1243-418","Cost per megabit measured in dollars to maintain current Generation 1 and 2 capacity.  Target is $1000 maximum per year.","unit of measure","3 - Financial Performance","1000.000000","1000.000000","Over target","Annual","000-000-000","72001","OP1243-418-101","598.230000","Met","","2013-10-25","no","08/27/2015","14:07:06"
"007-000001243","918","007","Department of Defense","Teleport Generation 1/2","7832","OP1243-419","Percentage of evaluated system changes resulting in interoperability recertification.","percentage","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Annual","000-000-000","107419","OP1243-419-102","100.000000","","JIC maintained","2014-09-24","no","08/27/2015","14:07:06"
"007-000001243","918","007","Department of Defense","Teleport Generation 1/2","7833","OP1243-420","Percentage of O&M budget executed.","percentage","3 - Financial Performance","100.000000","100.000000","Over target","Annual","000-000-000","107421","OP1243-420-102","100.000000","","","2014-09-24","no","08/27/2015","14:07:06"
"007-000001243","918","007","Department of Defense","Teleport Generation 1/2","9599","OP1243-5001","Availability of the DoD Teleport system to the warfighter factoring both the system component design redundancy and geolocation (Two in View) methodology.","percent","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","000-000-000","107399","OP1243-5001-112","100.000000","","","2014-09-24","no","08/27/2015","14:07:06"
"007-000001243","918","007","Department of Defense","Teleport Generation 1/2","22473","OP1243-5002","Aggregation Services Router Fielding.","Sites Fielded","1 - Customer Satisfaction (Results)","0.000000","6.000000","Over target","Annual","000-000-000","107385","OP1243-5002-101","0.000000","","","2014-09-24","no","08/27/2015","14:07:06"
"007-000001248","919","007","Department of Defense","Teleport Generation 3","22475","OP1248-6000","Not Applicable  1.","none","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Monthly","000-000-000","","","","","","","no","08/27/2015","14:07:06"
"007-000001248","919","007","Department of Defense","Teleport Generation 3","22477","OP1248-6001","Not Applicable 2.","none","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Monthly","000-000-000","","","","","","","no","08/27/2015","14:07:06"
"007-000001248","919","007","Department of Defense","Teleport Generation 3","22479","OP1248-6002","Not Applicable 3.","none","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Annual","000-000-000","","","","","","","no","08/27/2015","14:07:06"
"007-000001248","919","007","Department of Defense","Teleport Generation 3","22481","OP1248-6003","Not Applicable 4.","none","3 - Financial Performance","0.000000","0.000000","Over target","Annual","000-000-000","","","","","","","no","08/27/2015","14:07:06"
"007-000001248","919","007","Department of Defense","Teleport Generation 3","22483","OP1248-6004","Not Applicable 5.","none","2 - Strategic and Business Results","0.000000","0.000000","Over target","Annual","000-000-000","","","","","","","no","08/27/2015","14:07:06"
"007-000003945","923","007","Department of Defense","Joint Space Operations Center (JSpOC) Mission System Increment 1","9621","OP3945-5000","Customer Results- number of problem reports.","reports","1 - Customer Satisfaction (Results)","1.000000","2000.000000","Under target","Monthly","","107629","OP3945-5000-101","3956.000000","","Materiel ReliabilityAntecedent Actual = 1464 Hours","2014-09-16","no","08/27/2015","14:07:20"
"007-000003945","923","007","Department of Defense","Joint Space Operations Center (JSpOC) Mission System Increment 1","9623","OP3945-5002","timeliness of data required/delivered.","Time","2 - Strategic and Business Results","1.000000","5.000000","Under target","Semi-Annual","","107631","OP3945-5002-101","99.970000","","Materiel AvailabilityAntecedent Actual = 100%","2014-09-16","no","08/27/2015","14:07:20"
"007-000003945","923","007","Department of Defense","Joint Space Operations Center (JSpOC) Mission System Increment 1","9625","OP3945-5001","Delivery of required data types.","units of data","1 - Customer Satisfaction (Results)","3.000000","5.000000","Over target","Semi-Annual","","107633","OP3945-5001-101","3.000000","","Time for UDOP to publish, update, and display data and alerts => 5 seconds","2014-09-16","no","08/27/2015","14:07:20"
"007-000003945","923","007","Department of Defense","Joint Space Operations Center (JSpOC) Mission System Increment 1","9627","OP3945-5003","User Defined Operational Picture.","number of reports","1 - Customer Satisfaction (Results)","1.000000","800.000000","Under target","Semi-Annual","","107635","OP3945-5003-101","2.360000","","Mean to Restore Function Antecedent Actual = 0 Hours","2014-09-16","no","08/27/2015","14:07:20"
"007-000003945","923","007","Department of Defense","Joint Space Operations Center (JSpOC) Mission System Increment 1","9629","OP3945-5004","Deliveries are within Service Cost Position amount.","Dollars","3 - Financial Performance","1.000000","1000.000000","Under target","Semi-Annual","","","","","","","","no","08/27/2015","14:07:20"
"007-000004122","924","007","Department of Defense","integrated Electronic Health Record Increment 1","23101","OP4122-6008","Develop an FY15 Schedule that aligns iEHR capability releases to with AHLTA and CHCS product upgrades/ releases to ensure capability remains useable.  After Schedule is baselines, ensure that the deviation from the baseline schedule does not deviate more than 20%.","Percentage","2 - Strategic and Business Results","0.000000","20.000000","Under target","Semi-Annual","","","","","","","","no","08/27/2015","14:07:22"
"007-000004122","924","007","Department of Defense","integrated Electronic Health Record Increment 1","23103","OP4122-6009","iEHR Inc. 1 sustainment activities are performed IAW the spend plan and life cycle cost estimate (LCCE)  and are completed under the planned dollar amount for the FY.","Dollar","3 - Financial Performance","0.000000","40.699000","Under target","Annual","000-000-000","","","","","","","no","08/27/2015","14:07:22"
"007-000004122","924","007","Department of Defense","integrated Electronic Health Record Increment 1","23105","OP4122-6005","The Percentage of availability of the iEHR capability at JAL FHCC (excludes planned downtime and problems outside of the capabilities control (e.g. network issues)).","Percentage","1 - Customer Satisfaction (Results)","0.000000","90.000000","Over target","Monthly","","146403","OP4122-6005-106","99.900000","","","2015-05-31","no","08/27/2015","14:07:22"
"007-000004122","924","007","Department of Defense","integrated Electronic Health Record Increment 1","23107","OP4122-6006","The percentage of iEHR help desk tickets resolved and closed within the first 72 hours.","Percentage","1 - Customer Satisfaction (Results)","0.000000","75.000000","Over target","Quarterly","","134685","OP4122-6006-102","74.000000","","","2015-03-31","no","08/27/2015","14:07:22"
"007-000004122","924","007","Department of Defense","integrated Electronic Health Record Increment 1","23109","OP4122-6007","Receive at least semi-annual customer perspective input for Program Management Review (PMR) with customer presenting feedback during PMR to PEO DHMS.  Scoring is based on 0-5 with 5 as high.","Number","1 - Customer Satisfaction (Results)","0.000000","4.000000","Over target","Semi-Annual","","","","","","","","no","08/27/2015","14:07:22"
"007-000000435","1112","007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM","5043","OP0435-4101","Healthcare Effectiveness Data and Information Set (HEDIS) Health Quality Index - Preventive Services. Cardiovascular & Diabetic Quality Index.","Number - Index points","2 - Strategic and Business Results","20.000000","20.000000","Over target","Annual","000-000-000","115079","OP0435-4101-104","15.000000","","Not Met, however there have been gradual but steady improvements in most Services over the past year.  Measure recently changed to include Asthma medications.","2014-09-30","no","08/27/2015","14:06:56"
"007-000000435","1112","007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM","5047","OP0435-4103","Percentage of appointments closed IAW End of Day processing requirements. Will not be reported in FY15.","Percentage","1 - Customer Satisfaction (Results)","99.000000","0.000000","Over target","Quarterly","000-000-000","115083","OP0435-4103-108","99.000000","","","2014-09-30","yes","08/27/2015","14:06:56"
"007-000000435","1112","007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM","5049","OP0435-4104","System Availability.","Percentage","1 - Customer Satisfaction (Results)","99.000000","99.000000","Over target","Monthly","000-000-000","146245","OP0435-4104-133","99.960000","","","2015-06-30","no","08/27/2015","14:06:56"
"007-000000435","1112","007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM","5051","OP0435-4105","% of Severity 1 tickets at Tier 3 closed in under 90 days.","Percentage","1 - Customer Satisfaction (Results)","100.000000","99.000000","Over target","Quarterly","000-000-000","146249","OP0435-4105-113","100.000000","","","2015-06-30","no","08/27/2015","14:06:56"
"007-000000435","1112","007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM","9529","OP0435-4106","Percentage of favorable ratings received in the Virtual Classroom Training survey for CHCS for the Overall Class Rating.","Percentage","1 - Customer Satisfaction (Results)","80.000000","80.000000","Over target","Annual","000-000-000","115081","OP0435-4106-101","90.500000","","Achieved an average rating of 90.5% in the Virtual Classroom Training survey for CHCS in FY14","2014-09-30","no","08/27/2015","14:06:56"
"007-000000435","1112","007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM","22329","OP0435-4107","Cost per active user.","Dollar","3 - Financial Performance","300.000000","300.000000","Over target","Annual","000-000-000","","","","","","","no","08/27/2015","14:06:56"
"007-000000688","1114","007","Department of Defense","DISTRIBUTED LEARNING SYSTEM","5159","OP0688-4106","Distributed Learning System Enterprise Customers. Provides performance measurement via total users of the fielded DLS Enterprise capabilities: Digital Training Facilities; Army Learning Management System; and Deployed Digital Training Campuses.","Total student user population (in thousands)","1 - Customer Satisfaction (Results)","13095.050000","13000.000000","Over target","Annual","000-000-000","107175","OP0688-4106-123","14280.000000","","Includes ALMS, DTF, and DDTC.  The 2014 target for #4106 is a cummulative annual total.  I did a rebaseline to change the reporting frequency from monthly to annual.","2014-07-31","no","08/27/2015","14:06:58"
