Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rated Date (Updated Date),Evaluation (by Agency CIO),Comments,Visible on IT Dashboard,CIO Rating ID,Investment Event ID,Updated Time
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","04/27/2012","5","This investment is stable and in production","Yes","9913","140193","12:32:18"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","05/31/2012","5","This investment is stable and in production. ","Yes","10391","148285","06:10:43"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","06/28/2012","5","This investment is stable and in production","Yes","10857","155465","13:33:05"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","07/30/2012","5","This investment is stable and in production.","Yes","11243","161841","06:39:05"
"028-000006010","463","028","Small Business Administration","OCFO: Contract Management System (CMS)","08/31/2012","5","The CIO and Deputy CIO have reviewed the investment with the investment management team.  The investment team is working on preparing the BY14 submission.  ","Yes","11965","169095","07:42:51"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","07/09/2009","5","","No","2501","0","15:21:21"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","09/30/2009","5","","No","2502","0","15:27:33"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","09/30/2009","5","","No","2503","0","15:28:22"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","09/30/2009","5","","No","2504","0","19:09:56"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","10/30/2009","5","","No","2505","0","13:06:16"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","11/25/2009","5","","No","2506","0","12:03:44"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","12/30/2009","5","","No","2507","0","14:50:20"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","01/29/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided. ","No","2508","0","16:07:15"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","01/29/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided. ","No","2509","0","16:16:25"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","02/26/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided. ","No","2510","0","13:08:52"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","04/30/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided.","Yes","2869","8934","14:30:40"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","07/09/2009","5","","No","2992","0","15:21:21"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","09/30/2009","5","","No","2993","0","15:27:33"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","09/30/2009","5","","No","2994","0","15:28:22"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","09/30/2009","5","","No","2995","0","19:09:56"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","10/30/2009","5","","No","2996","0","13:06:16"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","11/25/2009","5","","No","2997","0","12:03:44"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","12/30/2009","5","","No","2998","0","14:50:20"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","01/29/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided. ","No","2999","0","16:07:15"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","01/29/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided. ","No","3000","0","16:16:25"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","02/26/2010","5","- No significant deviations from planned cost and schedule. - Adequate project management and contract oversight are provided. ","No","3001","0","13:08:52"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","05/28/2010","5","A robust re-engineering of SBA's web presence will lead to a strong complementary relationship between Business.gov and SBA.GOV at the start of fiscal year 2011.  This re-engineering will lead to a re-baselining of the Business Gateway investment.  Risk level remains low due to strong program and  project management and contract oversight.","Yes","3139","11388","15:25:51"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","06/30/2010","5","- A robust re-engineering of SBA's web presence will lead to a strong complementary relationship between Business.gov and SBA.GOV at the start of fiscal year 2011.  This re-engineering will lead to a re-baselining of the Business Gateway investment.  Risk level remains low due to strong program and  project management and contract oversight. - Scheduled to undergo IT governance review process in July 2010.","Yes","3417","14579","11:40:17"
"028-000000100","465","028","Small Business Administration","OCPL: Business Gateway","08/31/2010","4","- A robust re-engineering of SBA's web presence will lead to a strong complementary relationship between Business.gov and SBA.GOV during the start of fiscal year 2011.  This re-engineering will lead to a re-baselining of the Business Gateway investment.  Risk level remains low due to strong program and  project management and contract oversight. - Scheduled to undergo IT governance review process in August, 2010.","Yes","4062","21065","08:36:35"
