Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rebaseline Date,Rebaseline Option,Comment,Project ID,Area of Change,Total Planned Cost of all Activities,Lifecycle Costs (SoF),Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","03/29/2012","Correction","Three minor changes to provide correct Actual Start dates and to change the Planned End Date for an activity from Saturday to Friday.  These are administractive updates only, so impact is minimal.","3045,3047,3049,929,932,935,936,938,940,941,943,944,946,947,949,952,956,958,959,960,961,962,2892,2893,2894","Projects, Activities","","","2011-2017","","","03/29/2012","15:45:55","7863"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","04/27/2012","Correction","Typographical error -- activity end date was intended to be September 1012, but September 2013 was entered instead.","929,930,2891,931,932,933,934,936,940,941,943,946,949,952,955,956,961,962,2892,2893,2894,3045,3047,3049,935,944,954,958,959,960","Projects, Activities","","","2011-2017","","","04/27/2012","15:05:23","8073"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","05/29/2012","Correction","This portfolio was re-planned due to FY12 budget adjustments and in conjunction with April updates to the Summary of Funding table and the Exhibit 53 submission. Two planning projects (Cooperative Patent Classification (CPC) Classification in search systems- Frontend and Convert existing office action data to XML) were added. CPC Database project status has changed from planning to active.   The project duration has been extended and project cost was increased per detailed planning process and Process Resource Estimate Worksheet (PREW).The overall cost for PATI continuous capture of application data project has been decreased due to findings during the planning phase.","3159,3161,939,940,941,942,943,946,947,955,956,962","Projects, Activities","","","2011-2017","","","05/31/2012","09:34:16","8311"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","06/28/2012","Correction","This portfolio was re-planned due to FY12 budget adjustments and in conjunction with April updates to the Summary of Funding table and the Exhibit 53 submission. Two planning projects (Cooperative Patent Classification (CPC) Classification in search systems- Frontend and Convert existing office action data to XML) were added. CPC Database project status has changed from planning to active.   The project duration has been extended and project cost was increased per detailed planning process and Process Resource Estimate Worksheet (PREW).The overall cost for PATI continuous capture of application data project has been decreased due to findings during the planning phase.Summary of Funding:  The budget for PE2E was reduced by $12-13M in April because USPTO revenue projections were less than authorized budget, and cuts were taken so that spending would be equal or less than revenue.","3219,929,930,2891,931,932,933,934,940,941,956,3045,3047,3161,3049","Projects, Activities","","","2011-2017","","","06/29/2012","17:14:03","8605"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","07/27/2012","Correction","Correction: Activity was closed prematurely. Need to update the actual cost.Replan: The front-end project went from planning to active. Cost of back-end was negotiated to cost less.","3247,3249,929,941,942,947,949,952,956,3045,3047,3159,3161,939,955","Projects, Activities","","","2011-2017","","","07/30/2012","16:36:24","8787"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","08/13/2012","Rebaseline - change in funding strategy","The USPTO recently has determined that given prevailing trends in revenue for FY 2012, and uncertainties associated with the effects of planned FY 2013 fee changes and the economy, operating plan and spending adjustments were necessary in July.  This situation, coupled with some issues surrounding the successful execution of certain planned IT projects, has resulted in a reduction to the FY 2012 PE2E budget.  This reduction resulted in a few projects originally planned for FY 2012 to be deferred to FY 2013.","936,940,941,946,947,949,952,961,962,2894,3045,3047,3247,3219,956","Projects, Activities","","","2011-2017","","","08/15/2012","16:30:11","8951"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","10/25/2009","Internal - Other","Adding FY2008 Milestones to Dashboard","","","","","","1326.402000","2010-09-30","10/30/2009","10:51:44","336"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","04/16/2010","External - Direct Mandate","Actuals for 2010","","","","","","2442.410584","2015-09-30","04/30/2010","11:02:18","586"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","05/05/2010","External - Direct Mandate","Actuals as of May 2010 ","","","","","","2469.227119","2015-09-30","05/26/2010","15:09:35","667"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","09/21/2010","Rebaseline - other","Establish a standard milestone table for HCHB IT Infrastructure 300's for the Sep 2010 BY12 submission.","","","","","","226.238501","2013-09-30","09/21/2010","16:08:45","1718"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","11/24/2010","Rebaseline - other","Continuing updates as investment children data is being resolved.","","","","","","203.523399","2013-09-30","11/24/2010","15:43:24","2360"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","11/29/2010","Replan - planned change with minimal change in overall scope, cost or schedule objectives","","","","","","","203.523399","2013-09-30","11/29/2010","09:32:07","2361"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","12/31/2010","Correction","Cost/schedule milestones ending on 9/30/2010 have been updated with late-arriving actual cost numbers","","","","","","206.052949","2013-09-30","02/14/2011","11:14:09","2783"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","10/19/2011","Correction","Correction to clear zero actuals data for several activities, sent in error for the last submission.","1148,1149,1150,1151,1152,1153","Projects, Activities","","","2001-2018","","","10/19/2011","10:29:02","6778"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","10/19/2011","Correction","Correction to clear zero actuals data for several activities, sent in error for the last submission.","1148","Projects, Activities","","","2001-2018","","","10/24/2011","15:37:42","6783"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","10/19/2011","Correction","Several of the component children to this consolidated infrastructure investment were reviewed, resulting in several inaccuracies being corrected.  These include 1) for 2 child investments, Projects and Activities had not been properly marked for submission previously, and are now properly included;  2) 1 child investment had entered cost information in actual numbers rather than in thousands--this correction reduces it's project costs from $105M to $105K; 3) 1 child investment corrected milestones previously defined as O&M procurement awards to reflect actual Project Activities within these projects.","2878,2879,2880,1147,1148,1149,1150,1151,1152,1153","Projects, Activities","","","2001-2018","","","12/30/2011","13:17:55","7259"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","01/16/2012","Correction","Corrected one erroneous Activity Start date.","1151,2879,2880","Projects, Activities","","","2001-2018","","","01/27/2012","16:37:19","7332"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","02/15/2012","Correction","Correction to current planned value for one activity.  PY actuals have been redefined according to most recent information.","1153","Projects, Activities","","","2001-2018","","","02/28/2012","10:06:13","7561"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","05/25/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Corresponding updates to parent investment to reflect replanning updates in the component child investments","1148,1150,2878,1153,2879,2880","Projects, Activities","","","2001-2018","","","05/30/2012","12:55:41","8289"
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","06/20/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Corresponding updates to parent investment to reflect replanning updates in the component child investments.Summary of Funding: reflects budgetary changes since the February submission.","1148,1153,2879","Projects, Activities","","","2001-2018","","","06/29/2012","10:21:57","8539"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","07/20/2009","Internal - Other","Input error.","","","","","","144.809600","2016-09-30","07/20/2009","14:57:45","5"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","07/20/2009","Internal - Other","Input error.","","","","","","144.809600","2016-09-30","07/20/2009","14:57:57","6"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","07/20/2009","Internal - Other","Input error.","","","","","","256.995600","2016-09-30","07/20/2009","15:01:12","7"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","07/20/2009","Internal - Other","Input error.","","","","","","315.053600","2016-09-30","07/20/2009","15:05:08","8"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","07/20/2009","Internal - Other","Input error.","","","","","","315.053600","2016-09-30","07/20/2009","15:05:50","9"
"006-000400300","724","006","Department of Commerce","Census - Data Access and Dissemination System (DADS)","07/20/2009","Internal - Other","Error input.","","","","","","315.053600","2016-09-30","07/20/2009","15:06:26","10"
