"Unique Investment Identifier","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","PIID/Ref PIID","Planned Acquisitions","Updated Date","Updated Time"
005-000000018,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","AMS-Web-Based Supply Chain Management (WBSCM)",GSQ0016AJ0002,NO,09/21/2018,17:53:31
009-000326410,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH OD Sci Mission Biomedical Data Repositories & Analytical Tools",,,11/30/2018,21:09:53
009-000326411,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH OD Administration and Management Support Applications and Tools",,,11/30/2018,21:09:53
009-000326433,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH CC Administration and Management Support Applications and Tools",,,11/30/2018,21:09:53
009-000326434,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH CIT Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:53
009-000326435,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH CSR Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:53
009-000326437,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:54
009-000326440,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NCCIH Administration and Management Support Applications and Tools",,,11/30/2018,21:09:54
009-000326441,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NCI Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:54
009-000326442,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NEI Administration and Management Support Applications and Tools",,,11/30/2018,21:09:54
009-000326445,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NHLBI Administration and Management Support Applications and Tools",,,11/30/2018,21:09:54
009-000326446,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIA Administration and Management Support Applications and Tools",,,11/30/2018,21:09:55
009-000326447,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIA Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:55
009-000326448,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIAAA Administration and Management Support Applications and Tools",,,11/30/2018,21:09:55
009-000326450,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIAID Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:55
009-000326451,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIBIB Administration and Management Support Applications and Tools",,,11/30/2018,21:09:55
009-000326452,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIBIB Sci Mission Research Knowledge Dissemination Tools",,,11/30/2018,21:09:55
009-000326454,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIDA Administration and Management Support Applications and Tools",,,11/30/2018,21:09:55
009-000326455,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIDA Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:55
009-000326456,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIDCD Administration and Management Support Applications and Tools",,,11/30/2018,21:09:56
009-000326458,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIDCR Administration and Management Support Applications and Tools",,,11/30/2018,21:09:56
009-000326459,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIDDK Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:56
009-000326461,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIMHD Administration and Management Support Applications and Tools",,,11/30/2018,21:09:56
009-000326463,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH OD Sci Mission Extramural Research Management and Support Tools",,,11/30/2018,21:09:56
009-000326467,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH OD/ORS-ORF Administration and Management Support Applications and Tools",,,11/30/2018,21:09:56
009-000326515,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NHGRI Administration and Management Support Applications and Tools",,,11/30/2018,21:09:56
009-000327722,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Data Management Systems Supporting the Office for State, Tribal, Local and Territorial Support",,,11/30/2018,21:09:56
009-000327764,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDRH High Performance Computing",,,11/30/2018,21:09:57
009-000327774,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OFR Business Support Systems",,,11/30/2018,21:09:57
009-000327960,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Healthcare Fraud Prevention Partnership (HFPP)",HHSM500201500152U,YES,11/30/2018,21:09:57
009-000330460,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASFR IAA e-System Investment",,,11/30/2018,21:09:58
009-000330822,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Information Management Systems",,,11/30/2018,21:09:58
009-000330896,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Division of Communication Services IT Systems",,,11/30/2018,21:09:58
009-000330996,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Natl Ctr For Hiv/aids, Viral Hepatitis, Std, & Prevention Administrative Support Systems",,,11/30/2018,21:09:58
009-000331024,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Natl Ctr For Hiv/aids, Viral Hepatitis, Std, & Prevention Health and Human Services",,,11/30/2018,21:09:58
009-000331034,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Natl Ctr For Hiv/aids, Viral Hepatitis, STD, and Scientific Research",,,11/30/2018,21:09:58
009-000331446,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases Administrative Support Systems",,,11/30/2018,21:09:59
009-000331453,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases Health and Human Services",,,11/30/2018,21:09:59
009-000331456,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases Scientific Research",,,11/30/2018,21:09:59
009-000331762,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Regulatory Operations Support",,,11/30/2018,21:09:59
009-000331763,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Regulatory Review Platform",HHSF223201610017B|HHSF223201510005B,YES,11/30/2018,21:09:59
009-000333786,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Unified Case Management (UCM)",HHSN316201200030W,YES,11/30/2018,21:09:59
009-000333910,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Enterprise Privacy Policy Engine (EPPE) (NM)",,,11/30/2018,21:09:59
009-000333912,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Eligibility Appeals Case Management System (EACMS)",HHSM500201300167C,YES,11/30/2018,21:10:00
009-000333927,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA OC Data Exchange Standards",,NO,11/30/2018,21:10:00
009-000333989,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Health Insurance Casework System (HICS) (NM)",,,11/30/2018,21:10:01
009-000334166,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Organizational Operations",HHSF223201710258W,,11/30/2018,21:10:01
009-000334209,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases - Advanced Business Intelligence Platform",,,11/30/2018,21:10:01
009-000334589,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASPR Logistics Response Information System (LRIS) Investment",,,11/30/2018,21:10:01
009-000334734,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","SAMHSA - CSAP Program Evaluation for Prevention Contract (PEP-C)",,,11/30/2018,21:10:01
009-000334742,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","SAMHSA - CSAT Community Based Organizations Technical Assistance",,,11/30/2018,21:10:01
009-000338726,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Pharmaceutical Quality Platform",,,11/30/2018,21:10:02
009-000338727,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Integrated Work Management",NNG15SC89B|NNG15SC49B|HHSF223201310157C|HHSF223201710081G|HHSF223201510005B,YES,11/30/2018,21:10:02
009-000338728,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Drug Safety Platform",,,11/30/2018,21:10:02
009-000338730,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Marketplace for Regulatory Data",HHSF223201210007B|HHSF223201210007B|HHSF223201210007B|HHSF223201310019B|NNG15SD01B|NNG15SD19B|NNG15SC64B,YES,11/30/2018,21:10:02
009-000339317,"04 - Funding Transfer","01 - Not Applicable","	009","Department of Health and Human Services","OS PSC GovSpace",,,11/30/2018,21:10:02
009-000339370,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Chronic Condition Warehouse (CCW)",HHSM500201500261C,YES,11/30/2018,21:10:02
009-000339404,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OIG Data Analytics",,,11/30/2018,21:10:03
009-000339406,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OIG Mission Support / Case Management",,,11/30/2018,21:10:03
009-000339810,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIDDK Administration and Management Support Applications and Tools",,,11/30/2018,21:10:03
009-000339818,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NIMH Sci Mission Biomedical Data Repositories & Analytical Tools",,,11/30/2018,21:10:03
009-000340290,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment",HHSN316201200177W|HHSP233201600202A|HHSN316201200018W|HHSP233201500019W-HHSP233201700111W|HHSP233201700131G|HHSP233201700026G|HHSP233201600179W,YES,11/30/2018,21:10:03
009-000346275,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASPR HHS emPOWER Map (emPOWER) Investment",,,11/30/2018,21:10:04
009-000347440,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Surveillance Data Platform",HHSD2002016F89363,YES,11/30/2018,21:10:04
009-000348201,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASPR Technical Resources Assistance Center & Information Exchange (TRACIE)",,,11/30/2018,21:10:04
009-000348437,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Survey & Cert/CLIA Budget Tool (NM)",,,11/30/2018,21:10:04
009-000348440,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Measures Authoring Tool (MAT)(NM)",,,11/30/2018,21:10:04
009-000348445,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Prior Authorization NEAT (NM)",,,11/30/2018,21:10:04
009-000348449,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Common Electronic Data Interchange System (CEDI) (NM)",,,11/30/2018,21:10:04
009-000348450,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Communications Support (NM)",,,11/30/2018,21:10:05
009-000348466,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS ESRD Quality Reporting System (EQRS)",HHSM500201500252C|HHSN316201200098W|HHSN316201200084W|HHSN316201200075W|HHSN316201200079W,YES,11/30/2018,21:10:05
009-000348468,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Hospital Quality Reporting (HQR)",HHSM500201500252C|HHSN316201200098W|HHSN316201200084W|HHSN316201200075W|HHSM-500-2016-00009B,YES,11/30/2018,21:10:05
009-000348474,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Physician Quality Reporting System (PQRS)",HHSM500201500252C|HHSN316201200098W|HHSN316201200075W|HHSN316201200084W,NO,11/30/2018,21:10:05
009-000348476,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Quality Improvement Organizations (QIO) Information Systems",HHSM500201500252C|HHSN316201200098W|HHSN316201200084W|HHSN316201200075W|HHSN316201200125W|HHSN316201200075W|HHSM-500-2016-00011B,YES,11/30/2018,21:10:05
