"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY BudgetAuthority ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY BudgetAuthority ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	007","Department of Defense","	57",007-000100037,"Execution Contracting Database",007-000100037,"	04",007-40-493003,"Working Capital Fund, Air Force","	007","	57","	57",0.578,0.361,0.404,0,0,0,0,0,0,0,0.578,0,0.361,0,0.404,0,0.404,822581,604338,2019-03-13,20:50:50
"	007","Department of Defense","	21",007-000100038,"Commanders Risk Reduction Dashboard",007-000100038,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",3.407,1.895,1.895,0,0,0,0,0,0,0,3.407,0,1.895,0,1.895,0,1.895,822582,604339,2019-03-13,20:50:50
"	007","Department of Defense","	21",007-000100039,"DFSC MATERIAL TECHNOLOGY LABORATORY FAMILY OF SYSTEMS",007-000100039,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822583,604340,2019-03-13,20:50:50
"	007","Department of Defense","	21",007-000100041,"AMMUNITION SUPPLY POINT MANAGEMENT SYSTEM",007-000100041,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.012,0.009,0.009,0,0,0,0,0,0,0,0.012,0,0.009,0,0.009,0,0.009,822584,604341,2019-03-13,20:50:50
"	007","Department of Defense","	21",007-000100042,"Post Laundry Program",007-000100042,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.004,0.009,0.009,0,0,0,0,0,0,0,0.004,0,0.009,0,0.009,0,0.009,822585,604342,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100044,"REDSTONE ARSENAL COMPUTER AIDED DESIGN AND DRAFTING",007-000100044,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.011,0.011,0.011,0,0,0,0,0,0,0,0.011,0,0.011,0,0.011,0,0.011,822586,604343,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100048,"Club Business System",007-000100048,"	04",007-05-2010,"Military Personnel, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822587,604344,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100049,"LETTERKENNY ARMY DEPOT AUTOMATED STORAGE RETRIEVAL SYSTEM",007-000100049,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822588,604345,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100050,"Program and Financial Management System",007-000100050,"	04",007-15-2031,"Aircraft Procurement, Army","	007","	21","	21",0.774,0.774,0,0,0,0,0,0,0,0,0.774,0,0.774,0,0,0,0,822589,604346,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100051,"E-TRANS MANAGER",007-000100051,"	04",007-10-2065,"Operation and Maintenance, Army National Guard","	007","	21","	21",0.055,0.06,0.065,0,0,0,0,0,0,0,0.055,0,0.06,0,0.065,0,0.065,822590,604347,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100052,"US ARMY GARRISON-WIESBADEN (USAG-W) DIRECTORATE OF EMERGENCY SERVICES (DES) HIRSCH INTRUSION DETECTION SYSTEM (IDS)",007-000100052,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.265,0.27,0.275,0,0,0,0,0,0,0,0.265,0,0.27,0,0.275,0,0.275,822591,604348,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100053,GOARMY.COM,007-000100053,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",5.075,5.075,5.075,0,0,0,0,0,0,0,5.075,0,5.075,0,5.075,0,5.075,822592,604349,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100056,"DoD Safe Helpline",007-000100056,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0.695,0.703,0.716,0,0,0,0,0,0,0,0.695,0,0.703,0,0.716,0,0.716,822593,604350,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100057,"DEPARTMENT OF DEFENSE ENTERPRISE TEST FRAMEWORK AND CENTRALIZED MANAGEMENT SYSTEM",007-000100057,"	04",007-20-0400,"Research, Development, Test and Evaluation, Defense-wide","	007","	97","	97",0.45,0.45,0.45,0.45,0,0.45,0,0.45,0,0.45,0,0,0,0,0,0,0,822594,604351,2019-03-13,20:50:51
"	007","Department of Defense","	17",007-000100059,"Hazardous Material Application Suite",007-000100059,"	04",007-10-1804,"Operation and Maintenance, Navy","	007","	17","	17",1.225,1.066,0,0,0,0,0,0,0,0,1.225,0,1.066,0,0,0,0,822597,604353,2019-03-13,20:50:51
"	007","Department of Defense","	17",007-000100059,"Hazardous Material Application Suite",007-000100059,"	04",007-40-493002,"Working Capital Fund, Navy","	007","	17","	17",0,0,1.987,0,0,0,0,0,0,0,0,0,0,0,1.987,0,1.987,822598,604353,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100061,"EARNED VALUE ANALYSIS SYSTEM",007-000100061,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0.143,0.666,0,0,0,0,0,0,0,0,0.143,0,0.666,0,0,0,0,822599,604354,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100061,"EARNED VALUE ANALYSIS SYSTEM",007-000100061,"	04",007-20-0400,"Research, Development, Test and Evaluation, Defense-wide","	007","	97","	97",0.832,1.934,0,0.832,0,1.934,0,0,0,0,0,0,0,0,0,0,0,822600,604354,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100063,"INTEGRATED BUSINESS FRAMEWORK - DATA ALIGNMENT PORTAL",007-000100063,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0.478,1,1,0,0,0,0,0,0,0,0.478,0,1,0,1,0,1,822601,604355,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100063,"INTEGRATED BUSINESS FRAMEWORK - DATA ALIGNMENT PORTAL",007-000100063,"	04",007-20-0400,"Research, Development, Test and Evaluation, Defense-wide","	007","	97","	97",2.805,2.1,1.618,0,0,0,0,0,0,0,2.805,0,2.1,0,1.618,0,1.618,822602,604355,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100069,"Army Training and Learning Assessment System",007-000100069,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.067,0.067,0.068,0,0,0,0,0,0,0,0.067,0,0.067,0,0.068,0,0.068,822606,604358,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100075,"Eagle Vision",007-000100075,"	04",007-10-3400,"Operation and Maintenance, Air Force","	007","	57","	57",8.785,8.652,8.765,0,0,0,0,0,0,0,8.785,0,8.652,0,8.765,0,8.765,822609,604361,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100076,"Navy Fund Balance with Treasury",007-000100076,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",0.54,0.958,0.446,0.009,0,0.012,0,0.016,0,0.016,0.531,0,0.946,0,0.43,0,0.43,822610,604362,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100077,"Applications by Citizen Developers (Human Resource Management)",007-000100077,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",0.535,0.713,0.616,0,0,0,0,0,0,0,0.535,0,0.713,0,0.616,0,0.616,822611,604363,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100078,"Statement of Budgetary Resources Air Force Reconciliation Tool",007-000100078,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",0.233,0.171,0.192,0,0,0,0,0,0,0,0.233,0,0.171,0,0.192,0,0.192,822612,604364,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100089,"Financial Accounting Management Information System - Computing Services Modernization",007-000100089,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",2.807,4.303,4.344,2.807,0,0.5,0,0.5,0,0.5,0,0,3.803,0,3.844,0,3.844,822620,604369,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100091,"Movements Automated Record Keeping System",007-000100091,"	04",007-05-3500,"Military Personnel, Air Force","	007","	57","	57",0.323,0.327,0.331,0,0,0,0,0,0,0,0.323,0,0.327,0,0.331,0,0.331,822621,604370,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100091,"Movements Automated Record Keeping System",007-000100091,"	04",007-10-3400,"Operation and Maintenance, Air Force","	007","	57","	57",2.078,2.196,2.246,0,0,0,0,0,0,0,2.078,0,2.196,0,2.246,0,2.246,822622,604370,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100092,"The Air Force Test and Analysis Tool",007-000100092,"	04",007-10-3400,"Operation and Maintenance, Air Force","	007","	57","	57",0.197,0.525,0.2,0,0,0,0,0,0,0,0.197,0,0.525,0,0.2,0,0.2,822623,604371,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100098,"DEFENSE ACQUISITION TRACKING",007-000100098,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0,0.119,0.122,0,0,0,0,0,0,0,0,0,0.119,0,0.122,0,0.122,822624,604372,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100107,"PERSON-EVENT DATA ENVIRONMENT",007-000100107,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",7.493,9.846,10.093,0.18,0,2.59,0,2.416,0,2.416,7.313,0,7.256,0,7.677,0,7.677,822627,604374,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100109,"EMERGENCY REPORTING SYSTEM FT LEE",007-000100109,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.013,0.013,0,0,0,0,0,0,0,0,0.013,0,0.013,0,0,0,0,822628,604375,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100123,"MHS Information Platform",007-000100123,"	04",007-10-0130,"Defense Health Program","	007","	97","	97",40.492,29.794,42.364,1.384,0,1.461,0,0,0,0,39.108,0,28.333,0,42.364,0,42.364,822649,604384,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100134,"Contract Cost Negotiation System",007-000100134,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0.559,0,0,0,0,0,0,0,0,0,0.559,0,0,0,0,0,0,822652,604386,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100136,"Competency Management System",007-000100136,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0.59,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,822653,604387,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100138,"Base Level Support Application",007-000100138,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",23.819,35.166,28.767,0,0,0,0,0,0,0,23.819,0,35.166,0,28.767,0,28.767,822654,604388,2019-03-13,20:50:51
"	007","Department of Defense","	17",007-000100139,"RETAIL OPERATIONS MANAGEMENT 3",007-000100139,"	04",007-10-1804,"Operation and Maintenance, Navy","	007","	17","	17",1.436,1.478,1.491,0,0,0,0,0,0,0,1.436,0,1.478,0,1.491,0,1.491,822655,604389,2019-03-13,20:50:51
"	007","Department of Defense","	17",007-000100140,ST2,007-000100140,"	04",007-20-1319,"Research, Development, Test and Evaluation, Navy","	007","	17","	17",25.82,28.582,29.61,25.82,0,28.582,0,29.61,0,29.61,0,0,0,0,0,0,0,822656,604390,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100141,"AFMC Geographic Information System",007-000100141,"	04",007-10-3400,"Operation and Maintenance, Air Force","	007","	57","	57",1.09,0.895,0.472,0,0,0,0,0,0,0,1.09,0,0.895,0,0.472,0,0.472,822657,604391,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100142,"Contract Writing and Administration System",007-000100142,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007","	97","	97",0,0.521,0,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,822658,604392,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100143,"Applications by Citizen Developers - Financial Management",007-000100143,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",0.424,0.811,0.75,0,0,0,0,0,0,0,0.424,0,0.811,0,0.75,0,0.75,822659,604393,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100149,"Uniformed Service University of the Health Sciences Student Information System",007-000100149,"	04",007-10-0130,"Defense Health Program","	007","	97","	97",0.034,0.035,0.036,0,0,0,0,0,0,0,0.034,0,0.035,0,0.036,0,0.036,822665,604398,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100150,"Capability Maturity Model Integration (CMMI) Evidence Database",007-000100150,"	04",007-40-493003,"Working Capital Fund, Air Force","	007","	57","	57",0.022,0.024,0.022,0,0,0,0,0,0,0,0.022,0,0.024,0,0.022,0,0.022,822666,604399,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100153,"FORT HOOD PERSONNEL ASSIGNMENTS MANAGEMENT SOLUTION",007-000100153,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.031,0.035,0.036,0,0,0,0,0,0,0,0.031,0,0.035,0,0.036,0,0.036,822667,604400,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100155,"INTELLIGENCE AND SECURITY COMMAND – RESOURCE MANAGEMENT ONLINE",007-000100155,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.359,0.366,0.373,0,0,0,0,0,0,0,0.359,0,0.366,0,0.373,0,0.373,822668,604401,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100156,"FORT BENNING RED-COCKADED WOODPECKER MOBILE PROGRAM",007-000100156,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.131,0.131,0.381,0,0,0,0,0,0,0,0.131,0,0.131,0,0.381,0,0.381,822669,604402,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100157,"HQ FORSCOM Physical Security System",007-000100157,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.116,0.119,0.123,0,0,0,0,0,0,0,0.116,0,0.119,0,0.123,0,0.123,822670,604403,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100158,"INTEGRATED LOGISTICS SUPPORT CENTER OPERATIONS PLANNING SYSTEM 29",007-000100158,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822671,604404,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100162,"WHS Electronic Document Management System",007-000100162,"	04",007-40-4950,"Pentagon Reservation Maintenance Revolving Fund","	007","	97","	97",0.51,0.525,0.541,0,0,0,0,0,0,0,0.51,0,0.525,0,0.541,0,0.541,822673,604406,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100163,TRIRIGA,007-000100163,"	04",007-40-4950,"Pentagon Reservation Maintenance Revolving Fund","	007","	97","	97",1.735,1.768,1.803,0,0,0,0,0,0,0,1.735,0,1.768,0,1.803,0,1.803,822674,604407,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100166,"US ARMY UNEMPLOYMENT COMPENSATION FOR EX-SERVICE MEMBERS",007-000100166,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.175,0.18,0.585,0,0,0,0,0,0,0,0.175,0,0.18,0,0.585,0,0.585,822675,604408,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100167,"CORPUS CHRISTI ARMY DEPOT (CCAD) SECURITY VIDEO MONITORING SYSTEM",007-000100167,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822676,604409,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100168,"Fire Alarm Control Center",007-000100168,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.4,0.2,0.2,0,0,0,0,0,0,0,0.4,0,0.2,0,0.2,0,0.2,822677,604410,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100169,"INTEGRATED LOGISTICS SUPPORT CENTER AIR FORCE ELECTRONIC TYPE DESIGNATION SYSTEM",007-000100169,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822678,604411,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100171,"TRANSPORTATION REQUESTS",007-000100171,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.004,0.009,0,0,0,0,0,0,0,0,0.004,0,0.009,0,0,0,0,822679,604412,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100177,"ROCK ISLAND ARSENAL - JOINT MANUFACTURING TECHNOLOGY CENTER COORDINATE MEASURING MACHINE SOFTWARE",007-000100177,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822680,604413,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100185,"Project Cost Management Suite",007-000100185,"	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007","	57","	57",0.165,0.18,0.18,0,0,0,0,0,0,0,0.165,0,0.18,0,0.18,0,0.18,822681,604414,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100187,"ENTERPRISE KNOWLEDGE REPOSITORY",007-000100187,"	04",007-10-1804,"Operation and Maintenance, Navy","	007","	17","	17",0,1.501,0,0,0,0,0,0,0,0,0,0,1.501,0,0,0,0,822682,604415,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100187,"ENTERPRISE KNOWLEDGE REPOSITORY",007-000100187,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",1.197,1.205,1.207,0,0,0,0,0,0,0,1.197,0,1.205,0,1.207,0,1.207,822683,604415,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100199,"DEFENSE CASE ACTIVITY TRACKING SYSTEM",007-000100199,"	04",007-10-0107,"Office of the Inspector General","	007","	97","	97",4.553,5.567,3.737,0,0,1.936,0,0,0,0,4.553,0,3.631,0,3.737,0,3.737,822688,604418,2019-03-13,20:50:51
"	007","Department of Defense","	17",007-000100204,"NAVAL SYCHRONIZATION TOOLSET",007-000100204,"	04",007-10-1804,"Operation and Maintenance, Navy","	007","	17","	17",8.671,5.437,5.537,0,0,0,0,0,0,0,8.671,0,5.437,0,5.537,0,5.537,822689,604419,2019-03-13,20:50:51
"	007","Department of Defense","	17",007-000100204,"NAVAL SYCHRONIZATION TOOLSET",007-000100204,"	04",007-15-1506,"Aircraft Procurement, Navy","	007","	17","	17",6.839,0,0,0,0,0,0,0,0,0,6.839,0,0,0,0,0,0,822690,604419,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100206,"Rock Island Arsenal - Joint Manufacturing Technology Center Integrated Computer Aided Drafting/Computer Aided Manufacturing/Computer Aided Engineering",007-000100206,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822692,604421,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100213,"Employee Benefits Information System",007-000100213,"	04",007-10-3400,"Operation and Maintenance, Air Force","	007","	57","	57",0.392,0.621,0.413,0,0,0,0,0,0,0,0.392,0,0.621,0,0.413,0,0.413,822693,604422,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100213,"Employee Benefits Information System",007-000100213,"	04",007-40-493005,"Working Capital Fund, Defense-wide","	007","	97","	97",0.484,0.636,0.461,0.008,0,0.013,0,0.018,0,0.018,0.476,0,0.623,0,0.443,0,0.443,822694,604422,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100216,"CENTRAL TECHNICAL SUPPORT FACILITY ACTIVITY BASED COSTING COST MODEL",007-000100216,"	04",007-20-2040,"Research, Development, Test and Evaluation, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822695,604423,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100220,"RX  Business Applications",007-000100220,"	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007","	57","	57",0.993,0.825,0.841,0,0,0,0,0,0,0,0.993,0,0.825,0,0.841,0,0.841,822696,604424,2019-03-13,20:50:51
"	007","Department of Defense","	57",007-000100222,"Organization Software Process Environment",007-000100222,"	04",007-20-3600,"Research, Development, Test and Evaluation, Air Force","	007","	57","	57",0.366,0.39,0.371,0,0,0,0,0,0,0,0.366,0,0.39,0,0.371,0,0.371,822697,604425,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100225,"CORPUS CHRISTI ARMY DEPOT AUTOMATED STORAGE RETRIEVAL SYSTEM",007-000100225,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822698,604426,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100226,"RENTAL FACILITIES MANAGEMENT INFORMATION SYSTEM",007-000100226,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",14,12,13.004,0,0,0,0,0,0,0,14,0,12,0,13.004,0,13.004,822699,604427,2019-03-13,20:50:51
"	007","Department of Defense","	97",007-000100228,"DoD Women, Infants, and Children Overseas Participant Information Management System",007-000100228,"	04",007-10-0130,"Defense Health Program","	007","	97","	97",1.293,1.331,1.331,0,0,0,0,0,0,0,1.293,0,1.331,0,1.331,0,1.331,822700,604428,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100232,"ARMY FINANCIAL LIABILITY INVESTIGATION PROPERTY LOSS TRACKER",007-000100232,"	04",007-10-2020,"Operation and Maintenance, Army","	007","	21","	21",0.021,0.039,0.04,0,0,0,0,0,0,0,0.021,0,0.039,0,0.04,0,0.04,822709,604431,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100234,"INTEGRATED LOGISTICS SUPPORT CENTER SCORECARD",007-000100234,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822710,604432,2019-03-13,20:50:51
"	007","Department of Defense","	21",007-000100235,"INTEGRATED LOGISTICS SUPPORT CENTER EQUIPMENT PUBLICATION MANAGEMENT SYSTEM",007-000100235,"	04",007-40-493001,"Working Capital Fund, Army","	007","	21","	21",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,822711,604433,2019-03-13,20:50:51
