"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Release Every Six Mo","Release Every Six Mo Comment","Production Deployment Date","Funded by TMF or IT WCF Funding?","Commercial Solution(s) Adoption","Commercial Solution(s) Reasoning","Commercial Solution(s) Costs","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	289341",2214,"	289341","FY13 Move NDNH to Relational Database","This project will migrate the NDNH data to a relational database to enhance data quality and response time for real-time access to the data by authorized users.",2011-10-28,2013-02-01,0.505,,,,,,,,,0,0,Green,-0.015,-2.98,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	289354",2217,"	289354","FSF Portal PIV Card Implementation","This project will implement the FPLS Security Framework application changes necessary to comply with the HHS directive for the implementation of the use of HSPD-12 compliant PIV cards to authenticate federal employees and contractors accessing federal business applications.",2011-09-06,2012-01-13,0.178,,,,,,,,,0,0,Green,0,0,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	289363",2218,"	289363","Debt Inquiry Development","The Debt Inquiry service offers the ability to inquire the Federal Offset data through the use of the FPLS Enterprise Services Portal (ESP). This service is available to employers, insurance carriers, OCSE administrators and States. The project provides a method for employers and insurance carriers to notify state child support agencies when they plan to pay lump sum payments, insurance payouts or bonuses to individuals that owe past due child support.",2010-12-13,2011-07-18,0.343,,,,,,,,,25,11.52,Yellow,0.001,0.29,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	318081",3763,"	318081","FY13 Debtor File Migration to Relational Database","This project migrates all of the Federal Offset obligor related data stores from current storage scheme to a relational database.  It includes the programming changes needed to store and access the data in relational database, and the conversion of the existing data to the database. The project goals include the improvement of the data integrity, reduce level of effort needed to research obligor activity, and prepare the application for migration from COBOL to target architecture.",2013-02-25,2014-08-05,0.641,,,,,,,,,-1,-0.19,Green,-0.021,-3.28,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	318090",3765,"	318090","FY13 FCR Query on SSP","This project implements a new FPLS State Services Portal function to allow the state authorized user to query the Federal Case Registry (FCR) to view all of the cases on the FCR for a case participant. The response allows the user to view all of the related participants in the case(s).  It is a tool for states to investigate interstate cases and confirm information retained on the FCR.  The project goals include reduction of telephone and written correspondence needed to investigate interstate cases.",2013-01-02,2013-08-16,0.149,,,,,,,,,0,0,Green,-0.001,-0.67,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	318095",3767,"	318095","FY13 FAST Lien and Levy","This project implements an electronic exchange between child support and multistate financial institutions (MSFI) to initiate the lien and/or levy for delinquent child support obligor's bank account. The process allows the MSFI to send an electronic response for the action taken based on the state request. The project goals include the elimination of the state's cost printing cost and postage costs for states, reduction of processing cost for both the state and the MSFI, and the reduction of time needed to receive the collection.",2012-09-17,2013-08-16,0.195,,,,,,,,,-3,-0.9,Green,0.04,20.62,Yellow,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	318113",3773,"	318113","FY15 Migration to Target Architecture","This project incrementally migrates application functions from existing legacy operation system to the FPLS target architecture language and to support alternative data exchange formats.  The project goal is to sustain the application, comply with federal requirements to implement NIEM data exchanges and reduce the cost of on-going maintenance and operations.",2014-09-04,2015-10-31,0.238,"1 - Waterfall",yes,,,,,,,73,17.3,Yellow,0.017,7.14,Green,Completed,07/24/2015,11:31:29
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	328994",7723,"	328994","FY14 Implement 2-Factor Authentication","This project will implement two-factor authentication using temporary passwords provided to the registered user when they attempt to access the FPLS Child Support Services Portal.  The current multi-factor authentication process for the Portal requests a username, password, and an answer to a challenge question as its first factor. In addition, the user's server is authenticated with geo-location to provide another factor. This process will be strengthened by using an additional factor focused on the users for authentication which was recommended as good practices by the Nation Institute of Standards and Technology (NIST).",2013-09-24,2014-08-07,0.181,,,,,,,,,1,0.33,Green,-0.009,-4.97,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	329006",7725,"	329006","FY14 e-Term Implementation","The eTermination (eTerm) project offers a method for employers to report employee terminations to states through a single, centralized location. The goal of centralizing the eTerm process is to reduce costs and increase efficiency for both states and employers. It also allows the state to locate a new employment source sooner.",2013-09-23,2014-06-27,0.256,,,,,,,,,0,0,Green,0,0,Green,Completed,02/03/2015,14:57:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	329019",7727,"	329019","FY14 Implement Portal User Communication Function","This project provides a state worker using the FPLS portal with the ability to communicate in real or near-real time manner with a case worker in another location within a secure environment. It will allow the workers to send and respond to questions regarding specific cases or participants using PII without the risk of unauthorized users hacking into the exchange. It will also allow the portal applications to automatically initiate communication with the state workers that includes PII. This project will reduce the amount of time required for case workers to exchange information on interstate cases, working to expedite case processing activities.  The application will be designed to reduce telephone contacts between state case workers by at least 10%.",2014-03-24,2014-12-24,0.238,"1 - Waterfall",yes,,,,,,,-13,-4.73,Green,-0.017,-7.14,Green,Completed,05/29/2015,15:39:00
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	329042",7729,"	329042","FY14 Manage FCR Known Participant Identification Issues","This project will incorporate a batch and portal solution to allow states to flag specific case participants known to be using an incorrect SSN that should not be corrected/changed by the FCR verficaton routines.  This project will eliminate the improper wage withholding  or location of assets for the real owner of the SSN.",2013-10-21,2014-07-25,0.16,,,,,,,,,7,2.53,Green,-0.003,-1.88,Green,Completed,02/03/2015,14:57:01
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	329050",7731,"	329050","FY14 MICRS Release 14.01","Implement prioritized enhancements to the FPLS Management Information Central Repository System, including new data elements, new standard reports, and new data tables or views as determined in requirements phase.  The goal of this project is to continue building on the MICRS application to meet the existing and evolving management information needs of internal and external users.",2013-12-09,2014-05-19,0.14,,,,,,,,,-9,-5.84,Green,-0.003,-2.14,Green,Completed,02/03/2015,14:57:01
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	340017",11109,"	340017","FY15 CS Portal Enhancements","This project includes all enhancements to the FPLS portal architecture and portal applications to integrate the latest best practices and techniques for web applications, and will be deployed through a series of releases. The goal of this project is to reduce maintenance efforts, ensure the viability of the portal, and improve the user experience.",2015-02-09,2015-10-26,0.239,"1 - Waterfall",yes,,,,,,,-1,-0.39,Green,0.02,8.37,Green,Completed,10/01/2015,14:44:03
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	340039",11111,"	340039","FY15 FPLS Enhancements","This project includes enhancements to the FPLS interface and user experience to address new business or technical requirements identified through ongoing operational analyses. In FY2015, proposed improvements include automating IRS compliance requirements, technical refreshes and updates for legacy systems, adding data elements, and modernizing batch exchange methods.",2015-02-23,2015-10-06,0.217,"1 - Waterfall",yes,,,,,,,48,21.33,Yellow,0.032,14.81,Yellow,Completed,07/24/2015,11:31:29
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	340381",11113,"	340381","FY16 CS Portal Expansion","This project includes enhancements to the child support portal applications to integrate the latest best practices and techniques for web applications.  The project will be deployed through a series of releases. The goal of this project is to provide additional functionality, reduce maintenance efforts, and improve the user experience.",2015-10-02,2016-08-03,0.181,"1 - Waterfall",yes,,2016-07-15,,,,,-16,-5.23,Green,0.004,2.21,Green,Completed,10/11/2016,18:11:02
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","	340410",11115,"	340410","FY16 FPLS Enhancements","This project includes enhancements to the FPLS interface and user experience to address new business or technical requirements identified through ongoing operational analyses. In FY2016, proposed improvements focus on improving employer information to restructure and address redundant data issues, as well as enhancements and expanded functionality of the DFS Management Information Central Repository System.",2015-08-20,2016-08-19,0.456,"1 - Waterfall",yes,,2016-07-29,,,,,-1,-0.27,Green,-0.014,-3.07,Green,Completed,10/11/2016,18:11:02
