"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	007","Department of Defense",007-000100267,007-000100267,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AFMC Senior Officer Communications and Coordination Electronic Resource","AFMC SOCCER is low cost web based Government Owned Government Operated Management Informtion System used to create, route, and report on suspenses and packages within the command.","340 - Collaboration Tools",0.074,0.074,0.079,0,0,0,0,0,0,0,0.074,0,0.074,0,0.079,0,0.079,"	3",0,0,0.074,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100268,007-000100268,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Functional Systems Integrated Database (FSID) System","Provides single point of access for reliability and maintainability for use in analysis of functional systems for various weapon systems.  Approved as planned.","318 - Business Analytics",0.115,2.825,2.825,0,0,0,0,0,0,0,0.115,0,2.825,0,2.825,0,2.825,"	1",2.825,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100270,007-000100270,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Aircraft Health Monitoring System/Data Analysis and Redistribution Tool","Aircraft Health Monitoring System is a web based system that aids information exchange relating to C-5 aircraft maintenance using four components: Portal, MADARS Reference Database, Quick Look Database, and Data Analysis and Redistribution Tool.","119 - Facilities, Fleet and Equipment Management",0.031,0.031,0.031,0,0,0,0,0,0,0,0.031,0,0.031,0,0.031,0,0.031,"	4",0,0,0.031,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100285,007-000100285,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Case Management Tracking Analysis & Reporting System","CMTARS will be an Internet based system that tracks cases, generates and stores documents, prepares reports and allows advanced search of the entire Air Force Review Boards Agency (AFRBA) portfolio of approximately 12,000 cases per year.","531 - Case Management",0.275,0.961,0.597,0,0,0,0,0,0,0,0.275,0,0.961,0,0.597,0,0.597,"	6",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100287,007-000100287,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Engine Test And Control","ETAC engine maintenance tracking via process gates by detailing task status and constraints with resolutions and POCs. It returns metrics and analytics for managerial decisions, process engineering actions, and process improvement.","318 - Business Analytics",0.013,0.013,0.013,0,0,0,0,0,0,0,0.013,0,0.013,0,0.013,0,0.013,"	5",0,0,0.013,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100288,007-000100288,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Facility Management Interact","Program supports the day to day business and mission of SAF/AAO to manage Headquarters Air Force space and facility related requests for HAF space within the Pentagon, JBA, JBAB.","119 - Facilities, Fleet and Equipment Management",0.102,0.194,0.195,0,0,0,0,0,0,0,0.102,0,0.194,0,0.195,0,0.195,"	3",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100290,007-000100290,"00 - Agency Investments",,N/A,"01 - Not Applicable","	57","Air Force","01 - Mission Delivery","	15","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","RY Facilities Control System","The systems are required in the daily operation of Sensors facilities and are operated by RY personnel. Systems used to manage RY facilities, including badge/PIN physical access control and system to manage building and room drawings and property.","282 - Protection",0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0.1,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100370,007-000100370,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Air Force Equal Opportunity Network","AF EONet  provides military and civilian EO management to collect, track, and manage EO cases by the Air Force EO workforce.","256 - Employee Relations",0.278,0.28,0.292,0,0,0,0,0,0,0,0.278,0,0.28,0,0.292,0,0.292,"	5",0,0,0.28,2020,"No change in status",2019-03-13,20:50:52
"	007","Department of Defense",007-000100482,007-000100482,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Infrastructure Maintenance Management System","IMMS is an integrated information system which provides support for comprehensive operations and management of installed infrastructure, for example, physical security infrastructure that includes access control devices, CCTV systems, etc.","119 - Facilities, Fleet and Equipment Management",0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:52
"	007","Department of Defense",007-000100483,007-000100483,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","F-135 Depot Interactive Electronic Technical Publication","The F135 DIETP is a web based publication presentation package for displaying technical data for the F-135 engines for depot maintenance at the OC-ALC.","143 - Goods and Services Acquisition",0.015,0.015,0.015,0,0,0,0,0,0,0,0.015,0,0.015,0,0.015,0,0.015,"	4",0,0,0.015,2020,"No change in status",2019-03-13,20:50:52
"	007","Department of Defense",007-000100526,007-000100526,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Item Master Logistics Capability Initiative","Item Master Management will provide a central repository for logistics data for AF-used and managed items, entry point for new items of supply and interface to the Federal Catalog System and processes assistance requests.","145 - Logistics Management",2.106,9.922,21.608,2.106,0,9.922,0,21.608,0,21.608,0,0,0,0,0,0,0,"	1",0,9.922,0,2020,"No change in status",2019-03-13,20:50:52
"	007","Department of Defense",007-000100624,007-000100624,"00 - Agency Investments",,N/A,"01 - Not Applicable","	57","Air Force","01 - Mission Delivery","	20","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","WMA Corporate Management and Support Development Test and Evaluation (11)","Grouping of AFMC investments providing capability in the functional area of Warfighter Mission Area - Corporate Management and Support.  This is a duplicate of WMA CMS.","340 - Collaboration Tools",71.73,75.214,76.046,9.25,0,9.623,0,12.488,0,12.488,62.48,0,65.591,0,63.558,0,63.558,"	4",0,0,38.651,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100625,007-000100625,"00 - Agency Investments",,N/A,"01 - Not Applicable","	57","Air Force","01 - Mission Delivery","	20","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","WMA Corporate Management and Support Scientific and Technical (6)","Grouping of AFMC investments providing capability in the functional area of Warfighter Mission Area - Corporate Management and Support.  This is a duplicate of WMA CMS.","340 - Collaboration Tools",50.073,54.812,57.21,0.01,0,0.01,0,0.01,0,0.01,50.063,0,54.802,0,57.2,0,57.2,"	2",0,0,11.224,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100657,007-000100657,"00 - Agency Investments",,N/A,"04 - Procurement","	57","Air Force","02 - Administrative Services and Support Systems","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Lifecycle Management Process - Integrated Data Environment","LCMP-IDE is a Web-enabled database-driven knowledge distribution integrated data environment that supports the informational needs at all levels in areas including acquisition, modernization, and sustainment for aircraft and other weapon systems.","577 - Knowledge Distribution and Delivery",4.807,4.321,4.23,3.031,0,3.081,0,2.906,0,2.906,1.776,0,1.24,0,1.324,0,1.324,"	1",4.321,0,0,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100686,007-000100686,"00 - Agency Investments",,N/A,"04 - Procurement","	57","Air Force","02 - Administrative Services and Support Systems","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Contracting Information Technology","ICSS will be an AF-wide contracting system capable of supporting the global acquisition community built on services and utilizing a common data model. Centrally developed, deployed & managed.","143 - Goods and Services Acquisition",20.408,30.209,33.116,20.205,0,23.831,0,22.089,0,22.089,0.203,0,6.378,0,11.027,0,11.027,"	1",23.747,0,0,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100691,007-000100691,"00 - Agency Investments",,N/A,"02 - Financial Management","	57","Air Force","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Range Cost Estimating and Reporting System","The Range Cost Estimating and Reporting System (RACERS) application is designed to support Air Force Major Range financial, managerial and administrative personnel. RACERS estimate input is used for developing Wing Reimbursable budgets and funding.","101 - Budget Formulation",0,0.132,0.132,0,0,0,0,0,0,0,0,0,0.132,0,0.132,0,0.132,"	4",0,0,0.132,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100715,007-000100715,"00 - Agency Investments",,N/A,"01 - Not Applicable","	57","Air Force","01 - Mission Delivery","	15","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Intercontinental Ballistic Missile Integrated Data Environment","ICBM IDE provides direct sustaining engineering support and lifecycle management to ensure current and future accuracy, maintainability, reliability, predictability, availability, and sustainability of the ICBM strategic nuclear deterrent capability.","340 - Collaboration Tools",2.075,2.079,2.08,1.2,0,1.2,0,1.2,0,1.2,0.875,0,0.879,0,0.88,0,0.88,"	4",0,0,2.079,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100736,007-000100736,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","XOS Thunder Editing System","XOSTES is used by the US Air Force Academy Athletics Department to support the coaching of football and basketball.","016 - Higher Education",0.072,0.074,0.076,0,0,0,0,0,0,0,0.072,0,0.074,0,0.076,0,0.076,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:53
"	007","Department of Defense",007-000100751,007-000100751,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AFOTEC Badge DSX Access System","The badge system is installed to administer 400+ enrolled card holders. Each card holder file includes an image of the card holder. The system allows the capability to retrieve audit log files.","119 - Facilities, Fleet and Equipment Management",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:53
