"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Revision Date","Revision Reason",Comment,"Project ID","Area of Change","Timeframe of Investment","(Legacy) Total Cost","(Legacy) Planned Completion Date","Updated Date","Updated Time","Baseline ID"
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2016-07-26,"Correction - Metrics Only","The performance metrics actual measurements were updated, but the date of the measurements were not. Thus causing a baseline change event, the omissions have been corrected.",,Metrics,2003-2019,,,2016-08-01,21:00:19,25569
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2016-07-26,"Correction - Metrics Only","The performance metrics actual measurements were updated, but the date of the measurements were not. Thus causing a baseline change event, the omissions have been corrected.",,,2003-2019,,,2016-08-26,01:04:54,25652
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2016-10-03,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","There are changes to the current projects scope, schedule, and cost. The NSAP Mod project is being reduced to remove the scope of all remaining development and future releases. The remaining focus will be on completion of documentation regarding business process flows and requirements gathered within the first release. With the almost decrease in scope, the schedule and cost for the current project are also significantly impacted. This results in the re-baseline request justification in order to close out the current project and to establish the IPSAS project which will cover the new infrastructure and solution cost going forward.",13970,"Projects, Activities, Metrics",2003-2019,,,2016-10-13,16:22:35,25751
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2016-10-03,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","There are changes to the current projects scope, schedule, and cost. The NSAP Mod project is being reduced to remove the scope of all remaining development and future releases. The remaining focus will be on completion of documentation regarding business process flows and requirements gathered within the first release. With the almost decrease in scope, the schedule and cost for the current project are also significantly impacted. This results in the re-baseline request justification in order to close out the current project and to establish the IPSAS project which will cover the new infrastructure and solution cost going forward.",7713,"Projects, Activities",2003-2019,,,2016-12-21,18:24:51,26312
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2017-01-30,Correction,"IPSAS and NSAP O&M project lifecycle costs were entered incorrectly and were not accurate. The correct data was determined and entered.",13970,"Projects, Activities",2003-2019,,,2017-02-24,14:37:39,26550
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2017-09-13,"Replan - adding or modifying detail within the overall cost and schedule goals","The name of the project (NBARIS) was modified to SATRN. Also performance metrics descriptions and targets were updated for FY18 to include measurements more relevant to the effective functioning of the project, and to meeting the needs of the stakeholders.    .",13970,"Projects, Metrics",2003-2019,,,2017-09-14,20:24:36,27278
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2017-10-25,Correction,"Actual cost was changed by mistake.",13970,"Projects, Activities",2003-2019,,,2017-10-30,17:08:34,27465
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2017-12-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated performance metrics.",13970,"Projects, Activities, Metrics",2003-2019,,,2018-01-02,17:15:04,27792
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2017-12-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Updated performance metrics.",,Metrics,2003-2019,,,2018-01-10,16:10:57,27801
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2018-07-05,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","The original baseline was the result of 2014 Alternatives of Analysis where a replacement system and technology was recommended for the existing NSAP System. The original baseline was based off of known and estimated cost to maintain
existing system in a steady O&M state, as well as, the development of the new recommended system.     In early 2016 the acting DSAT Director, Dan Sosin, requested the project be assessed to determine failure points and gaps as to the cause. Based on provided assessment and 
recommendations, in May 2016 acting DSAT Director made the decision to terminate the existing project (NSAP Mod) and establish a new project that aligned closer to the AoA, best practices, and other recommendations that had been provided at the time.",16276,"Projects, Activities, Metrics",2003-2024,,,2018-09-14,19:50:16,28475
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2019-02-27,"Replan - adding or modifying detail within the overall cost and schedule goals","Correction to closing the NSAP O&M project. .",13971,"Projects, Activities",2003-2024,,,2019-03-06,17:13:51,29416
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2019-02-27,Correction,"Correction to closing the NSAP O&M project. .",16276,"Projects, Activities",2003-2024,,,2019-03-06,17:23:15,29418
009-000001372,261,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PHIN: BioSense",2009-09-21,"Internal - Inaccurate Baseline",,,,,417.021,2014-09-30,2009-09-21,15:04:53,150
009-000001372,261,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PHIN: BioSense",2009-10-02,"Internal - Inaccurate Baseline",,,,,169.452,2015-09-30,2009-10-02,12:22:20,254
