Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost,SDLC Methodology,Other SDLC,Release Every Six Mo,Release Every Six Mo Comment,PM Experience Level,Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Project Status,Updated Date,Updated Time
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-103","2668","P1913-103","Theater Integration","Continue integration associated with TMIP Increment 2 designs, migrate from Increment 2 Release 1 to Increment 2 Release 2 releases. The TMIP Framework (TF) shall include net-centric, non-net-centric, austere or disconnected commo on hardware in Theater and shall work with VA products and EMR systems. TMIP-J Increment 2 Block 2 (I2 R2) provides information management/information technology (IM/IT) for the Military's deployed medical business practice and includes systems and applications that support related aspects of Theater care that include medical supplies, equipment, healthcare documentation, patient visibility, and medical surveillance.","2010-10-01","2012-09-30","17.695000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2014-10-04","20:59:24"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-104","4831","P1913-104","MSAT/TMDSPHASE I","(FY13)  MSAT/TMDS development and integration effort as part of the Increment 2 Release 3 interface.","2012-09-01","2012-11-30","1.738000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","-18","-20.00","Yellow","0.732000","42.12","Red","Completed","2014-10-04","20:59:24"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-105","4833","P1913-105","MSAT/TMDS-PHASE II","(FY13)  MSAT/TMDS development and integration effort as part of the Increment 2 Release 3 interface.","2012-12-01","2013-11-30","7.201000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","-18","-4.95","Green","1.872000","26.00","Yellow","Completed","2014-10-04","20:59:24"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-106","4835","P1913-106","MSAT/TMDS-PHASE III","(FY14)  MSAT/TMDS development and integration effort as part of the Increment 2 Release 3 interface.","2013-12-01","2014-11-30","8.190000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","-18","-4.95","Green","2.798000","34.16","Red","Completed","2015-02-10","12:24:34"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-107","4837","P1913-107","TMIP CHCS CACHE - TC2","(FY13) TC2 development and integration effort as part of the Increment 2 Release 3 interface.","2012-10-01","2013-09-30","2.438000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.039000","1.60","Green","Completed","2014-10-04","20:59:24"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-108","4839","P1913-108","Theater Integration & Sustainment  PHASE I","(FY13) TMIP-J Increment 2 Release 3 (I2R3).","2012-10-01","2013-09-30","7.691000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","-36","-9.89","Green","-1.960000","-25.48","Yellow","Completed","2014-10-04","20:59:24"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-109","4841","P1913-109","Theater Integration & Sustainment  PHASE II","(FY14) TMIP-J Increment 2 Release 3 (I2R3).","2013-10-01","2014-09-30","7.943000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","-36","-9.89","Green","-1.654000","-20.82","Yellow","Completed","2014-12-12","10:35:27"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-110","6261","P1913-110","AHLTA-Theater Development and SustainmentPHASE I","FY13) TMIP-J Increment 2 Release 3 (I2R3) Development and optimization of AHLTA Theater software platform, MCC and Aeromedical Evacuation,ICD-10 Code development and transition.","2012-09-28","2013-09-30","7.872000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2014-10-04","20:59:24"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-111","6263","P1913-111","AHLTA-Theater Development & SustainmentPHASE II","(FY14) TMIP-J Increment 2 Release 3 (I2R3) Development and optimization of AHLTA Theater software platform, MCC andICD-10 Code development and transition .","2013-10-01","2014-09-30","6.998000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2014-12-12","10:35:28"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-112","9993","P1913-112","TMIP-11 TMIP CHCS CACHE - TC2 FY14","(FY14) TC2 development and integration effort as part of the Increment 2 Release 3 interface.","2013-10-01","2014-11-30","1.250000","3-Iterative (Prototyping/Incremental)","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2014-12-12","10:35:28"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-113","11903","P1913-113","TMIP-09 AHLTA-Theater Development & SustainmentPHASE III","(FY15) TMIP-J Increment 2 Release 3 (I2R3) Development and optimization of AHLTA Theater software platform, MCC andICD-10 Code development and transition.","2014-10-01","2015-09-30","7.525000","5-Mixed","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2014-12-12","10:35:28"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","P1913-114","11905","P1913-114","TMIP-10 Theater Integration & Sustainment  PHASE III","FY15) TMIP-J Increment 2 Release 3 (I2R3).","2014-11-06","2015-11-05","10.125000","5-Mixed","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2015-01-02","10:15:57"
"007-000001794","52","007","Department of Defense","STANDARD PROCUREMENT SYSTEM","P1794-101","2662","P1794-101","Service Release 14","Service Release14 provides technology refresh and application updates to the Standard Procurement System including support for:-  Unit price changes when exchange rate is changed in a CLIN (Phase 2)-  ACRN Renumbering when using the Attach Function -  Windows Vista/7-  Microsoft Server 2008 OS/PD2 Client Compatibility -  webMethods Ver. 8 -  Lock CLIN Numbering in Award Modification -  EDA IDX File (ACO Mods) -  DFARS 204.7104-1 -  Adapter Award Data Elements for SF 1449.","2011-05-31","2012-03-29","1.415000","2-Spiral","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","-217","-71.62","Red","0.000000","0.00","Green","Completed","2014-10-04","19:58:46"
"007-000001794","52","007","Department of Defense","STANDARD PROCUREMENT SYSTEM","P1794-103","2663","P1794-103","Product Sustainment 2012","Develop, test and deploy critical fixes, technology refreshes and IA upgrades of post service releases based on identified user requirements and policy/regulation changes. This capability is anticipated to continue for the SPS program while in its sustainment mode thereby being responsive to the performance needs of its 27,000 users world-wide.","2012-01-01","2012-12-31","2.595000","2-Spiral","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","2.595000","100.00","Red","Completed","2014-10-06","11:36:28"
"007-000001794","52","007","Department of Defense","STANDARD PROCUREMENT SYSTEM","P1794-108","10729","P1794-108","Service Release 17","Service Release 17 will provide technology and policy updates to the Standard Procurement System.  Requirements definition and determination will commence in October 2014.","2014-10-14","2017-10-15","1.400000","2-Spiral","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2014-10-04","19:58:46"
"007-000001794","52","007","Department of Defense","STANDARD PROCUREMENT SYSTEM","P1794-106","10731","P1794-106","FY14 Maintenance of the Standard Procurement System (SPS)","Provide support and planning for the maintenance and sustainment of the SPS solution.  SPS Programmatic SupportFPDS-NG Integration and CCR/SAM Maintenance Clause Maintenance and Standard Data Maintenance Technical Refresh and Technical Enhancements STIGS & IAVA Support PDS Maintenance.","2013-08-01","2014-07-31","2.700000","2-Spiral","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Completed","2014-10-04","19:58:46"
"007-000001794","52","007","Department of Defense","STANDARD PROCUREMENT SYSTEM","P1794-107","10733","P1794-107","FY15 Maintenance of the Standard Procurement System (SPS)","Provide support and planning for the maintenance and sustainment of the SPS solution.  SPS Programmatic SupportFPDS-NG Integration and CCR/SAM Maintenance Clause Maintenance and Standard Data Maintenance Technical Refresh and Technical Enhancements STIGS & IAVA Support PDS Maintenance.","2014-08-01","2015-07-31","2.900000","2-Spiral","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","365","100.27","Red","0.400000","14.29","Yellow","Completed","2014-10-04","19:58:46"
"007-000001794","52","007","Department of Defense","STANDARD PROCUREMENT SYSTEM","P1794-105","10735","P1794-105","Service Release 16","Service Release 16 provides technology and policy updates to the Standard Procurement System including support for the following approved changes:Support for webMethods 9IE10 CertificationWindows Server 2012 SupportWindows 8.1 SupportSolaris 11 (Revised)Sustainment Fixes (8)PR Obligation Change AmountDocument Generation (4 ECPs)KO SignatureVM Supportproc_objects parent_obj_id fixCorrect BPA Call Local Info DefectLine Item Copy in Modification DocumentsOMB mandated IPv6 Rollover Support (Revised)MCM Release CapabilityGlobal Change Line SelectionEmail Notifications from SPSTectia v6.4 SupportLead Time Events and No ChargeIUIDVendor As Ship-ToDoD SLOAINFOSLINs - Enforcing DFARS 204.7104-1(a)PIID Changes Option 1.","2014-02-14","2015-05-13","3.900000","2-Spiral","","no","Delivers production releases in accordance with the approved aquisition strategy","1-FAC-P/PM(DAWIA-3)- Senior","286","63.13","Red","1.000000","25.64","Yellow","Completed","2014-10-04","19:58:46"
