Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21350","","Awarded","1344","DOC50PAPT0801026","DOC50PAPT0801026","1344","No","","","","","","","","","","","","","2011-09-16 14:58:12",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21351","","Awarded","1344","DOC50PAPT0801027","DOC50PAPT0801027","1344","No","","","","","","","","","","","","","2011-09-16 14:58:12",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21352","","Awarded","1344","DOC50PAPT0801028","DOC50PAPT0801028","1344","No","","","","","","","","","","","","","2012-02-28 15:51:44",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21353","","Awarded","1344","DOC50PAPT0901016","DOC50PAPT0901016","1344","No","","","","","","","","","","","","","2011-09-16 14:58:12",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21354","","Awarded","1344","DOC50PAPT0901027","DOC50PAPT0901027","1344","No","","","","","","","","","","","","","2011-09-16 14:58:12",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21355","","Awarded","1344","DOC50PAPT1100006","DOC50PAPT1100006","1344","No","","","","","","","","","","","","","2011-09-16 14:58:12",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","21356","","Awarded","1344","DOC50PAPT1100007","DOC50PAPT1100007","1344","No","","","","","","","","","","","","","2011-09-16 14:58:12",""
"006-000801100","928","006","Department of Commerce","USPTO Network and Security Infrastructure","23859","","Awarded","1344","DOC46PAPT0903003","DOC50PAPT0701039","1344","Yes","RED RIVER COMPUTER COMPANY INCORPORATED","PROC0900012","28.522616","Firm Fixed Price","","12/30/2008","12/29/2013","Y","PTONet 3 - See Attachments Section C - Statement of Work - Attachment 1 Ordering Information - Attachment 2","43239","1344","0","2012-03-28 12:00:49","2012-03-28 12:00:49"
"006-000310200","708","006","Department of Commerce","NOAA/NWS/ Next Generation Weather Radar (NEXRAD-PI) System Product Improvement","20867","","Awarded","4732","GS07T00BGD0031:GST0707BG0202","","","No","","","","","","","","","","","","","2012-08-16 10:46:45",""
"006-000380200","710","006","Department of Commerce","NOAA/OCIO/ NOAA Grants On-line","25447","","Awarded","","DG133W-10-CQ-0027 T0008","","","No","","","","","","","","","","","","","2012-08-16 14:01:12",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22344","CID-0049-1001","Awarded","9700","0002","W81XWH08D0038","9700","No","","","","","","","","","","","","","2011-10-24 08:40:55",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22345","CID-0049-1002","Awarded","4730","W81XWH07F0626","GS10F0065N","4730","No","","","","","","","","","","","","","2011-10-24 08:40:55",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22346","CID-0049-1008","Awarded","9700","HT001111F0042","HHSN263999900025I","9700","No","","","","","","","","","","","","","2012-03-05 12:45:42",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22347","CID-0049-1011","Awarded","9700","0010","W81XWH08D0028","9700","No","","","","","","","","","","","","","2011-10-24 08:40:55",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22348","CID-0049-1012","Awarded","9700","0008","DW81XWH-08-D-0028","9700","No","","","","","","","","","","","","","2011-10-24 08:40:55",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22349","CID-0049-1014","Awarded","4730","W81XWH10F0600","GS-35F-0478J","4730","No","","","","","","","","","","","","","2011-10-24 08:40:55",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22350","CID-0049-1015","Awarded","4730","GST0311DDS8011","GS00Q09BGD0048","4730","No","","","","","","","","","","","","","2012-03-05 12:45:42",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22351","CID-0049-1016","Awarded","9700","0018","W81XWH-08-D-0024","9700","No","","","","","","","","","","","","","2012-03-05 12:45:42",""
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","22352","CID-0049-1017","Awarded","9700","0023","W81XWH08D0028","9700","No","","","","","","","","","","","","","2012-03-05 12:45:42",""
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22353","CID-0057-1003","Awarded","","N0003900D2102","","","Yes","BAE SYSTEMS AEROSPACE INC-CNI","","","Firm Fixed Price","","06/19/2000","","N","","42558","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22353","CID-0057-1003","Awarded","","N0003900D2102","","","Yes","BAE SYSTEMS AEROSPACE INC-CNI","","","Firm Fixed Price","","06/19/2000","","N","","42559","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22354","CID-0057-1004","Awarded","","N0003910D0031","","","Yes","DATA LINK SOLUTIONS L.L.C.","N0003910R0011","","Order Dependent (IDV only)","","03/04/2010","","Y","Multifunctional Information Distribution System Low Volume Terminal (MIDS LVT)","42560","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22354","CID-0057-1004","Awarded","","N0003910D0031","","","Yes","DATA LINK SOLUTIONS L.L.C.","N0003910R0011","","Order Dependent (IDV only)","","03/04/2010","","Y","Multifunctional Information Distribution System Low Volume Terminal (MIDS LVT)","42561","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22355","CID-0057-1005","Awarded","","N0003910D0032","","","Yes","VIASAT, INC.","N0003910R0011","","Order Dependent (IDV only)","","03/04/2010","","Y","Multifunctional Information Distribution System Low Volume Terminal (MIDS LVT)","42562","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22355","CID-0057-1005","Awarded","","N0003910D0032","","","Yes","VIASAT, INC.","N0003910R0011","","Order Dependent (IDV only)","","03/04/2010","","Y","Multifunctional Information Distribution System Low Volume Terminal (MIDS LVT)","42563","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22356","CID-0057-1006","Awarded","","N0003910D0060","","","Yes","BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I","N0003910R0060","","Order Dependent (IDV only)","","09/16/2010","","N","IDIQ FOR MIDS-LVT SE&I","42564","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000057","17","007","Department of Defense","MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM","22356","CID-0057-1006","Awarded","","N0003910D0060","","","Yes","BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I","N0003910R0060","","Order Dependent (IDV only)","","09/16/2010","","N","IDIQ FOR MIDS-LVT SE&I","42565","9700","","2011-10-24 14:09:23","2012-03-13 11:27:53"
"007-000000155","14","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM - MARINE CORPS","22357","CID-0155-1001","Awarded","","M6785404D4900","","","Yes","ORACLE CORPORATION","","","Firm Fixed Price","","08/25/2004","","Y","200411!007000!1700!F9999 !MARINE CORPS SYSTEMS COMMAND    !M6785404D4900  !A!N! !Y!0001         !      !20040825!20040925!044419237!044419237!144709193!N!ORACLE CORPORATION            !1910 ORACLE WAY           !RESTON              !VA!20190!66672!059!51!Reston              !Fairfax               !Virginia  !+000000086250!N!N!000000000000!D302!ADP Systems Development Services                  !C9E!ALL OTHER SUPPLIES AND EQUIPMENT    !000 !*                             !541512!E! !5!B!M! !C! !99990909!B!F!N!N!Z!A!U!J!1!001!B!  !Z!N!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!B!N! ! ! ! !    !      !0001! !","42566","9700","","2012-03-13 11:27:59","2012-03-13 11:27:59"
"007-000000155","14","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM - MARINE CORPS","22357","CID-0155-1001","Awarded","","M6785404D4900","","","Yes","ORACLE CORPORATION","","","Firm Fixed Price","","08/25/2004","","Y","200411!007000!1700!F9999 !MARINE CORPS SYSTEMS COMMAND    !M6785404D4900  !A!N! !Y!0001         !      !20040825!20040925!044419237!044419237!144709193!N!ORACLE CORPORATION            !1910 ORACLE WAY           !RESTON              !VA!20190!66672!059!51!Reston              !Fairfax               !Virginia  !+000000086250!N!N!000000000000!D302!ADP Systems Development Services                  !C9E!ALL OTHER SUPPLIES AND EQUIPMENT    !000 !*                             !541512!E! !5!B!M! !C! !99990909!B!F!N!N!Z!A!U!J!1!001!B!  !Z!N!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!B!N! ! ! ! !    !      !0001! !","42567","9700","","2012-03-13 11:27:59","2012-03-13 11:27:59"
"007-000000155","14","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM - MARINE CORPS","22358","CID-0155-1002","Awarded","","M6785404F4912","","","No","","","","","","","","","","","","","2011-10-24 14:11:14",""
"007-000000155","14","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM - MARINE CORPS","22359","CID-0155-1004","Awarded","","Internal","","","No","","","","","","","","","","","","","2011-10-24 14:11:14",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22890","CID-0178-1001","Awarded","4730","FA877006F8001","GS35F4692G","4730","No","","","","","","","","","","","","","2011-10-25 13:01:08",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22891","CID-0178-1002","Awarded","","FA701409D0005","","","Yes","KEARNEY & COMPANY, P.C","","","Firm Fixed Price","","02/24/2009","","Y","Advisory and Assistance Services","42572","9700","","2011-10-25 13:01:08","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22892","CID-0178-1003","Awarded","4730","FA445211F0003","GS35F5202H","4730","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22893","CID-0178-1004","Awarded","4730","5TS57070188","GS35F0606L","4730","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22894","CID-0178-1006","Awarded","4730","HC102811F0161","GS35F0009T","4730","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22895","CID-0178-1012","Awarded","","FA445210F0006","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22896","CID-0178-1015","Awarded","","FA872107D00041010","","","No","","","","","","","","","","","","","2012-03-13 11:30:46",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22897","CID-0178-1016","Awarded","","FA872107D0015","","","Yes","JACOBS TECHNOLOGY INCORPORATED","","","Labor Hours","","05/21/2007","","Y","ETASS Basic","42568","9700","","2012-03-13 11:30:46","2012-03-13 11:30:46"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22898","CID-0178-1017","Awarded","","FA877009C0064","","","Yes","RYAN CONSULTING GROUP, INC.","","2.532440","Cost No Fee","","09/30/2009","01/31/2012","N","DEAMS IV&V","42570","9700","1","2012-03-13 11:30:47","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22898","CID-0178-1017","Awarded","","FA877009C0064","","","Yes","RYAN CONSULTING GROUP, INC.","","2.532440","Labor Hours","","09/30/2009","01/31/2012","N","DEAMS IV&V","42571","9700","12","2012-03-13 11:30:47","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22899","CID-0178-1018","Awarded","","FA877104D0003","","","Yes","MULTIMAX INC","","","Firm Fixed Price","","10/01/2003","","Y","Migrated Data Value Unknown","42569","9700","","2012-03-13 11:30:46","2012-03-13 11:30:46"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22900","CID-0178-1019","Awarded","4730","5TP57080304B","GS10F0140R","4730","No","","","","","","","","","","","","","2011-10-25 13:01:08",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22901","CID-0178-1020","Awarded","4730","5TP57100252","GS23F0092J","4730","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22902","CID-0178-1021","Awarded","9700","GST0509BM0128","5TP57090142","9700","No","","","","","","","","","","","","","2012-03-13 11:30:46",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22903","CID-0178-1022","Awarded","9700","GST0509BM0035","5TP57090112","9700","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22904","CID-0178-1024","Awarded","","FA440711F6018","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22905","CID-0178-1025","Awarded","","FA440711F6018","","","No","","","","","","","","","","","","","2011-10-25 13:01:09",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","22906","CID-0178-1027","Awarded","4730","5TP57080304B","GS10F0140R","4730","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23715","CID-0178-1030","Awarded","","FA877210F0001","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23716","CID-0178-1029","Awarded","","FA872111D0001","","","Yes","TECOLOTE RESEARCH, INC.","","","Cost Plus Fixed Fee","","08/10/2011","","Y","SCS IV CONTRACT","42573","9700","","2012-03-13 11:30:47","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23717","CID-0178-1031","Awarded","","FA877104D007","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23718","CID-0178-1034","Awarded","","FA440712F6027","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23719","CID-0178-1035","Awarded","","HC102811F0161","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23720","CID-0178-1028","Awarded","","FA872112C0001","","","Yes","THE MITRE CORPORATION","","69.330461","Cost No Fee","","10/01/2011","09/30/2012","N","EXERCISE OF OPTION YEAR 3 FOR CONTRACT FA8721-09-C-0002","42574","9700","1","2012-03-13 11:30:47","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23720","CID-0178-1028","Awarded","","FA872112C0001","","","Yes","THE MITRE CORPORATION","","69.330461","Cost No Fee","","10/01/2011","09/30/2012","N","EXERCISE OF OPTION YEAR 3 FOR CONTRACT FA8721-09-C-0002","42575","9700","16","2012-03-13 11:30:47","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23720","CID-0178-1028","Awarded","","FA872112C0001","","","Yes","THE MITRE CORPORATION","","69.330461","Cost No Fee","","10/01/2011","09/30/2012","N","EXERCISE OF OPTION YEAR 3 FOR CONTRACT FA8721-09-C-0002","42576","9700","14","2012-03-13 11:30:47","2012-03-13 11:30:47"
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23721","CID-0178-1032","Awarded","","FA877111F0052","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23722","CID-0178-1033","Awarded","","FA877111F0003","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
"007-000000178","15","007","Department of Defense","DEFENSE ENTERPRISE ACCOUNTING AND MANAGEMENT SYSTEM","23723","CID-0178-1040","Awarded","","N0003311D65050014","","","No","","","","","","","","","","","","","2012-03-13 11:30:47",""
