Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Baseline,Target for PY,Actual for PY,Target for CY,Measurement Condition,Reporting Frequency,Most Recent Actual Results,Actuals have Met/Not Met Target,Comment,Updated Date,Updated Time
"018-000001070","821","018","Department of Education","Contracts and Purchasing Support System (CPSS)","2685","","Accuracy of transactions sent to financial system with correct Transaction Code","Percentage","214-Technology - Information and Data","98.000000","98.000000","98.000000","98.000000","Over target","Semi-Annual","98.000000","Met","","08/23/2012","07:30:02"
"018-000001070","821","018","Department of Education","Contracts and Purchasing Support System (CPSS)","2686","","Federal and Education Acquisition Regulations (FAR and EDAR) clauses are updated within 30 days of receipt from vendor","Percentage","113-Customer Results - Timeliness and Responsiveness","95.000000","95.000000","95.000000","95.000000","Over target","Semi-Annual","95.000000","Met","","08/23/2012","07:30:02"
"018-000001070","821","018","Department of Education","Contracts and Purchasing Support System (CPSS)","2687","","Purchase Card data transactions are correctly imported from purchase card vendor","Percentage","214-Technology - Information and Data","98.000000","98.000000","99.000000","98.000000","Over target","Semi-Annual","99.000000","Met","New PY performance goal","08/23/2012","07:30:02"
"018-000001090","822","018","Department of Education","Virtual Data Center (VDC)","2336","","Critical Processing:  All Production Processing will complete in the applications prescribed execution windows.","All Production Processing Apps","103-Mission and Business Results - Management of Government Resources","100.000000","100.000000","100.000000","100.000000","Over target","Monthly","100.000000","Met","This value has been updated to reflect the results as of June/12.  We are projecting an update to these metrics approximately late Aug/12.","08/23/2012","07:30:02"
"018-000001090","822","018","Department of Education","Virtual Data Center (VDC)","2337","","Mainframe Availability:  % of time a mainframe production region is available.","Percentage of Mainframe Availability","215-Technology - Reliability and Availability","100.000000","100.000000","100.000000","100.000000","Over target","Monthly","100.000000","Met","This value has been updated to reflect the results as of June/12.  We are projecting an update to these metrics approximately late Aug/12.","08/23/2012","07:30:02"
"018-000001090","822","018","Department of Education","Virtual Data Center (VDC)","2338","","Non Mainframe Server Availability:  % of time servers are available for processing during required hours of operation.","Non-Mainframe Server Availability","215-Technology - Reliability and Availability","99.980000","99.980000","100.000000","99.980000","Over target","Monthly","100.000000","Met","This value has been updated to reflect the results as of June/12.  We are projecting an update to these metrics approximately late Aug/12.","08/23/2012","07:30:02"
"018-000001090","822","018","Department of Education","Virtual Data Center (VDC)","2339","","Customer Satisfaction:  Satisfaction level defined per the Customer Satisfaction Survey (Scoring of a 3.7 or greater on a rating scale of 1-5; 1 being equivalent to a Unsatisfactory and 5 being a Outstanding rating.)","Percentage of response results","111-Customer Results - Customer Benefit","3.000000","3.000000","3.000000","3.000000","Over target","Semi-Annual","3.000000","Met","This value has been updated to reflect the results as of Feb/12. The next update will be provided in Jan/2013.","08/23/2012","07:30:02"
"018-000001090","822","018","Department of Education","Virtual Data Center (VDC)","2340","","Firewall Availability:  Percentage that firewalls are available.","Outage information","215-Technology - Reliability and Availability","99.950000","99.950000","100.000000","99.950000","Over target","Monthly","100.000000","Met","This value has been updated to reflect the results as of June/12.  We are projecting an update to these metrics approximately late Aug/12.","08/23/2012","07:30:02"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","2755","","Customer Service Quality - Increase the percentage of customers rate their experience on the survey score as 4 out of 5 or higher to 90% (1 being the lowest and 5 being the highest)","Percentage","111-Customer Results - Customer Benefit","80.000000","90.000000","90.000000","90.000000","Over target","Monthly","100.000000","Met","","08/24/2012","14:08:18"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","2756","","Student Website Utilization - Increase in the the number of user sessions of NSLDS student site by a margin of 10%.","Number","216-Technology - Effectiveness","3475243.000000","3822767.000000","6389021.000000","7027923.000000","Over target","Monthly","287774.000000","Not Met","","08/24/2012","14:08:18"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","2757","","Data Provider Edit Passage - Maintain the overall edit passage rate from data providers at 95% for the most recently completed calendar year.","Percentage","214-Technology - Information and Data","95.000000","95.000000","98.000000","98.000000","Over target","Monthly","98.940000","Met","","08/24/2012","14:08:18"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","2758","","Meeting development requirements - Meet 95% of all requirements listed on the requirements traceability matrix after testing.","Percentage","212-Technology - Quality Assurance","95.000000","0.000000","0.000000","95.000000","Over target","Monthly","100.000000","Met","","08/24/2012","14:08:18"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","2759","","Support Delivery of Services - Increase the identification of ineligible applicants during pre-screening and post-screening by .5% for the most recent completed Award Year Cycle.","Percentage","103-Mission and Business Results - Management of Government Resources","0.500000","0.000000","0.000000","0.500000","Over target","Semi-Annual","","","Reported on the annual report October 31, 2012","08/24/2012","14:08:18"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2726","","Percentage of web availability of FAFSA on the web excluding scheduled outages","Percentage","216-Technology - Effectiveness","99.500000","99.500000","99.900000","99.500000","Over target","Monthly","99.900000","Met","Met metric for July 2012","08/21/2012","19:43:50"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2727","","FAFSA IVRU survey results","Percentage","114-Customer Results - Service Quality","70.000000","80.000000","85.000000","80.000000","Over target","Monthly","80.000000","Met","Met metric for July 2012","08/21/2012","19:43:50"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2728","","Number of student aid applications submitted electronically","Percentage","213-Technology - Efficiency","85.000000","85.000000","99.000000","86.000000","Over target","Monthly","99.000000","Met","Met metric for July 2012","08/21/2012","19:43:50"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2729","","Audit findings","Items","201-Process and Activities - Financial","0.000000","0.000000","4.000000","0.000000","Under target","Semi-Annual","0.000000","Met","No outstanding audit findings as of June 2012","08/21/2012","19:43:50"
