"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Other SDLC","Release Every Six Mo","Release Every Six Mo Comment","PM Experience Level","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
009-999991400,330,"	009","Department of Health and Human Services","Federal Health Architecture","	288883",2197,"	288883","Federal Health Architecture Implementation","In 2004, the Federal Health Architecture (FHA) Program was established as an OMB line of business (LoB) to support Federal activities related to the development and adoption of Health IT standards, ensuring that agencies seamlessly and securely exchange health data with other agencies, other government entities, and with other public and private organizations. In 2006, Executive Order 13410 required healthcare programs administered or sponsored by the Federal government to promote quality and efficient delivery through the use of health information technology. HHS was tasked with developing a program to assist agencies to meet EO 13410 and monitor their progress. Subsequently, the Office of the National Coordinator for Health Information Technology (ONC) was established.  
 
The FHA is a partnership among Federal Agencies and the OMB, and managed by ONC with HHS, acting as the Managing Partner, along with the Department of Defense and the Department of Veterans Affairs, acting as Lead Partners, provides funding for the program. These agencies collaborate to advance health information interoperability between Federal Agencies, and between agencies and the tribal, state, local and private sectors. 
 
Through the FHA program, Federal Agencies have joined together to rapidly and efficiently implement government-wide solutions for interoperable and secure health information exchange that address agency business priorities, while protecting citizen privacy. FHA serves the needs of more than 20 Federal Agencies in domains as diverse as military and veterans' healthcare, public health monitoring, long-term care and disability services, research, tribal health services and many other critical Federal priorities.",2004-04-30,2018-09-30,74.574,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-338,-23.15,Yellow,0.747,2.04,Green,In-progress,03/31/2016,12:21:19
009-000001397,332,"	009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","	342648",12425,"	342648","UFMS Release 12 (R12) Assessment and Upgrade Project","The UFMS investment consists of the operations and maintenance of the existing UFMS system and projects to enhance the UFMS system including Oracle R12 upgrade assessment and the R12 upgrade (implementation).  This investment is part of HHS' broader Financial System Improvement Program (FSIP) and supports its Goal 2: Maintain a Secure, Reliable and Efficient Systems Environment.  In addition it supports the objectives of the HHS Chief Financial Officer community and HHS strategic plan. 
 
Oracle's E-Business Suite environment will become obsolete in December 2015 when Oracle's exception to the extended support ends.  At that point HHS will stop receiving quarterly patches for UFMS which may impact the security, reliability and availability of these systems and leave the system vulnerable.  The latest version of Oracle Federal Financials (R12) also provides significant functional enhancements that will strengthen HHS' compliance with Federal Financial Management Improvement Act (FFMIA).  HHS seeks to upgrade UFMS to version R12 in a managed federal cloud/hosting environment through this investment.",2014-01-06,2016-04-15,76.531,"7 - Not Primarily a Software Development Project",,n/a,,"1 - FAC-P/PM(DAWIA-3)- Senior",-14,-1.69,Green,5.776,7.96,Green,In-progress,07/27/2016,05:27:22
009-000001397,332,"	009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","	342649",12427,"	342649","Accounting Treatment Manual (ATM) Project","To develop a standard Accounting Treatment Manual.",2014-01-02,2014-04-30,1.547,"7 - Not Primarily a Software Development Project",,n/a,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,07/27/2016,05:27:22
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328295",7573,"	328295","EHB - Security Update","This project will enhance EHBs security features to streamline and centralize the user registration process, enable PIV card login, and broaden user roles to accommodate policy changes related to sub-grantees.",2013-10-01,2014-09-29,0.416,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-152,-41.87,Red,0,0,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328303",7579,"	328303","EHB - Streamlining Release 3","This project will continue to implement the back log of user interface enhancements.",2013-09-30,2014-09-29,0.83,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.006,0.72,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328305",7583,"	328305","EHB - Enterprise UI","This project will gather requirements, design, develop, and deploy UI functionality.",2014-10-01,2015-09-30,0.5,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",31,8.52,Green,0.069,38.76,Red,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328307",7587,"	328307","EHB - Financial Integrity/A-133 Audit Functionality in EHBs, phase II","The integration of the ORO PII staff with OFAM has broadened the scope and responsibility of DFI.  This increased DFI role brings with it the need to further refine EHBs to allow DFI staff to better capture and report on PII data in EHBs.",2013-09-27,2014-09-26,0.2,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-35,-10.64,Yellow,0,0,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328310",7593,"	328310","EHB - Application Status, phase II","In keeping with Presidential directive, HRSA is piloting a way for applicants to obtain the status of their HRSA grant applicant as it proceeds through the HRSA review process.",2013-09-30,2014-09-29,0.12,"1 - Waterfall",,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.001,-0.83,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328312",7597,"	328312","EHB - SF429 Updates","Complete the integration of the SF429 set of property forms into EHBs and the corresponding EHBs workflow.",2013-09-30,2014-09-29,0.14,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.004,2.86,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	328354",7601,"	328354","EHB - Site Visit module, Enterprise Release III","This project will expand the site visit module by including new functions that were not completed in earlier releases like planning, DFI and ORO site visits, creating report templates, PO monitoring capability, integration with TATs.",2013-09-30,2014-09-29,1.2,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-62,-17.08,Yellow,-0.003,-0.25,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	331894",10087,"	331894","EHB - PET Release 3","This project will provide a repository to store records of pertinent property data and associated documents for each grant used to purchase property.  It will provide visibility of that property throughout its useful life and will aid in complying with OMB's property reporting requirements.",2013-09-27,2014-09-26,0.3,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-32,-8.79,Green,0.002,0.67,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	331901",10089,"	331901","EHB - Single Tier","This project will eliminate the second-tier application for the 10 percent of HRSA applicants such that all application material can be received through Grants.gov and thereby decrease the burden on grantees.",2013-09-27,2014-09-26,0.235,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-35,-10.64,Yellow,0.001,0.43,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	331908",10091,"	331908","EHB - Subaccounting & System Changes Release 2","This project will continue efforts to implement sub-accounting functionality with EHB modules.",2013-09-30,2014-09-29,0.11,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-2,-0.61,Green,0.005,4.55,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	332542",10093,"	332542","EHB - Project Officer Tools, Phase III","This project will enhance existing tools for Project Officers to meet their grant monitoring requirements.",2014-10-01,2015-03-31,0.1,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",15,8.29,Green,0.092,92,Red,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341147",11155,"	341147","EHB - OFAM - DGMO Dashboard 2015","OFAM requires some additional Dashboard capability in EHBs that will allow more efficient monitoring, measuring, and control of the award process.",2014-09-27,2015-09-26,0.1,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",10,2.75,Green,-0.001,-1.03,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341156",11157,"	341156","EHB - OFAM - DFI Version 3 - 2015","This project will enhance the EHB ability to record and track Financial Assessments, audits, and the workflow surrounding those activites.",2014-09-17,2015-09-29,0.29,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",13,3.45,Green,0.003,1.04,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341169",11159,"	341169","EHB - OFAM - Interfaces - 2015","Grants.gov, GrantsSolution, and SAM.gov are  planning to update various application forms and processes.  EHBs will need to be modified to continue to receive these application forms via the system-to-system interface.",2014-09-17,2015-09-27,0.14,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",11,2.93,Green,0.004,2.88,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341173",11161,"	341173","EHB - OFAM - Single Tier - FY2015","This project will eliminate the second-tier application for the 10 percent of HRSA applicants such that all application material can be received through Grants.gov and thereby decrease the burden on grantees.",2014-09-27,2015-09-26,0.25,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",9,2.47,Green,0.001,0.4,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341189",11163,"	341189","EHB - OFAM - Interfaces - 2016","Grants.gov, GrantsSolution, and SAM.gov are planning to update various application forms and processes. EHBs will need to be modified to continue to receive these application forms via the system-to-system interface.",2015-09-28,2016-09-27,0.15,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341212",11165,"	341212","EHB - Enterprise UI - 2015","This project will gather requirements, design, develop, and deploy UI functionality.",2014-09-29,2015-09-28,0.5,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",18,4.95,Green,-0.004,-1.07,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341219",11167,"	341219","EHB - Enterprise Site Visit Module - 2015","This project will expand the site visit module by including new functions that were not completed in earlier releases like planning, DFI and ORO site visits, creating report templates, PO monitoring capability, integration with TATs.",2014-09-30,2015-09-29,0.705,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",14,3.85,Green,0.005,0.72,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341253",11169,"	341253","EHB - Mobility - 2015","Gather initial requirements to mobilize EHBs.",2014-09-29,2015-09-29,0.3,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.004,1.33,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	341292",11173,"	341292","EHB - Enterprise UI - 2016","This project will gather requirements, design, develop, and deploy UI functionality.",2015-09-29,2016-09-28,0.5,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	350118",12803,"	350118","EHB - OFAM Reports - FY 2015","To provide Program and techical management of OFAM Reports and development and deployment of upgraded OFAM reports to the new UI.",2014-09-18,2015-09-17,0.094,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.003,3.19,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	350186",12805,"	350186","EHB - OFAM Operational Updates - FY 2015","The purpose of this project is to manage and support OFAM Operational updates.",2014-09-17,2015-09-26,0.159,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",9,2.41,Green,0.002,1.26,Green,Completed,08/26/2016,01:09:32
009-000000706,333,"	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","	353118",13623,"	353118","EHB - Grants.Gov Application Processing - 2016","To implement database configuration to support adding and updating to the application package.",2015-08-17,2016-08-16,0.074,"3 - Iterative (Prototyping/Incremental)",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",4,2.15,Green,0,0,Green,Completed,08/26/2016,01:09:32
