"Unique Investment Identifier","Business Case Id","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
024-000000594,1235,"	024","Department of Homeland Security","DHS - CIO - Enterprise License Agreements (ELA)",0,0,0,0,0,0,0,0,0,0,0,0,97.236,145.605,147.86,79.93,9.887,0,0,0,0,0,0,0,58.699,49.467,68,50
024-000001066,1237,"	024","Department of Homeland Security","DHS - DMO-HSPD-12",0,0,0,0,0,0,0,0,0,0,0,0,19.553,28.005,21.432,20.239,2.07,0.035,0.036,0,0,0,0,0,5.964,-1.603,27,-7
024-000000593,1239,"	024","Department of Homeland Security","DHS - CIO - National Capital Region Infrastructure Operations (NCRIO)",0,0,0,0,0,0,0,0,0,0,0,0,152.241,141.825,141.204,142.334,0.495,0,0,0,0,0,0,0,-5.801,-4.346,-4,-3
024-000001025,1243,"	024","Department of Homeland Security","DHS - Technology Integration Program (TIP)",0,0,0,0,178.393,12.874,46.911,52.153,0,0,0,0,10.478,8.676,31.499,35.02,0,0,0,0,0,0,0,0,-10.299,78.41,-32,0
024-000009567,1245,"	024","Department of Homeland Security","NPPD - Infrastructure Protection Gateway (IPG)",2.477,0,0,0,49.351,0,0,0,0,0,0,0,29.49,11.318,13.737,9.557,31.649,6.867,5.831,6.74,253,42,41,49,0,2.509,0,15
024-000000030,1247,"	024","Department of Homeland Security","DHS - CIO - Identity Credential and Access Management (ICAM)",0,0,0,0,0,0,4,2,0,0,0,0,14.069,4.567,7.402,12.401,3.879,1.696,1.409,1.696,27,11,10,10,0.234,-9.422,4,-42
024-000009537,1251,"	024","Department of Homeland Security","NPPD - FPS TACCOM Equipment and Support",0,0,0,0,6.4,0,5,5,0,0,0,0,114.424,8.253,8.394,9.386,3.736,0.425,0.434,0.442,44,5,5,5,0,5,0,57
005-000002335,1263,"	005","Department of Agriculture","DM-OCIO-USDA Security Operations Center (SOC)",0,0,1.093,0,82.377,2.485,0.365,11.625,16.258,0,0,0,15.045,14.903,17.981,15.15,7.923,9.237,7.541,10.224,92,55,60,97,0.2,-5.266,0.757,-16.331
018-000000076,1267,"	018","Department of Education","OPE Integrated Data Collection and Performance Reporting System (OPEIDC)",0,0.024091,0,0,1.619,0.616293,0.653,0.353,0.086,0.311,0.086,0.086,0.983,1.259126,1.392,1.392,0.343,0.15,0.129,0.129,9,2,2,2,0.59551,0.421,33.7,22.9
015-000000432,1269,"	015","Department of the Treasury","Order Management System II (OMS-II)",0.379702,0,0,0,58.090326,2.5,0,0,3.317669,0,0,0,0,48.615318,50.923892,61.757376,0,0.9785,1.007855,1.038091,20,10,10,10,0,0,0,0
015-999991100,1271,"	015","Department of the Treasury","Financial Management Line of Business (FMLOB)",12.218766,0,0,0,0,0,0,0,0,0.852908,0,0,0,3.13928,3.13928,3.13928,0,0.852908,2.786823,3.207943,0,11.21,12.47,13.02,0,0,0,0
024-000000650,1273,"	024","Department of Homeland Security","DHS - Mount Weather Information Technology Services",0,0,0,0,15.5,0,0,0,0,0,0,0,2.5,20.9,11.5,2,0,0,0,0,0,0,0,0,0.038,0,0,0
009-000316812,1275,"	009","Department of Health and Human Services","CMS Innovation Core Systems",0,0,0,0,63.302,40.575,34.858,33.751,4.875,1.534,1.448,1.47,29.224,15.779,16.404,15.164,0.874,0.596,0.682,0.66,40,15,15,15,-5.635,-3.95,-8.788,-6.888
009-000314820,1277,"	009","Department of Health and Human Services","CMS Advanced Provider Screening (Formerly Automated Provider Screening)",0,0,0,0,21.192,7.569,9.828,0,0.852,0.278,0.408,0,29.796,19.464,14.143,20.008,0.99,0.716,0.586,0.994,7,7,7,7,12.575,5.008,81.381,25.094
024-000007128,1279,"	024","Department of Homeland Security","FEMA - NFIP IT Phoenix",17.914,21.095,22.338,20.321,1.483,0,0,0,2.084,0,0,0,0,0,0,0,0,0,0,0,4,2,4,12,15.198,9.567,258,75
024-000009571,1281,"	024","Department of Homeland Security","NPPD - Continuous Diagnostics and Mitigation (CDM)",161.623,28.972,27.464,82.521,546.753,172.991,69.971,184.45,4.23,2.108,4.15,6.032,0,0,1.074,1.798,0,0,0,0,30,12,28,39,61.438,0,43,0
027-000000082,1283,"	027","Office of Personnel Management","Multi-State Plan Program (MSPP)",0.822,1.95,1.9,2,4.379,1,0.151,0.151,0.397,0,0,0,0.1,0.927,1.93,1.985,0.926,0.379,0.379,0.62,14,6,6,6,4.256,4.36,0,0
021-996986500,1287,"	021","Department of Transportation","FAAXX808: NextGen R&D Portfolio",864.8,49.4,41.4,37.8,0,0,0,0,0,3.37,3.37,3.37,0,0,0,0,0,0,0,0,0,22,22,22,-30.5,-17.1,-36.63,-27.64
018-000000092,1289,"	018","Department of Education","IES Sample Surveys (Consolidation)",0,0,0,0,3.615,3.641,3.53773,4.189,0.082,0.25,0.054,0.054,1.545,2.631,4.89516,2.352,0.036,0.125,0.147,0.147,3,3,3,3,0.249,-0.00011,3.9,0
005-000000229,1291,"	005","Department of Agriculture","DM-OCIO-NITC-USDA Enterprise Data Center & Hosting Shared Services",0,0,0,0,0,0,0,0,0,0,0,0,103.436,74.053,81.765,68.353,0,22.674,30.035,27.059,214,289,255,255,0.38,20.629,0.394,22.627
005-000000232,1293,"	005","Department of Agriculture","DM-OCIO-CTS-USDA Enterprise End User Shared Services (EUSS)",0,0,0,0,0,0,0,0,0,0,0,0,126.922,136.268,148.83,147.276,73.546,78.071,81.917,83.866,647.78,668.19,681.29,681.29,13.286,26.477,6.608,12.962
005-000000231,1295,"	005","Department of Agriculture","DM-OCIO-ENS-USDA Enterprise Telecommunications Shared Services",0,0,0,0,0,1,1.5,1.5,0,0,0,0,27.169,314.239,353.177,383.06,0,3.59,3.871,3.967,28,28,28,28,312.064,354.3,4612.919,8340.395
005-000000235,1297,"	005","Department of Agriculture","OCFO-NFC Shared Services- IT Systems",0,0,0,0,1.135,0,0.583,0,0,0,4.673,0,44.838,74.729,66.455,83.241,45.949,79.501,89.127,75.065,423,439,439,439,56.695,57.502,58.128,55.646
018-000000094,1299,"	018","Department of Education","NCES Administrative Data",0,0,0,0,5.623,4.784,0.980733,0.685,0.524,0.2,0.553,0.567,3.209,3.201,2.76824,3.105,0.202,0.075,0.213,0.218,32,3,3,3,-0.473,-0.055027,-5.4,-1.2
005-000000186,1301,"	005","Department of Agriculture","DM-OCIO-CTS-USDA Enterprise Messaging Systems-Cloud Services (EMS-CS)",0,0,0,0,0,0,0,0,0,0,0,0,14.547,16.622,16.577,16.588,0.223,0.367,0.229,0.234,3.22,2.81,1.71,1.71,10.459,10.076,160.168,149.718
018-000000093,1303,"	018","Department of Education","IES Support (consolidated investment)",0,0,0,0,2.286,2.246,0.398701,2.619,0.137,0.16,0.137,0.137,0.593,1.052,3.603824,1.077,0.065,0.08,0.065,0,2,2,2,2,0.038,2.5E-5,1.1,0
018-000000091,1305,"	018","Department of Education","Educational Assessment",0,0,0,0,7.818,11.171,18.56,32.015,0.15,0.15,0.15,0.15,2.082,2.273,4.922,4.884,0.045,0.045,0.045,0.045,1,2,2,2,0,0,0,0
021-000001000,1307,"	021","Department of Transportation","FMCSA100: Unified Registration System (URS)",0,0,0,0,4.699064,5.842,3.5,0.3,0,0,0,0,0,0,0.332,0.388,0,0,0,0,0,0,0,0,0,0.655,0,20.62
009-000325767,1313,"	009","Department of Health and Human Services","FDA - Collaboration Management",10.528,0,0,0,0,0,0,13.24,4.495,0,0,0,0,8.538,14.9,9.179,0,5.404,4.588,3.15,29.97,36.03,30.59,21,-8.687,-6.081,-38.389,-23.783
009-000325768,1315,"	009","Department of Health and Human Services","FDA - Customer Support",0,0,0,0,0,0,0,0,0,0,0,0,20.175,24.561,24.005,24.005,10.552,7.992,6.852,6.852,70.35,53.28,45.68,45.68,-3.907,-5.603,-10.716,-15.368
009-000325771,1317,"	009","Department of Health and Human Services","FDA - IT Infrastructure & Data Center Management",0,0,0,0,0,0,0,0,0,0,0,0,95.998,77.001,63.292,75.823,4.051,5.027,4.026,6.525,84,33.52,26.84,84,-0.32,-15.03,-0.389,-18.252
009-000325772,1319,"	009","Department of Health and Human Services","FDA - Network & Communications",0,0,0,0,0,0,0,15.5,0,0,0,0,31.755,44.732,36.902,38.323,9.9,2.552,3.977,5.55,66,17.01,26.52,37,9.622,3.217,25.548,8.542
009-000325773,1321,"	009","Department of Health and Human Services","FDA - Enterprise IT Software Licenses",0,0,0,0,0,0,0,0,0,0,0,0,34.129,16.876,19.234,19.234,4.8,0.603,0.617,0.617,16,4.02,4.11,4.11,-0.8,1.572,-4.377,8.6
018-000000036,1323,"	018","Department of Education","Debt Management and Collections System (DMCS)",0,0,0.2,0.2,5.5,2,1.8,1.8,0.98,0.49,0.98,0.98,26.575,69.297,76.58604,77.79454,0.49,0.49,0.735,0.735,37,7,13,13,0,-0.27896,0,-0.3
021-488119819,1325,"	021","Department of Transportation","FHWAX031: Fiscal Management Information System 5.0 (FMIS 5.0)",0.2,0,0,0,3.211744,3.004442,0,0,1.68309,1.056899,0,0,0,0,1.14,1.141998,0,0,0.784022,0.758937,12.72,5,5,5,0.014133,-0.016355,0.35,-0.84
018-000000095,1329,"	018","Department of Education","Enterprise Trusted Internet Connection (ETIC)",0,0,0,0,1.18,1.33,1.5,0.3,0.394,0.121,0.15,0.025,0,0,0,0.3,0,0,0,0,1,1,1,1,0,0,0,0
015-000000285,1331,"	015","Department of the Treasury","Affordable Care Act Administration",0,0,0,0,704.44246,178.176903,124.629992,24.186911,255.458819,90.696232,77.748629,67.842773,30.454713,68.72082,78.892008,132.931889,1.835393,11.404313,21.924943,33.33396,1776.56,692.54,670.6,670.6,-24.001732,-93.424899,-6.43,-23.56
028-000001005,1333,"	028","Small Business Administration","OCFO: Financial Systems",0,0,0,0,0,0,0,0,0.29,0,0,0,7,5.609,5.8373,6.03,0.585,1.092,1.1203,1.148,8,9,9,9,-2.06,0,-23.5,0
015-000000025,1337,"	015","Department of the Treasury",Pay.gov,0,0,0,0,45.951,3.789777,3.525117,3.502228,0.417,0.1,0.1,0.1,106.287,12.842818,15.405977,15.246254,5.381,0.5,0.54269,0.54269,34,5,5,5,0,0,0,0
016-000002236,1339,"	016","Social Security Administration","Electronic Services",0,0,0,0,3.615,0.58,3.663,0,4.143,11.968,0.969,0,0.114,0.584,0,5.064,2.131,1.69,2.16,3.207,131,100,22,22,3.41,-6.236,29.9,-47.9
009-000323611,1341,"	009","Department of Health and Human Services","OS OMHA Electronic Case Adjudication Processing Environment (Investment)",1.652,1.317,1.682,0.392,0,11.854,15.136,3.528,1.31,1.3,1.3,0.65,0,0,0,2.634,0,0,0,0.65,14.4,9.9,9.9,9.9,5.991,10.118,70.649,126.475
018-000000089,1347,"	018","Department of Education","Rational Support",0,0,0,0,0.036,0.044,0,0,0.0875,0.105,0,0,1.495,1.17926,1.274,1.282,0.263,0.105,0.21,0.21,2,2,2,2,0.02926,0.035,2.1,2.4
028-000000045,1349,"	028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)",0.1602,0,0,0,1.0048,0.533,0.533,0.533,1.53125,0.625,0.625,0.625,2.1081,1.5413,1.5413,1.5413,1.564,1.15375,1.15375,1.15375,25,5,5,3,3.85305,3.85305,0,0
006-000804100,1353,"	006","Department of Commerce","USPTO Trademark Next Generation   External (TMNG-EXT)",0,0,0,0,7.65937,5.85703,4.48243,0,0.77538,1.94091,0.1344,0,0,0,0,0,0,0,0,0,5,12,1,0,0.00986,4.61683,0.1,0
006-000402200,1355,"	006","Department of Commerce","Census - 2020 Decennial Census Research and Testing, Operational Development, and Systems Testing, FY 2015 - FY 2018",0,30.133,27.593,5.776,0,26.702,95.936,87.191,0,30.175,11.988,7.263,0,0,58.171,87.282,0,0,5.602,21.826,0,83,88,185,20.946,0,31.7,0
006-000402100,1357,"	006","Department of Commerce","Census - Census Enterprise Data Collection and Processing (CEDCAP)",0,0,0,0,0,43.987,50.299,68.656,0,22.187,27.324,23.576,0,0,0,0,0,0,0,0,0,226,278,250,0,0,0,0
393-000000200,1359,"	393","National Archives and Records Administration","IT Infrastructure",0,0,0,0,0,0,0,0,0,0,0,0,412.798,29.138,26.938,26.8705,41.508,3.454,3.489,4.5155,52,22,22,29,1.979,-1.126,6.5,-3.6
393-000000100,1361,"	393","National Archives and Records Administration","Electronic Records Systems",28.772,0,0,0,407.61132,17.07103,17.07973,22.05046,43.31348,1.75264,1.65798,1.88229,176.44751,14.2253,13.98508,13.75171,28.61893,0.92334,0.97411,1.0829,73,17,17,19,33.97231,33.6969,0,0
393-000000150,1363,"	393","National Archives and Records Administration","Non-Electronic Records Systems",3.772,0,0,0,93.393,6.688,5.817,4.891,4.53,0.387,0.373,0.38,45.64,5.536,6.281,6.3225,4.473,0.322,0.287,0.2855,12,5,5,5,1.229,1.472,10.5,13
009-000327971,1367,"	009","Department of Health and Human Services","HHS Cybersecurity Operations Program Investment",2.5,0,0,0,23.5,0,0,0,1.5,0,0,0,79.541,25.2,32.4,33.2,28.5,10,10.5,10.5,68,40,34,34,0,-0.8,0,-1.831
009-000006580,1369,"	009","Department of Health and Human Services","HHS Trusted Internet Connection (TIC) Investment",1,0,0,0,7.5,0,0,0,0.5,0,0,0,23.148,25.5,45.5,46.7,1.35,1.5,1.7,0.5,8,24,3.9,3.1,0,0,0,0
006-000804300,1371,"	006","Department of Commerce","USPTO Trademark Next Generation 2 (TMNG-2)",0,0,0,0,0,28.31755,19.48561,22.99468,0,2.56938,1.68,1.95502,0,0,0,0,0,0,0,0,0,16,10,12,9.97936,21.16561,47.7,0
023-000000013,1379,"	023","General Services Administration","Contract Writing System (CWS)",6.984378,1.329,0,0,0,0,5.08,3.45,0.117,0,0,0,8.522374,2.2,2.54998,2.54998,0.108,0.137257,0.58562,0.65258,3,1,4,5,3.666257,8.2156,0,0
023-000000019,1383,"	023","General Services Administration","Order Management Service (OMS)",29.086,15.89298,0,0,0,0,9.18913,5.8,1.4,0,0,0,0.225,0.326357,0,0,0,2.30942,1.51589,1.0662,10,5,10,7,18.528757,10.70502,0,0
020-000013014,1385,"	020","Environmental Protection Agency",eManifest,1.2533,0,0,0,0,2.33,2.543,5.979,0.5141,0.646,0.698,0.698,0,0,0,0,0,0,0,0,4,4,4,4,-4.616,-3.403,-60.8,-51.2
020-000020210,1387,"	020","Environmental Protection Agency","RSTI - Research Science Technology Infrastructure",1.1491,0,0.376,0.377,0.8801,0,0,0,0,0.11,0,0,9.9912,14.574,14.148,14.281,1.1437,1.004,1.007,1.012,7,8,7,7,-0.014,-0.22,-0.1,-1.4
007-000000040,1389,"	007","Department of Defense","U.S. ARMY INFORMATION TECHNOLOGY AGENCY",0,0,0,0,296.517,39.672,34.391,41.378,0,0,0,0,1446.457,160.106,149.365,162.557,509.368,31.146,35.855,47.071,5178,243,285,362,40.446,0.414,21,0
007-000000533,1393,"	007","Department of Defense","NETWORK OPERATIONS",0,0,0,0,0,0,0,0,0,0,0,0,0.281,47.268,41.4,34.524,0,17.27,15.419,42.111,0,95,96,329,24.8,-0.823,62,-1
007-000000582,1395,"	007","Department of Defense","DISTRIBUTION STANDARD SYSTEM",0,0,0,0,3.872,0,1.145,1.039,0,0,0,0,113.45,48.643,52.834,20.457,79.33,18.862,20.383,20.868,880,160,187,188,-11.664,-2.557,-15,-3
007-000001032,1397,"	007","Department of Defense","AFNET - Air Force Network",0,0,0,0,0,0,0,0,0,0,0,0,141.972,132.601,48.772,28.465,0.076,0.039,0.041,0.042,0,0,0,0,83.752,-0.23,171,0
007-000001544,1399,"	007","Department of Defense","PRIMARY OCEANOGRAPHY PREDICTION SYSTEM",0,0,0,0,28.148,5.749,7.246,5.795,0,0,0,0,234.118,21.063,9.894,21.788,178.025,16.58,19.76,19.951,834,148,174,174,0.434,-8.72,1,-19
007-000001562,1401,"	007","Department of Defense","Coalition Enterprise Information System",0,2.297,0.808,4.038,0,0,0.596,0.623,0,0,0,0,77.094,37.727,39.066,36.68,0,4.087,3.221,3.376,0,16,16,16,-6.135,-3.331,-12,-7
007-000002506,1409,"	007","Department of Defense","Network Management Services",0,0,0,0,21.228,6.704,0,0,0,0,0,0,351.347,22.343,10.904,15.172,73.731,11.332,11.284,7.326,755,126,81,81,-17.688,-32.182,-30,-59
007-000002864,1411,"	007","Department of Defense","Combat Service Support Satellite Communications",25.644,0,0,0,312.385,0,0,0,0,0,0,0,659.01,20.433,36.917,45.469,60.963,0,0.885,0.778,496,0,6,6,-15.682,-0.034,-43,0
007-000004828,1413,"	007","Department of Defense","MHS Information Technology Research Projects",13.017,0,0,4,151.865,33.284,17.57,17.521,6.916,2.383,2.43,2.67,0,0,0,0,0,0,0,0,6,6,6,7,18.534,-0.86,108,-4
007-000004860,1415,"	007","Department of Defense","Tactical Data Network-Data Distribution System",0,0,0,0,0,0,0,0,0,0,0,0,91.416,58.42,58.633,59.354,0.417,0.417,0.417,0.417,3,3,3,3,-4.315,-3.022,-7,-5
007-000004873,1417,"	007","Department of Defense","Signal Modernization Program",0,0,0,0,45.373,20.701,49.438,58.009,0.812,0.456,0.46,0.466,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0
007-000005674,1419,"	007","Department of Defense","Tactical Airspace Integration System",39.868,9.53,2.931,2.941,298.372,27.536,15.974,19.891,1.374,0.718,0.74,0.762,73.113,4.643,7.954,8.999,0.546,0.141,0.141,0.142,14,6,6,6,-3.314,0.585,-7,2
007-000006298,1421,"	007","Department of Defense","Logistics Modernization Program Increment 1",0,0,0,0,840.076,21.104,20.999,16.164,0,0,0,0,1006.021,138.039,138.484,117.961,3.686,2.837,3.392,3.46,17,14,17,17,-1.25,3.302,-1,2
007-000006596,1423,"	007","Department of Defense","Infrastructure and Operations Division",0,0,0,0,0,0,0,0,0,0,0,0,827.697,274.037,396.008,433.345,9.459,4.002,4.002,9.581,93,31,31,75,9.253,123.284,3,45
007-000008641,1431,"	007","Department of Defense","ENTERPRISE COMMAND AND CONTROL - NORTHCOM",0,0,0,0,0,0,0,0,0,0,0,0,90.515,64.88,42.053,45.079,23.417,10.541,10.789,11.094,245,105,105,105,25.53,-0.004,51,0
007-000006796,1433,"	007","Department of Defense","DoD Mobility",22.951,11.91,8.676,4.306,8.965,3.892,0,0,4.857,0.44,0.241,0.125,22.882,14.145,21.224,28.687,3.483,0.394,0.589,0.835,60,6,6,7,-7.971,-9.905,-21,-25
007-000100114,1445,"	007","Department of Defense","Defense Agencies Initiative Increment 2",44.26,35.508,31.66,26.657,0,0,0.038,0,0,0,0,0,3.23,36.966,33.74,39.293,0,2.731,4.179,3.914,0,25,27,25,2.926,-4.195,4,-6
007-000100118,1449,"	007","Department of Defense","DoD Enterprise Email",0,0,0,0,0,0,0,0,0,0,0,0,491.637,94.667,87.479,118.863,25.236,4.338,4.518,4.681,222,38,37,39,4.233,-1.514,5,-2
007-000005061,1451,"	007","Department of Defense","DEFENSE ENTERPRISE COMPUTING CENTERS",0,12.942,29.269,42.265,0,3.046,0.148,0.146,0,4.889,8.583,13.534,11015.01,751.63,743.565,660.092,0,229.87,216.947,210.637,0,1820,1855,1832,-27.049,-18.973,-5,-4
009-000325870,1453,"	009","Department of Health and Human Services","CMS Open Payments",0,0,0,0,13.707,6.005,3.75,2.039,0.273,0.128,0.234,0.156,21.846,7.279,8.75,8.154,0.299,0.156,0.547,0.625,4,2,5.5,5.5,0.062,-0.622,0.459,-4.474
009-000327959,1455,"	009","Department of Health and Human Services","CMS Medicare-Medicaid Financial Alignment (MMFA)",0,0,0,0,11.497,1.378,6.627,5.124,1.044,0.568,0.284,0.256,0,0,6.627,6.263,0,0,0.284,0.312,8,4,4,4,-11.175,0.189,-85.169,1.386
009-000331763,1457,"	009","Department of Health and Human Services","FDA CDER Regulatory Review Platform",0,0,0,0,16.263,8.42,2.403,2.403,1.2,1.575,1.425,1.425,0,0,0,0,0,0,0,0,8,11.5,9.5,9.5,1.712,-4.455,20.669,-53.785
009-000318789,1459,"	009","Department of Health and Human Services","FDA CDER Integrated Data Management",0,0,0,0,18.083,13.148,14,14,1.35,0.75,0.45,0.45,11.768,4.967,5.8,5.8,0.45,0.3,0.3,0.3,12,7,5,5,-0.335,1.05,-1.718,5.385
015-999990047,1461,"	015","Department of the Treasury",USAspending.gov,0,0,0,0,4.089,6.669583,21.052,10.326,0,0.25,2.49,2.337,4.132,3.33771,1.695919,1.237,0,0.157016,3.01,3.163,0,0,0,0,3.28,3.28,100,100
429-000006500,1465,"	429","Nuclear Regulatory Commission","Data Center and Hosting",0,0,0,0,0,3.03985,0,0.625,0,0,0,0,0,12.92276,13.111,12.472,0,2.75633,1.7825,1.8055,0,17,12,12,18.71894,14.8935,0,0
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",0,0,0,0,0,0.65,0.75,0.53,0,0.163,0.2325,0,0,4.54166,2.911,3.944,0,2.45315,0.2325,0.471,0,17,3,3,7.80781,4.126,0,0
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",0,0,0,0,0,2.08413,0.74,1.3,0,0.0815,0,0,0,7.64831,6.5,8.196,0,1.23717,1.43375,1.57,0,9,10,10,11.05111,8.67375,0,0
429-000003600,1471,"	429","Nuclear Regulatory Commission","Incident Response",0,0,0,0,0,0,0.08,0,0,0,0,0,0,2.41225,3.031,3.608,0,0.41402,0.4225,0.513,0,3,3,3,2.82627,3.5335,0,0
429-000008200,1473,"	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",0,0,0,0,0,1.02139,0.2,0.158,0,0.02445,0.0845,0.171,0,9.07079,9.173,8.717,0,0.71394,1.521,1.1115,0,5,10,8,10.83057,10.9785,0,0
429-000006700,1475,"	429","Nuclear Regulatory Commission","Office Automation and User Support",0,0,0,0,0,0.8,0.8,0.532,0,0.326,0.465,0.43175,0,28.13004,25.311,26.108,0,5.89408,6.54975,5.181,0,39,46,36,35.15012,33.12575,0,0
024-000005237,1479,"	024","Department of Homeland Security","CBP - Tethered Aerostat Radar System (TARS)",0,0,0,0,0,0,0,0,0,0,0,0,37.4,35.593,35.549,38.049,0,1.807,1.662,2.095,0,12,11,11,0,-0.167,0,0
024-000005241,1481,"	024","Department of Homeland Security","CBP - TRIRIGA",0,0,0,0,16.108,0,0,0,0,0,0,0,21.58,8.91,9.403,9.592,0,0,0,0,0,0,0,0,-0.493,0,-5,0
024-000007006,1483,"	024","Department of Homeland Security","FEMA - Non-Disaster Grants (ND Grants)",0,0,0,0,5.668,5.359,4.306,2.775,0,0,0,0,1.984,1.54,3.346,2.879,0.844,0.846,0.855,0.864,6,6,6,6,-0.753,0.002,-9,0
006-000804400,1485,"	006","Department of Commerce","USPTO Network and Security Infrastructure II (NSI-2)",0,0,0,0,0,53.52251,61.60938,54.02538,0,3.23406,3.8228,4.80607,0,166.72626,179.42497,162.48993,0,30.54886,34.65539,37.08958,0,221,258,278,-15.01799,-40.59478,-5.6,-12.7
006-000804500,1487,"	006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End (PTAB-E2E)",0,0,0,0,4.94863,18.11592,11.07274,9.70821,0.35724,1.04342,0.38512,0.25112,0,0,0,0,0,0,0,0,2,7,3,2,6.4832,1.12078,51.1,10.8
006-000050600,1489,"	006","Department of Commerce","Commerce Enterprise Security Operations Center (ESOC)",0.146,0.165,0.165,0.165,3.16,3.78,0.926,0.4,0.067,0,0,0,0,0.871,3.88,3.479,0,0.206,0.206,0.206,0,1,1,1,0.022,5.177,0.4,0
009-000281769,1491,"	009","Department of Health and Human Services","CMS Electronic Submission of Medical Documentation",0,0,0,0,8.126,0,0,0,2.04,0,0,0,10.322,14.6,15.48,15.48,2.04,2.13,2.13,2.13,15,15,15,15,0.09,0.02,0.541,0.114
011-000003533,1493,"	011","Department of Justice","DOJ ICAM",17.43143,0.28755,0.103,0.252,83.761272,5.044,2.52975,5.7495,3.519,0.43429,0.454814,0.62244,75.160824,19.205504,17.777288,15.847028,11.23071,2.546246,2.52748,2.591536,303,21,23,23,7.556128,22.599332,37.9,2849.9
011-000003560,1495,"	011","Department of Justice","DOJ Telecom",31.52159,0.201,0.201,0.175,349.432576,38.89451,20.63282,19.45323,32.104251,3.76243,3.04991,2.460179,2354.849779,250.215476,252.21854,272.959221,210.728586,24.84318,25.56962,22.64785,2538,225,215,194,20.617753,259.62689,6.9,617.5
027-999990129,1497,"	027","Office of Personnel Management","USA Staffing System",1.309,0.325,0.124,0.037,7.429,3.145,1.203,0.362,6.719,2.96,1.133,0.341,66.13,16.637,22.444,24.29,61.611,6.703,9.043,9.786,402,70,80,81,-0.2,3.051,-0.7,9.9
015-000200053,1499,"	015","Department of the Treasury","Web Applications (formerly Online Services (OLS))",0,1.366772,3.151104,1.71496,2.153313,7.175553,9.978496,15.43464,0,2.524526,6.062,6.137846,0,0,0,0,0,0,0,0,0,15.48,36,36,-5.473149,-4.394706,-33,-19
014-000000469,1509,"	014","Department of State","INV - Architecture Services",0,0,0,0,11.662,12.667,14.127,28.359,0,0.966,1.12,1.269,0,0,1.2,1.9,0,0.276,0.28,0.282,0,9,10,11,13.909,16.727,,
014-000000003,1511,"	014","Department of State","INV - Budget System Modernization (BSM)",3.8,3.8,0,0,0,0,5.34,6.607,0.137,0.207,0.21,0.2115,0,0,1.504,1.847,0,0,0.07,0.0705,1,1.5,2,2,4.007,7.124,,
011-000002913,1513,"	011","Department of Justice","BOP BOPNet",0,0,0,0,28.19675,0.53529,0,0,0,0,0,0,422.56578,15.95735,19.55451,20.53223,111.08087,18.09805,18.36173,18.36173,945,189,189,189,-11.84031,37.91624,-25.5,0
011-000003569,1515,"	011","Department of Justice","DOJ Data Center",8.38,14.73298,3.18648,2.55583,99.01718,6.17105,32.44608,10.748231,18.41666,1.69384,2.08955,0.49644,382.704503,85.477789,99.20837,92.45435,67.752746,14.447951,14.54904,14.32148,875,175,180,140,33.557972,150.173688,37.7,11500.2
011-000003575,1517,"	011","Department of Justice","DOJ IT Security",10.265549,0.11599,1.33402,1.52059,114.78884,13.28694,14.8272,38.945,9.4713,2.37582,1.20935,3.992677,644.255949,115.695324,103.920867,120.346208,96.56001,19.169776,15.395985,17.122806,3819,194,147,160,55.000763,136.687422,57.5,0
016-000002239,1519,"	016","Social Security Administration","SMART Claim",0,0,0,0,2.478,1.826,0,1.553,0,3.756,6.056,6.217,0,0,0,0,0,0,0,0,0,28,43,43,-6.655,-9.119,-54.4,-60.1
009-000325770,1521,"	009","Department of Health and Human Services","FDA - Desktop and Mobile Device Management",0,0,0,0,0,1.2,4.15,2.87,0,0,0,0,2.474,4.391,1.745,12.749,2.275,2.908,4.809,3.859,15.17,19.38,32.06,25.73,1.03,3.235,13.79,43.312
009-000005322,1523,"	009","Department of Health and Human Services","FDA - IT Governance and Portfolio Oversight",0,0,0,0,1.725,0,0,0,0,0,0,0,35.764,5.152,7.533,8.963,12.835,8.93,12.535,8.592,78.89,59.53,83.56,57.28,-2.943,3.043,-17.286,17.874
