"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Investment Category","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2015 (PY) ($ M)","Total IT Spending FY2016 (CY) ($ M)","Total IT Spending FY2017 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	021","Department of Transportation","	12",021-129509275,"FAAXX141: Infrastructure/Operations Management",021-129509275,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,8.140347,8.303154,8.967406,8.140347,0,8.303154,0,8.967406,0,0,0,0,0,0,0,562620,414215,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509275,"FAAXX141: Infrastructure/Operations Management",021-129509275,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562621,414215,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509275,"FAAXX141: Infrastructure/Operations Management",021-129509275,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,11.3,0,0,0,0,11.3,0,0,0,0,0,0,0,562622,414215,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509275,"FAAXX141: Infrastructure/Operations Management",021-129509275,"	00","	04",021-12-1301,Operations,"	021","	12",,41.751797,42.586832,45.99378,0,0,0,0,0,0,41.751797,0,42.586832,0,45.99378,0,562623,414215,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509276,"FAAXX142: IT Service and Customer Relationship Management",021-129509276,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562624,414216,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509276,"FAAXX142: IT Service and Customer Relationship Management",021-129509276,"	00","	04",021-12-1301,Operations,"	021","	12",,1.90137,1.939397,2.094549,0,0,0,0,0,0,1.90137,0,1.939397,0,2.094549,0,562625,414216,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509277,"FAAXX143: Manage Enterprise Licenses and Software",021-129509277,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562626,414217,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509277,"FAAXX143: Manage Enterprise Licenses and Software",021-129509277,"	00","	04",021-12-1301,Operations,"	021","	12",,43.945814,44.824731,48.41071,0,0,0,0,0,0,43.945814,0,44.824731,0,48.41071,0,562627,414217,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509278,"FAAXX144: Manage Service Requests/Problems",021-129509278,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562628,414218,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509278,"FAAXX144: Manage Service Requests/Problems",021-129509278,"	00","	04",021-12-1301,Operations,"	021","	12",,45.523084,46.433545,50.148229,0,0,0,0,0,0,45.523084,0,46.433545,0,50.148229,0,562629,414218,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509279,"FAAXX145: Management Planning",021-129509279,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,3.805719,3.881833,4.19238,3.805719,0,3.881833,0,4.19238,0,0,0,0,0,0,0,562630,414219,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509279,"FAAXX145: Management Planning",021-129509279,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562631,414219,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509279,"FAAXX145: Management Planning",021-129509279,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,11.9,20.2,2.2,11.9,0,20.2,0,2.2,0,0,0,0,0,0,0,562632,414219,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509279,"FAAXX145: Management Planning",021-129509279,"	00","	04",021-12-1301,Operations,"	021","	12",,21.153953,21.577032,23.303195,0,0,0,0,0,0,21.153953,0,21.577032,0,23.303195,0,562633,414219,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509280,"FAAXX146: Software Solution Management",021-129509280,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562634,414220,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509280,"FAAXX146: Software Solution Management",021-129509280,"	00","	04",021-12-1301,Operations,"	021","	12",,3.573371,3.644839,3.936426,0,0,0,0,0,0,3.573371,0,3.644839,0,3.936426,0,562635,414220,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509281,"FAAXX147: Threat Management",021-129509281,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,15.533597,15.844268,17.11181,15.533597,0,15.844268,0,17.11181,0,0,0,0,0,0,0,562636,414221,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509281,"FAAXX147: Threat Management",021-129509281,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,12,12,14.5,12,0,12,0,14.5,0,0,0,0,0,0,0,562637,414221,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509281,"FAAXX147: Threat Management",021-129509281,"	00","	04",021-12-1301,Operations,"	021","	12",,18.765246,19.140551,20.671794,0,0,0,0,0,0,18.765246,0,19.140551,0,20.671794,0,562638,414221,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509282,"FAAXX148: Traffic Control",021-129509282,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562639,414222,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509282,"FAAXX148: Traffic Control",021-129509282,"	00","	04",021-12-1301,Operations,"	021","	12",,2.021698,2.062132,2.227103,0,0,0,0,0,0,2.021698,0,2.062132,0,2.227103,0,562640,414222,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509283,"FAAXX149: Training and Development Administration",021-129509283,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0.0816,0.083232,0.08989,0.0816,0,0.083232,0,0.08989,0,0,0,0,0,0,0,562641,414223,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509283,"FAAXX149: Training and Development Administration",021-129509283,"	00","	04",021-12-1301,Operations,"	021","	12",,1.803054,1.839115,1.986244,0,0,0,0,0,0,1.803054,0,1.839115,0,1.986244,0,562642,414223,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509284,"FAAXX150: Transportation Safety",021-129509284,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0.073079,0.07454,0.080504,0.073079,0,0.07454,0,0.080504,0,0,0,0,0,0,0,562643,414224,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509284,"FAAXX150: Transportation Safety",021-129509284,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562644,414224,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509284,"FAAXX150: Transportation Safety",021-129509284,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,13,15,15,13,0,15,0,15,0,0,0,0,0,0,0,562645,414224,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509284,"FAAXX150: Transportation Safety",021-129509284,"	00","	04",021-12-1301,Operations,"	021","	12",,29.212466,29.796715,32.180452,0,0,0,0,0,0,29.212466,0,29.796715,0,32.180452,0,562646,414224,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509285,"FAAXX152: TAMR Post ORD Enhancements",021-129509285,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,562647,414225,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509286,"FAAXX153: Flight & Inter-Facility Air Traffic Control Data Interface Modernization (FIADIM)",021-129509286,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,9,29.1,0,0,9,0,29.1,0,0,0,0,0,0,0,562648,414226,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509287,"FAAXX156: NAS Resiliency Assessment",021-129509287,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,2.95,0,0,0,0,2.95,0,0,0,0,0,0,0,562649,414227,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509287,"FAAXX156: NAS Resiliency Assessment",021-129509287,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,27.05,0,0,0,0,27.05,0,0,0,0,0,0,0,562650,414227,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509287,"FAAXX156: NAS Resiliency Assessment",021-129509287,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,0.998,0,0,0,0,0.998,0,0,0,0,0,0,0,562651,414227,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509288,"FAAXX157: Next Generation Back-up Surveillance Capability (NBSC)",021-129509288,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,562652,414228,2016-01-07,15:10:19
"	021","Department of Transportation","	12",021-129509288,"FAAXX157: Next Generation Back-up Surveillance Capability (NBSC)",021-129509288,"	00","	04",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)","	021","	12",,0.06132,0.0631,0.065,0.06132,0,0.0631,0,0.065,0,0,0,0,0,0,0,562653,414228,2016-01-07,15:10:19
"	021","Department of Transportation","	27",021-000003002,"FRAXX344: Decision Lens",021-000003002,"	00","	04",021-27-0745,"Railroad Research and Development","	021","	27",,0,0,0.107164,0,0,0,0,0,0,0,0,0,0,0.107164,0,562654,414229,2016-01-07,15:10:19
"	021","Department of Transportation","	27",021-000003002,"FRAXX344: Decision Lens",021-000003002,"	00","	04",021-27-0700,"Safety and Operations","	021","	27",,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,562655,414229,2016-01-07,15:10:19
"	021","Department of Transportation","	27",021-000003003,"FRAXX345: LERIS",021-000003003,"	00","	04",021-27-0700,"Safety and Operations","	021","	27",,0,0,0.017556,0,0,0,0,0,0,0,0,0,0,0.017556,0,562656,414230,2016-01-07,15:10:19
"	021","Department of Transportation","	70",021-437040741,"MARAD050: IT Optimization",021-437040741,"	00","	04",021-70-1750,"Operations and Training","	021","	70",,0,0,1.9,0,0,0,0,1.9,0,0,0,0,0,0,0,562657,414231,2016-01-07,15:10:19
"	021","Department of Transportation","	27",021-000003006,"FRAXX348: Web Information Services (WIS)",021-000003006,"	00","	04",021-27-0700,"Safety and Operations","	021","	27",,0,1.570733,1.615885,0,0,0.14,0,0.14,0,0,0,1.430733,0,1.475885,0,562658,414232,2016-01-07,15:10:19
"	021","Department of Transportation","	27",021-000003007,"FRAXX349: FRA Hosting Operations Support Technology Services (HOSTS)",021-000003007,"	00","	04",021-27-0700,"Safety and Operations","	021","	27",,0,2.984487,3.435708,0,0,0,0,0,0,0,0,2.984487,0,3.435708,0,562659,414233,2016-01-07,15:10:19
"	021","Department of Transportation","	70",021-437040742,"MARAD051: IT Optimization (ACADEMY)",021-437040742,"	00","	04",021-70-1750,"Operations and Training","	021","	70",,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,562660,414234,2016-01-07,15:10:19
"	021","Department of Transportation","	04",021-748752385,"DOTXX133: DATA Act Implementation",021-748752385,"	00","	04",021-04-0102,"Salaries and Expenses","	021","	04",,0.63975,3.24596,5.70825,0.63975,0,3.24596,0,5.70825,0,0,0,0,0,0,0,562661,414235,2016-01-07,15:10:19
"	021","Department of Transportation","	18",021-302996648,"NHTSA346: NEMSIS Version 2.0",021-302996648,"	00","	04",021-18-8016,"Operations and Research (Transportation Trust Fund)","	021","	18",,0,0.14,0.33,0,0,0.14,0,0.33,0,0,0,0,0,0,0,562662,414236,2016-01-07,15:10:19
"	012","Department of Labor","	12",012-000005009,"Corporate Communications (PBGC.gov & Web-based resources)",012-000005009,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",2.393,1.265,1.286,1.223,0,0,0,0,0,1.17,0,1.265,0,1.286,0,562663,414237,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005007,"Pension Insurance and Economic Data",012-000005007,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",2.464,4.183,2.631,0.321,0,3.292,0,1.517,0,2.143,0,0.891,0,1.114,0,562664,414238,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005015,"IT Policy and Governance",012-000005015,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",3.934,4.012,4.012,0,0,0,0,0,0,3.934,0,4.012,0,4.012,0,562665,414239,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005014,"Security Program",012-000005014,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",3.801,3.55,4.025,0,0,0,0,0,0,3.801,0,3.55,0,4.025,0,562666,414240,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005017,"IT Strategic Planning & Management",012-000005017,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",1.439,1.871,1.466,0,0,0,0,0,0,1.439,0,1.871,0,1.466,0,562667,414241,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005020,"Address Validation Service",012-000005020,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",0.486,0.506,0.465,0.068,0,0.135,0,0.018,0,0.418,0,0.371,0,0.447,0,562668,414242,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005021,"Corporate Performance Systems (CPS)",012-000005021,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",0.838,0.803,0.833,0.133,0,0,0,0.107,0,0.705,0,0.803,0,0.726,0,562669,414243,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005026,"Legal Technologies",012-000005026,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",0.788,1.1,1.125,0.065,0,0.093,0,0.093,0,0.723,0,1.007,0,1.032,0,562670,414244,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005003,"PBGC_Participant Management",012-000005003,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",28.443,34.942,28.641,11.389,0,17.159,0,11.317,0,17.054,0,17.783,0,17.324,0,562671,414245,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005023,"Corporate Management",012-000005023,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",4.638,4.065,4.443,0.5,0,0.45,0,0.45,0,4.138,0,3.615,0,3.993,0,562672,414246,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005013,"PBGC_IT Infrastructure",012-000005013,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",48.528,49.08,46.606,6.14,0,8.172,0,5.87,0,42.388,0,40.908,0,40.736,0,562673,414247,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005001,"PBGC_Financial Management",012-000005001,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",12.865,13.505,13.355,2.716,0,0.4,0,0.3,0,10.149,0,13.105,0,13.055,0,562674,414248,2016-01-07,15:15:14
"	012","Department of Labor","	12",012-000005004,"Risk Management Early Warning/Legal Matter Management",012-000005004,"	00","	04",012-12-4204,"Pension Benefit Guaranty Corporation Fund","	012","	12","	12",2.054,1.584,1.71,0.884,0,0.779,0,0.81,0,1.17,0,0.805,0,0.9,0,562675,414249,2016-01-07,15:15:14
"	429","Nuclear Regulatory Commission","	00",429-999991218,USAJobs,429-999991218,"	24","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",0.01681,0.06875,0.06925,0,0,0,0,0,0,0.01681,0,0.06875,0,0.06925,0,572949,421574,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000002500,"Financial Services",429-000002500,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",11.05111,8.67375,11.066,2.16563,0,0.74,0,1.3,0,8.88548,0,7.93375,0,9.766,0,572950,421575,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000003600,"Incident Response",429-000003600,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",2.82627,3.5335,4.121,0,0,0.08,0,0,0,2.82627,0,3.4535,0,4.121,0,572951,421576,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000008000,"Electronic Document Authentication and Transmission",429-000008000,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",3.31217,1.975,2.155,0,0,0,0,0,0,3.31217,0,1.975,0,2.155,0,572952,421577,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000001400,"Public Outreach",429-000001400,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",1.12315,0.755,0.984,0,0,0,0,0.05,0,1.12315,0,0.755,0,0.934,0,572953,421578,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000008200,"Materials Licensing and Oversight",429-000008200,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",10.83057,10.9785,10.1575,1.04584,0,0.2845,0,0.329,0,9.78473,0,10.694,0,9.8285,0,572954,421579,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000007100,"IT/IM Strategic Management",429-000007100,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",1.9225,1.615,1.845,0.163,0,0.1775,0,0.157,0,1.7595,0,1.4375,0,1.688,0,572955,421580,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000006600,"Network and Telecommunications",429-000006600,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",28.75923,25.09725,25.84,0.0915,0,0.511,0,0.471,0,28.66773,0,24.58625,0,25.369,0,572956,421581,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000001500,"Web Services",429-000001500,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",3.08003,1.7485,1.4285,0.41755,0,0.31,0,0,0,2.66248,0,1.4385,0,1.4285,0,572957,421582,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-999990060,E-Rulemaking,429-999990060,"	24","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",0.09711,0.11,0.11,0,0,0,0,0,0,0.09711,0,0.11,0,0.11,0,572958,421583,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000003400,"Classified Networks and Secure Communications",429-000003400,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",2.544,2.022,2.374,0,0,0,0,0,0,2.544,0,2.022,0,2.374,0,572959,421584,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000006100,"Cyber Situational Awareness",429-000006100,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",2.26518,2.71025,2.759,0,0,0,0,0,0,2.26518,0,2.71025,0,2.759,0,572960,421585,2016-01-07,22:49:50
"	429","Nuclear Regulatory Commission","	00",429-000000600,"Personnel Security Management",429-000000600,"	00","	04",429-00-0200,"Salaries and Expenses","	429","	00","	00",0.71173,0.57,0.7846,0.19747,0,0.0775,0,0.114,0,0.51426,0,0.4925,0,0.6706,0,572961,421586,2016-01-07,22:49:50
