Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2013,Target 2014,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2727","","FAFSA IVRU survey results","Percentage","114-Customer Results - Service Quality","82.000000","82.000000","Over target","Monthly","","94499","","68.300000","Met","","2014-05-30","07/18/2014","10:44:33"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2728","","Number of student aid applications submitted electronically","Percentage","213-Technology - Efficiency","88.000000","88.000000","Over target","Monthly","","94503","","99.000000","Met","","2014-05-30","07/18/2014","10:44:33"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2729","","Number of Audit findings each reporting period in a fiscal year.","Items","201-Process and Activities - Financial","0.000000","0.000000","Under target","Semi-Annual","","94509","","0.000000","Met","","2014-05-30","07/18/2014","10:44:33"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2730","","CSR monthly customer survey","Percentage","114-Customer Results - Service Quality","87.000000","87.000000","Over target","Monthly","","94505","","84.900000","Met","","2014-05-30","07/18/2014","10:44:33"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","2731","","Compute Processing Time for determination of eligibility less than 72 hours","Hours","213-Technology - Efficiency","99.500000","99.500000","Over target","Monthly","","94507","","100.000000","Met","","2014-05-30","07/18/2014","10:44:33"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM)","2289","","Timeliness of data loading -95% of data received by FPDM is loaded within 72 hours of receipt.","Percentage","216-Technology - Effectiveness","95.000000","95.000000","Over target","Monthly","","97361","","100.000000","Met","","2014-06-30","07/17/2014","13:25:15"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM)","2290","","Number of internal FPDM users - Increase in the number of internal FPDM users","Number","111-Customer Results - Customer Benefit","75.000000","75.000000","Over target","Semi-Annual","","97355","","105.000000","Met","","2014-06-30","07/17/2014","13:25:15"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM)","2291","","Total number of reports run within FPDM - To increase the total number of reports run annually within FPDM.","Number","216-Technology - Effectiveness","5000.000000","5000.000000","Over target","Monthly","","97359","","1946.000000","Met","","2014-06-30","07/17/2014","13:25:15"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM)","2293","","Turnaround time on requests and queries from users and customers - 90% of requests and queries from users and customers responded to within 24 hours.","Percentage","111-Customer Results - Customer Benefit","90.000000","90.000000","Over target","Quarterly","","24083","","","","Next reporting date will be in the August report.","","07/17/2014","13:25:15"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM)","2294","","Edit passage rate from submissions of NSLDS data to FPDM - Maintain a 98.9% edit passage rate.","Percentage","216-Technology - Effectiveness","98.000000","98.000000","Over target","Monthly","","97357","","100.000000","Met","","2014-06-30","07/17/2014","13:25:15"
"018-000003117","884","018","Department of Education","eCampus Based System","2341","","Call Center Agents will resolve issue on initial contact 95% of the time.","Percentage of Issues Resolved","114-Customer Results - Service Quality","0.950000","0.950000","Over target","Monthly","","97379","","0.990000","Met","Metric met for June 2014","2014-06-30","07/17/2014","13:25:17"
"018-000003117","884","018","Department of Education","eCampus Based System","2342","","Ensure Site availability is 99.5% (excluding VDC specific downtime errors).","Percentage of Uptime - System Availability","215-Technology - Reliability and Availability","0.995000","0.995000","Over target","Monthly","","97377","","1.000000","Met","Metric met for June 2014","2014-06-30","07/17/2014","13:25:17"
"018-000003117","884","018","Department of Education","eCampus Based System","2343","","Number of Congressional deadlines met (Aug 1 - schools submit application/FISAP; Feb 1 - post schools' tentative awards; Apr 1 - post schools' final awards; Sep 30 - reallocate funds.","Number of deadlines met","102-Mission and Business Results - Support Delivery of Services","4.000000","4.000000","Over target","Quarterly","","","","","","Additional input from the agency is necessary","","07/17/2014","13:25:17"
"018-000003117","884","018","Department of Education","eCampus Based System","2344","","Production Service Requests are responded to within 4 business hours of receipt with an anticipated time for completion; PSRs will be completed by the agreed upon timeframe per request.","Number of requests completed within timeframe","203-Process and Activities - Cycle Time and Timeliness","0.950000","0.950000","Over target","Monthly","","94519","","1.000000","Met","Metric met for May 2014","2014-05-31","07/17/2014","13:25:17"
"018-000003117","884","018","Department of Education","eCampus Based System","2345","","Call Center calls adhere to established guidelines.","Percentage of Calls reviewed","114-Customer Results - Service Quality","0.950000","0.950000","Over target","Monthly","","97381","","0.970000","Met","Metric met for June 2014","2014-06-30","07/17/2014","13:25:17"
"018-000003117","884","018","Department of Education","eCampus Based System","2346","","Ensure delivery of maintenance releases each year.  This includes development, testing, implementation, and deployment of fixes and enhancements.","Percentage of releases delivered on time","213-Technology - Efficiency","0.995000","0.995000","Over target","Annual","P41-018-008","62285","","0.990000","Met","Annual FISAP release met the Aug. Deadline","2013-07-31","07/17/2014","13:25:17"
"018-000003117","884","018","Department of Education","eCampus Based System","2347","","Participate and conduct testing on upgrades/fixes requested from CIO and collaborate on activities related to Risk Assessment, Performance Testing, Certification and Accreditation, and Disaster Recovery Testing.","Percentage of issues/findings resolved on time","213-Technology - Efficiency","0.950000","0.950000","Over target","Monthly","","97375","","1.000000","Met","Metric met for June 2014","2014-06-30","07/17/2014","13:25:17"
"018-000003203","946","018","Department of Education","Common Origination and Disbursement (COD)","2732","","Higher Education: Percentage of funds drawn down for DL and Pell Grant programs substantiated by receipt of records within 30 day requirement","Receipt of records within 30 day requirement","103-Mission and Business Results - Management of Government Resources","96.000000","96.000000","Over target","Monthly","","97365","","100.000000","Met","Over Target","2014-07-14","07/17/2014","13:25:16"
"018-000003203","946","018","Department of Education","Common Origination and Disbursement (COD)","2733","","Financial Management: Percentage of schools substantiating draw downs with records within 30 day requirements","schools substantiating draw downs","103-Mission and Business Results - Management of Government Resources","88.000000","88.000000","Over target","Monthly","","97369","","100.000000","Met","Over Target","2014-07-14","07/17/2014","13:25:16"
