Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"019-000000134","1075","019","Department of Energy","Identity, Credential, and Access Management (ICAM)","W1-6","7511","","I-Fusion","Deploy Enterprise level ICAM services including Identity Data Broker and Access Management Service.","2013-04-01","2014-03-31","0.265130","-153","-56.04","Red","0.028698","10.82","Yellow","2014-07-31","10:19:36"
"019-000000134","1075","019","Department of Energy","Identity, Credential, and Access Management (ICAM)","W1-7","7512","","Mandatory PIV for network Logon","Transition DOE to Mandatory PIV for Network Logon.","2013-01-01","2014-03-31","0.236500","0","0.00","Green","0.027902","11.80","Yellow","2014-04-30","12:13:11"
"019-000000134","1075","019","Department of Energy","Identity, Credential, and Access Management (ICAM)","IM","10521","","Project Planning","A DOE ICAM Implementation Plan that represents Enterprise ICAM activity. The DOE ICAM Implementation Plan should be sufficient to track activity, inform stakeholders and hold appropriate parties accountable.","2012-08-31","2014-12-31","1.512500","-62","-9.28","Green","0.018750","1.24","Green","2014-05-30","07:20:01"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","NACIDME13","5373","","NNSA CI IOAT DME FY13","Support activities related to implementing/modernization of NNSA Network Vision/Right Path (2NV/RP) architecture.","2012-10-01","2013-09-30","29.004334","0","0.00","Green","0.000000","0.00","Green","2013-10-30","10:51:39"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","NACIDME14","5375","","NNSA CI IOAT DME FY 14","Support activities related to implementing/modernization of NNSA Network Vision/Right Path (2NV/RP) architecture.","2013-10-01","2014-09-30","41.529820","0","0.00","Green","0.000000","0.00","Green","2014-05-30","07:28:03"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","NACIOM15","7889","","NNSA CI IOAT O&M FY15","Support activities related to implementing/modernization of NNSA Network Vision/Right Path (2NV/RP) architecture.","2014-10-01","2015-09-30","213.214472","0","0.00","Green","0.000000","0.00","Green","2013-09-26","13:12:34"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","NACIDME15","9257","","NNSA CI IOAT DME FY15","Support activities related to implementation/modernization of NNSA Network and EUSS.","2014-10-01","2015-09-30","29.069581","0","0.00","Green","0.000000","0.00","Green","2013-09-26","13:12:33"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","NACIOM13","9259","","NNSA CI IOAT OM FY13","Support operations and maintenance of steady state O&M Consolidated Infrastructure - IT portfolio investments.","2012-10-01","2013-09-30","214.388012","0","0.00","Green","0.000000","0.00","Green","2013-10-30","10:51:40"
"019-000000287","1249","019","Department of Energy","NNSA Consolidated Infrastructure","NACIOM14","9261","","NNSA CI IOAT OM FY14","Support operations and maintenance of steady state O&M Consolidated Infrastructure - IT portfolio investments.","2013-10-01","2014-09-30","218.815748","0","0.00","Green","0.000004","0.00","Green","2014-05-30","07:28:03"
"019-000001374","1343","019","Department of Energy","IT Modernization","1","8459","","IT Modernization Initial Planning/Requirements Analysis","Develop an IT Roadmap, tactical plans, and products with recommendations for implementing technology improvement recommendations.","2013-09-03","2013-12-18","0.312000","0","0.00","Green","0.000000","0.00","Green","2014-01-30","11:20:51"
"019-000001374","1343","019","Department of Energy","IT Modernization","2","8461","","IT Modernization Implementation","Transform the DOE and NNSA disparate  IT systems into a modern, flexible architecture that maximizes the use of limited resources.","2014-10-01","2015-09-30","7.140000","0","0.00","Green","0.000000","0.00","Green","2013-09-13","10:54:18"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288661","2206","288661","Electronic Document Exchange","The Electronic Document Exchange project addresses the development of a secure transport mechanism for states to electronically exchange Child Support Enforcement (CSE) documents like Affidavits of Paternity, Birth Certificates and Court Orders.  The project supports the Office of Child Support Enforcement's (OCSE's) vision of developing an integrated technical infrastructure that leverages new technologies and approaches to reduce program cost by improving electronic exchanges. Pilot is expected in 2012.","2010-10-20","2012-08-21","0.441000","6","0.89","Green","0.009000","2.04","Green","2012-10-31","09:51:28"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288908","2207","288908","Passport Denial Online Enhancements","The purpose of this project is to update and expand Passport Denial functionality.           The scope of the enhancements includes: * Allowing state users to view Passport Denial information when a case is closed * Developing a page that allows administrators to select success stories by date range for saving to a local file * Removing Passport Denial type from dropdown list in Comments selection page * Correcting the sorting of Department of State (DoS) details for combined cases.","2011-07-05","2011-10-07","0.043000","0","0.00","Green","0.001000","2.38","Green","2012-04-26","13:50:52"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288983","2208","288983","Debt Inquiry Enhancements","This project, currently in the planning phase, will expand the FPLS Portal Debt Inquiry function to provide an alternative method of receiving files for insurance matching partners and implement application enhancements identified by the pilot users. The cost, schedule and milestone estimates provided are a rough order of magnitude estimate determined at the post-award Integrated Baseline Review for this contract, and are subject to change. A detailed project plan, schedule, and cost estimate will be presented to the FPLS Strategic Planning and Oversight Board prior to commencement of these activities, at which point, additional details will be provided here.","2011-10-10","2012-01-20","0.110000","0","0.00","Green","0.002000","1.82","Green","2012-04-26","13:50:52"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288984","2209","288984","FY13 E-Employer Search With NDNH","This project will enhance the FPLS E-Employer application to provide the capability for authorized state case workers to access employer address information from the National Directory of New Hires (NDNH).  It will include a search by employer name. This project is also dependent on the completion of the NDNH Employer Address to Relational Database Project.","2012-04-04","2013-02-21","0.275000","-1","-0.31","Green","0.013000","4.73","Green","2013-08-01","14:56:01"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288989","2210","288989","IRG Interface for OCSE Web Redesign","This project will modify the IRG data structures to allow citizens easier access to state child support agency contact information from the OCSE website.  The project is dependent on the overall OCSE website redesign project (not part of the FPLS investment).","2011-10-10","2012-08-16","0.314000","0","0.00","Green","-0.003000","-0.96","Green","2012-10-31","09:51:28"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288990","2211","288990","NDNH Employer Address to Relational Database","Identify and implement all of the changes necessary to convert the Employer Address File (EAF) from current storage scheme to a relational database, and to create an employer name look up table.","2011-04-27","2012-07-13","0.332000","-7","-1.58","Green","0.011000","3.31","Green","2012-10-31","09:51:28"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","288993","2212","288993","DoD Entitlements Interface","The enhancements to FPLS for this project include:* Allowing state workers to request DoD entitlement data for military and reserve member noncustodial parents (NCPs) that are associated to a military Federal Employer Identification Number (FEIN) on the National Directory of New Hires (NDNH) via the State Services Portal (SSP).* Providing states with a method of receiving DoD entitlement data via the SSP. These enhancements build on existing SSP interfaces with states, which allow state system authorized and authenticated users with secure, role-based access to select FPLS applications. The project supports OCSE's vision by developing an integrated technical infrastructure that leverages new technologies and approaches.","2010-12-15","2011-07-29","0.315000","17","7.52","Green","-0.001000","-0.32","Green","2012-04-26","13:50:52"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","289318","2213","289318","MICRS Release 12.01","Implement enhancements to the Management Information Central Repository System (MICRS), including:- Retirement and replacement of the legacy database- Capture and report additional Insurance Match data- Redesign of MICRS Federal Case Registry (FCR) reports- Enhancements to the Research System.","2011-08-22","2012-02-27","0.301000","-4","-2.12","Green","-0.001000","-0.33","Green","2012-05-22","11:09:34"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","289341","2214","289341","FY13 Move NDNH to Relational Database","This project will migrate the NDNH data to a relational database to enhance data quality and response time for real-time access to the data by authorized users.","2011-10-28","2013-02-01","0.505000","0","0.00","Green","-0.015000","-2.98","Green","2013-04-29","12:51:19"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","289354","2217","289354","FSF Portal PIV Card Implementation","This project will implement the FPLS Security Framework application changes necessary to comply with the HHS directive for the implementation of the use of HSPD-12 compliant PIV cards to authenticate federal employees and contractors accessing federal business applications.","2011-09-06","2012-01-13","0.178000","0","0.00","Green","0.000000","0.00","Green","2012-04-26","13:50:52"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","289363","2218","289363","Debt Inquiry Development","The Debt Inquiry service offers the ability to inquire the Federal Offset data through the use of the FPLS Enterprise Services Portal (ESP). This service is available to employers, insurance carriers, OCSE administrators and States. The project provides a method for employers and insurance carriers to notify state child support agencies when they plan to pay lump sum payments, insurance payouts or bonuses to individuals that owe past due child support.","2010-12-13","2011-07-18","0.343000","25","11.52","Yellow","0.001000","0.29","Green","2012-04-26","13:50:52"
