Unique Investment Identifier,Business Case Id,Performance Metric Id,Agency Performance Metric Id,Performance Metric Actual Id,Agency Performance Metric Actual Id,Actual Result,Actual Result Met/Not Met,Actual Result Comment,Actual Result Date,Updated Date,Updated Time
"005-000000063","249","2862","","42359","","66.000000","Not Met","Updated with November actual results.","2012-11-30","01/31/2013","18:06:08"
"005-000000063","249","2862","","45243","","75.000000","Met","Updated with January actual results.","2013-01-31","02/28/2013","13:44:19"
"005-000000063","249","2862","","46891","","75.000000","Met","Updated with February actual results.","2013-02-28","03/25/2013","14:09:58"
"005-000000063","249","2862","","51979","","75.000000","Met","Updated with March actual results.","2013-03-31","04/26/2013","16:17:49"
"005-000000063","249","2862","","56739","","75.000000","Met","Updated with April actual results.","2013-04-30","05/29/2013","17:57:14"
"005-000000063","249","2862","","57998","","75.000000","Met","Updated with May actual results.","2013-05-31","06/25/2013","16:23:54"
"005-000000063","249","2862","","59669","","75.000000","Met","Updated with June actual results.","2013-06-30","07/23/2013","16:23:11"
"005-000000063","249","2862","","62113","","75.000000","Met","Updated with July actual results.","2013-07-31","08/21/2013","11:15:20"
"005-000000063","249","2863","","6091","","85.000000","Met","85 indicates above average","","09/23/2011","18:57:23"
"005-000000063","249","2863","","32425","","85.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:46:10"
"005-000000063","249","2863","","32515","","85.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:57:47"
"005-000000063","249","2863","","38019","","85.000000","Met","Updated with November actual results.","2012-11-30","12/31/2012","10:01:07"
"005-000000063","249","2863","","42059","","85.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:24:14"
"005-000000063","249","2863","","42061","","85.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:24:14"
"005-000000063","249","2863","","42189","","85.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:30:47"
"005-000000063","249","2863","","42191","","85.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:30:47"
"005-000000063","249","2863","","42349","","85.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","18:06:08"
"005-000000063","249","2863","","42351","","85.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","18:06:08"
"005-000000063","249","2863","","45239","","85.000000","Met","Updated with January actual results.","2013-01-31","02/28/2013","13:44:19"
"005-000000063","249","2863","","46883","","85.000000","Met","Updated with February actua resuts.","2013-02-28","03/25/2013","14:09:58"
"005-000000063","249","2863","","51975","","85.000000","Met","Updated with March actual results.","2013-03-31","04/26/2013","16:17:49"
"005-000000063","249","2863","","56731","","85.000000","Met","Updated with April actual results.","2013-04-30","05/29/2013","17:57:14"
"005-000000063","249","2863","","58003","","85.000000","Met","Updated with May actual results.","2013-05-31","06/25/2013","16:23:54"
"005-000000063","249","2863","","59662","","85.000000","Met","Updated with June actual results.","2013-06-30","07/23/2013","16:23:11"
"005-000000063","249","2863","","62115","","85.000000","Met","Updated with July actual results.","2013-07-31","08/21/2013","11:15:20"
"005-000000063","249","6461","","30929","","99.000000","Met","Updated with September actual results for RY 2012.","2012-09-30","11/01/2012","16:45:20"
"005-000000063","249","6461","","32413","","99.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:46:10"
"005-000000063","249","6461","","32415","","99.000000","Met","Updated with September actual results for RY 2012.","2012-09-30","11/27/2012","17:46:10"
"005-000000063","249","6461","","32525","","99.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:57:47"
"005-000000063","249","6461","","32527","","99.000000","Met","Updated with September actual results for RY 2012.","2012-09-30","11/27/2012","17:57:47"
"005-000000063","249","6461","","38021","","99.000000","Met","Updated with November actual results.","2012-11-30","12/31/2012","10:01:07"
"005-000000063","249","6461","","42079","","99.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:24:15"
"005-000000063","249","6461","","42081","","99.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:24:15"
"005-000000063","249","6461","","42207","","99.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:30:47"
"005-000000063","249","6461","","42209","","99.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:30:47"
"005-000000063","249","6461","","42353","","99.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","18:06:08"
"005-000000063","249","6461","","42355","","99.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","18:06:08"
"005-000000063","249","6461","","45237","","99.000000","Met","Updated with January actual results.","2013-01-31","02/28/2013","13:44:19"
"005-000000063","249","6461","","46887","","99.000000","Met","Updated with February actual results.","2013-02-28","03/25/2013","14:09:58"
"005-000000063","249","6461","","51981","","99.700000","Met","Updated with March actual results.","2013-03-31","04/26/2013","16:17:49"
"005-000000063","249","6461","","56749","","99.700000","Met","Updated with April actual results.","2013-04-30","05/29/2013","17:57:14"
"005-000000063","249","6461","","58000","","99.800000","Met","Updated with May actual results.","2013-05-31","06/25/2013","16:23:54"
"005-000000063","249","6461","","59665","","99.800000","Met","Updated with June actual results.","2013-06-30","07/23/2013","16:23:11"
"005-000000063","249","6461","","62117","","99.900000","Met","Updated with July actual results.","2013-07-12","08/21/2013","11:15:20"
"005-000000063","249","6463","","30931","","98.000000","Not Met","Updated with September actual results for RY 2012.","2012-09-30","11/01/2012","16:45:20"
"005-000000063","249","6463","","32417","","99.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:46:10"
"005-000000063","249","6463","","32419","","98.000000","Not Met","Updated with September actual results for RY 2012.","2012-09-30","11/27/2012","17:46:10"
"005-000000063","249","6463","","32511","","99.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:57:47"
"005-000000063","249","6463","","32513","","98.000000","Not Met","Updated with September actual results for RY 2012.","2012-09-30","11/27/2012","17:57:47"
"005-000000063","249","6463","","38023","","99.000000","Met","Updated with November actual results.","2012-11-30","12/31/2012","10:01:07"
"005-000000063","249","6463","","42075","","99.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:24:15"
"005-000000063","249","6463","","42077","","99.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:24:15"
"005-000000063","249","6463","","42193","","99.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:30:47"
"005-000000063","249","6463","","42195","","99.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:30:47"
"005-000000063","249","6463","","42361","","99.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","18:06:08"
"005-000000063","249","6463","","42363","","99.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","18:06:08"
"005-000000063","249","6463","","45241","","99.000000","Met","Updated with January actual results.","2013-01-31","02/28/2013","13:44:19"
"005-000000063","249","6463","","46889","","99.000000","Met","Updated with February actual results.","2013-02-28","03/25/2013","14:09:58"
"005-000000063","249","6463","","51977","","99.500000","Met","Updated with March actual results.","2013-03-31","04/26/2013","16:17:49"
"005-000000063","249","6463","","56735","","99.500000","Met","Updated with April actual results.","2013-04-30","05/29/2013","17:57:14"
"005-000000063","249","6463","","58002","","99.600000","Met","Updated with May actual results.","2013-05-31","06/25/2013","16:23:54"
"005-000000063","249","6463","","59664","","99.900000","Met","Updated with June actual results.","2013-06-30","07/23/2013","16:23:11"
"005-000000063","249","6463","","62119","","99.900000","Met","Updated with July actual results.","2013-07-12","08/21/2013","11:15:20"
"005-000000063","249","6465","","45233","","99.900000","Met","Updated with January actual results.","2013-01-31","02/28/2013","13:44:18"
"005-000000063","249","6465","","46895","","99.200000","Met","Updated with February actual results.","2013-02-28","03/25/2013","14:09:58"
"005-000000063","249","6465","","56747","","3.500000","Met","Current results from previous survey.  Results from survey being conducted from May 2-17th will be reported with May actual results.","2013-04-30","05/29/2013","17:57:14"
"005-000000063","249","6465","","57996","","3.700000","Met","Updated with May actual results.","2013-05-31","06/25/2013","16:23:54"
"005-000000063","249","6467","","32407","","100.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:46:10"
"005-000000063","249","6467","","32543","","100.000000","Met","Updated with October actual results.","2012-10-31","11/27/2012","17:57:47"
"005-000000063","249","6467","","38025","","3.500000","Met","Updated with results from most recent survey completed in October.","2012-11-30","12/31/2012","10:01:07"
"005-000000063","249","6467","","38027","","100.000000","Met","Updated with November actual results.","2012-11-30","12/31/2012","10:01:07"
"005-000000063","249","6467","","42083","","100.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:24:15"
"005-000000063","249","6467","","42085","","3.500000","Met","Updated with results from most recent survey completed in October.","2012-11-30","01/31/2013","17:24:15"
"005-000000063","249","6467","","42087","","100.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:24:15"
"005-000000063","249","6467","","42197","","100.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","17:30:47"
"005-000000063","249","6467","","42199","","3.500000","Met","Updated with results from most recent survey completed in October.","2012-11-30","01/31/2013","17:30:47"
"005-000000063","249","6467","","42201","","100.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","17:30:47"
"005-000000063","249","6467","","42373","","100.000000","Met","Updated with December actual results.","2012-12-31","01/31/2013","18:06:08"
"005-000000063","249","6467","","42375","","3.500000","Met","Updated with results from most recent survey completed in October.","2012-11-30","01/31/2013","18:06:08"
"005-000000063","249","6467","","42377","","100.000000","Met","Updated with November actual results.","2012-11-30","01/31/2013","18:06:08"
"005-000000063","249","6467","","56737","","3.500000","Met","Current results from previous survey.  Results from survey being conducted from May 2-17th will be reported with May actual results.","2013-04-30","05/29/2013","17:57:14"
"005-000000063","249","6467","","57997","","3.700000","Met","Updated with May actual results.","2013-05-31","06/25/2013","16:23:54"
