Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2012,Target 2013,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Result Met/Not Met,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","5111","320442","Percentage of units managing the document control process through QMiS. Outcome: improvement in maintaining procedures current.","0-100% scale with 100% highest possible score.  ","204-Process and Activities - Quality","","50.000000","Over target","Semi-Annual","P43-009-041","45611","320442-20130304","77.000000","Met","77% out of 52 unite as of end Jan 2013","2013-03-04","06/28/2013","14:44:01"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","5113","320443","Percentage of user change requests accomplished in QMiS. Outcome: Increased user satisfaction and system usage. ","0-100% scale with 100% highest possible score.  ","204-Process and Activities - Quality","","50.000000","Over target","Semi-Annual","P42-009-041","45613","320443-20130304","14.000000","Not Met","14% out of 14 units as of end Jan 2013","2013-03-04","06/28/2013","14:44:01"
"009-000005354","301","009","Department of Health and Human Services","FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21)","3496","292348","HPC: Decrease time a batch job waits before resources become available on a cluster","Hours","101-Mission and Business Results - Services for Citizens","24.000000","24.000000","Under target","Semi-Annual","","58963","292348-20130625","5.200000","Met","","2013-06-25","08/01/2013","14:57:14"
"009-000005354","301","009","Department of Health and Human Services","FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21)","3497","292351","HPC: Increase aggregarte avilability of spare capacity across all clusters.","%","202-Process and Activities - Productivity","8.000000","8.000000","Over target","Monthly","","61616","292351-20130711","21.000000","Met","","2013-07-11","08/01/2013","14:57:14"
"009-000005354","301","009","Department of Health and Human Services","FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21)","3498","292352","HPC: Increase immunity for running jobs from power outgages lasting up to 6 minutes","%","101-Mission and Business Results - Services for Citizens","100.000000","100.000000","Over target","Semi-Annual","","58965","292352-20130625","100.000000","Met","","2013-06-25","08/01/2013","14:57:14"
"009-000005354","301","009","Department of Health and Human Services","FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21)","3499","292802","SE: Increase the number of SE rooms","# of SE Rooms","206-Process and Activities - Management and Innovation","3.000000","5.000000","Over target","Quarterly","","58966","292802-20130625","5.000000","Met","","2013-06-25","08/01/2013","14:57:14"
"009-000005354","301","009","Department of Health and Human Services","FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21)","3500","292803","SE: maintain optimal response time as new rooms are added to the Scientific Enclave.","seconds","215-Technology - Reliability and Availability","10.000000","10.000000","Under target","Monthly","","61617","292803-20130711","10.000000","Met","","2013-07-11","08/01/2013","14:57:14"
"009-000005354","301","009","Department of Health and Human Services","FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21)","6031","321753","SE: Increase leveraging of existing rooms for collaboration and cross-center sharing","# of SE Rooms","111-Customer Results - Customer Benefit","2.000000","2.000000","Over target","Quarterly","","58968","321753-20130625","2.000000","Met","","2013-06-25","08/01/2013","14:57:14"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","3472","301311","Reduction in Operations and Maintenance Costs","$","211-Technology - Technology Costs","1.500000","2.000000","Under target","Semi-Annual","","25797","301311-20120904","0.000000","Met","Schedule delay prevented system from being operation in 2012; therefore, unable to measure result","2012-09-04","08/01/2013","14:57:10"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","3474","301313","Time for retrieval of complete product information including manufacturing, regulatory, substance and labeling.","Hours","203-Process and Activities - Cycle Time and Timeliness","5.000000","5.000000","Under target","Monthly","","25801","301313-20120904","0.000000","Met","Schedule delay prevented system from being operation in 2012; therefore, unable to measure result","2012-09-04","08/01/2013","14:57:10"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","3475","301314","Length of time from receipt of a non-electronic report until report is available in a database for reviewers","Days","103-Mission and Business Results - Management of Government Resources","10.000000","10.000000","Under target","Semi-Annual","","25803","301314-20120904","0.000000","Met","Schedule delay prevented system from being operation in 2012; therefore, unable to measure result","2012-09-04","08/01/2013","14:57:10"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","3476","301315","Percentage of concomitant drugs in adverse event reports with validated active ingredient or trade name ","%","111-Customer Results - Customer Benefit","50.000000","50.000000","Over target","Semi-Annual","","25805","301315-20120904","0.000000","Not Met","Schedule delay prevented system from being operation in 2012; therefore, unable to measure result","2012-09-04","08/01/2013","14:57:10"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","3477","301316","Percentage validated OTC trade names in adverse event reports","%","202-Process and Activities - Productivity","50.000000","50.000000","Over target","Semi-Annual","","25807","301316-20120904","0.000000","Not Met","Schedule delay prevented system from being operation in 2012; therefore, unable to measure result","2012-09-04","08/01/2013","14:57:10"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","3478","301317","Percentage of electronic reports from manufacturers that must go through a manual process to validate a trade name since the trade name cannot be validated automatically against existing dictionary","%","213-Technology - Efficiency","20.000000","20.000000","Under target","Semi-Annual","","25809","301317-20120904","0.000000","Met","Schedule delay prevented system from being operation in 2012; therefore, unable to measure result","2012-09-04","08/01/2013","14:57:10"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","3479","283817","Number of hours of unplanned down time due to applications the Prior Notice Center. The Bioterrorism Act of 2002 requires prior notice for imported food shipments. These need to be processed on a 24x7 basis. If the system is down, then these have to be processed manually. MARCS support for this activity on a 24x7 basis is key to food security. Aligns with 2012 Congressional Justification Performance Measure (CJ) 214201.","# of hours of unplanned down time per year","114-Customer Results - Service Quality","160.000000","160.000000","Under target","Semi-Annual","P41-009-040","61683","283817-20130703","21.800000","Met","This projects to an improvement in the level of unplanned downtime in FY12.  The improvement may be explained by the stabilization of the new data center environments since the MARCS systems were integrated in FY10. ","2013-07-03","08/01/2013","14:59:01"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","3480","283818","Percentage of field work flows designed for offline use. Activities that occur outside of a government facility (field activities) make up a significant portion of the work of ORA. Often these are in areas with no network connectivity. Providing the ability to conduct such work on a computer is key to improving the efficiency of field staff for imports, domestics, and foreign activities. Aligns with CJ 214205, 224201, 234202, 234203, 244202, 244203, 253201, and 254201.","% of field work flows designed for offline use","112-Customer Results - Service Coverage","15.000000","20.000000","Over target","Semi-Annual","P44-009-041","61684","283818-20130703","15.000000","Not Met","","2013-07-03","08/01/2013","14:59:01"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","3481","283861","Number of imported products screened per year. FDA has to screen a product within two hours to meet CBP requirements to support the free flow of trade. The number of imported items has been steadily increasing and is projected to continue. PREDICT is used for risk based screening to support this throughput. Only a small portion of product can be inspected, so this screening is critical to protecting the public health. Supports CJ 214202 and 214204.","# of imported products screened per year","202-Process and Activities - Productivity","20000000.000000","22000000.000000","Over target","Monthly","P41-009-040","61685","283861-20130703","19029388.000000","Not Met","","2013-07-03","08/01/2013","14:59:01"
