Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
024-000005439,24,ICE - IT Infrastructure (Atlas),85,"Percent of network intrusion protection capability: Effectiveness of the Network Intrusion Detection System. Monitors network traffic; reports any signature based event for ICE Security Operations Ctr analysis-includes exploits, attacks, viruses, malicious behavior, etc. Calculation: Number of detected & remediated signature based events / all reported signature based events * 100 at metric frequency. High percentage results indicate effective infrastructure protection; secure IT environment.",Percent,216-Technology - Effectiveness,95.0,95.5,Met
024-000005439,24,ICE - IT Infrastructure (Atlas),86,"Percent of Business Impact Analysis (BIA) accomplished for all ICE programs: Should ICE suffer disaster, it is critical that all mission/business functions be restored. BIA identifies impacts that can result from disruption, resources required to resume mission/business functions, and function restore priority. Complete BIA for all ICE programs is critical to the ICE technology foundation and info/data sharing capability. Calculation: ICE programs with completed BIA/all ICE programs * 100.",Percent,101-Mission and Business Results - Services for Citizens,95.0,99.9,Met
024-000005439,24,ICE - IT Infrastructure (Atlas),87,Percent of all ICE systems (application infrastructure) availability (scheduled outages excluded): Measures efficient application infrastructure service coverage to customers. Application infrastructure must be available to the extent of its user base to ensure workforce productivity. Availability statistics are programmatically tracked and available at metric interval for averaging to calculate result. Maintaining high rates of coverage is critical to efficient provided-service customer use.,Percent,112-Customer Results - Service Coverage,95.0,99.0,Met
024-000005439,24,ICE - IT Infrastructure (Atlas),88,"Percent of DHS Information Security Vulnerability Management Systems ISVMs compliance on desktops and servers (35,000): DHS policy compliance-IT security patches must be installed in accordance with CM plans and within the timeframe or direction stated in the ISVMs message published by the DHS Computer Security Incident Response Center. Measure the extent to which technology satisfies functionality or capability requirements and complies with standards. Number compliant / total number * 100.",Percent,212-Technology - Quality Assurance,95.0,96.0,Met
024-000005439,24,ICE - IT Infrastructure (Atlas),89,Percent of Active Directory (AD) LAN Accounts certified or recertified: Certification or recertification of all AD LAN Accounts (users) based on successful information assurance training completion. Measures ICE IT foundation security improvement through consistent security training. User application of information assurance techniques through training increases IT environment protection. Number of successful completions (LAN accounts) / the number designated for completion (LAN accounts) * 100.,Percent,205-Process and Activities - Security and Privacy,95.0,99.0,Not Met
024-000005439,24,ICE - IT Infrastructure (Atlas),90,"Percent of protection provided by the ePO anti-virus environment: ICE IT Infrastructure (Atlas) Program delivers information technology products/services to provide 24x7x365 support required by ICE LOBs to enable ICE/DHS mission achievement. Monitoring anti-virus environments, host intrusion prevention, device & port control for all ICE workstations/servers (endpoints) is critical to IT management coordination in successful product/service delivery. Monitored endpoints/total # endpoints * 100.",Percent,103-Mission and Business Results - Management of Government Resources,95.0,95.5,Met
024-000001080,24,ICE - Federal Financial Management System (FFMS),1,Maintain financial transaction accuracy,Percent,103-Mission and Business Results - Management of Government Resources,99.0,99.0,Met
024-000001080,24,ICE - Federal Financial Management System (FFMS),2,Maintain # of classes offered to ensure compliance with SLA,Number,111-Customer Results - Customer Benefit,4.0,4.0,Met
024-000001080,24,ICE - Federal Financial Management System (FFMS),3,decrease average # seconds to run reports,Other,202-Process and Activities - Productivity,50.0,40.0,Met
024-000001080,24,ICE - Federal Financial Management System (FFMS),4,Decrease % of delayed report submissions due to unvalidated numbers,Percent,103-Mission and Business Results - Management of Government Resources,1.0,0.45,Not Met
024-000001080,24,ICE - Federal Financial Management System (FFMS),5,Maintain system uptime,Percent,215-Technology - Reliability and Availability,95.0,99.0,Met
024-000001080,24,ICE - Federal Financial Management System (FFMS),6,Reduce % CPU utilization through process improvements,Percent,215-Technology - Reliability and Availability,50.0,35.0,Met
024-000005536,24,ICE - Enforcement Information Sharing (EIS),96,"Increase by additional sharing partners that will share information with EIS users. These sharing partners are law enforcement organizations including Local, State, and other Federal and can be made up of many agencies.  The more agencies that share information increase the pool of information that ICE agents and other law enforcement officers have to exchange data to better strengthen their cases and increase the ability to find a subject.",Number,112-Customer Results - Service Coverage,8.0,14.0,Met
024-000005536,24,ICE - Enforcement Information Sharing (EIS),97,Increase in the number of data elements that are shareable allowing more identifiable information available to the agents and sharing partners allowing them to find subjects and make stronger cases.,Number,214-Technology - Information and Data,46.0,56.0,Not Met
024-000005536,24,ICE - Enforcement Information Sharing (EIS),98,Increase in the number of records ingested per year increasing the number of records agents and Law Enforcement officers can search to find subjects and make stronger cases.,Number,103-Mission and Business Results - Management of Government Resources,335769260.0,365769260.0,Met
024-000005536,24,ICE - Enforcement Information Sharing (EIS),99,Average increase of 15% in the number of EIS queries per week,Number,202-Process and Activities - Productivity,4202.0,5560.0,Met
024-000005536,24,ICE - Enforcement Information Sharing (EIS),100,Average increase of 10% in the distinct users that access EIS,Number,202-Process and Activities - Productivity,707.0,856.0,Met
024-000005363,24,ICE - Student and Exchange Visitor Information System (SEVIS),47,SEVIS Helpdesk Average Speed to Answer,Seconds,113-Customer Results - Timeliness and Responsiveness,60.0,60.0,Not Met
024-000005363,24,ICE - Student and Exchange Visitor Information System (SEVIS),48,SEVIS Helpdesk First Call Resolution Rate measured on average of all issues received at Tier-1 will be resolved on the first contact to the helpdesk.,Percent,114-Customer Results - Service Quality,90.0,90.0,Met
024-000005363,24,ICE - Student and Exchange Visitor Information System (SEVIS),49,SEVIS Technical Support Response. This metric measures the percentage of system performance problems that are proactively identified and resolved before there is a degradation in system performance. This metric is used to ensure peak efficiency is maintained and services levels prescribed in the Engineering SLA are not breached.,Percent,216-Technology - Effectiveness,98.0,98.0,Met
024-000005363,24,ICE - Student and Exchange Visitor Information System (SEVIS),50,SEVIS System Availability,Percent,215-Technology - Reliability and Availability,99.4,99.4,Met
024-000005363,24,ICE - Student and Exchange Visitor Information System (SEVIS),51,SEVIS Application Quality (Production Defects). This metric is used to determine whether or not non-compliant data falls within the technical performance standard thresholds.,Percent,212-Technology - Quality Assurance,0.4,0.4,Met
024-000009538,24,NPPD - NS/EP PTS,7,"Number of WPS authorized users, This is a measure of the number of WPS Subscriber phones",Number,112-Customer Results - Service Coverage,47343.0,99000.0,Met
024-000009538,24,NPPD - NS/EP PTS,8,Number of GETS cards issued.  This is a measure of the number of GETS users,Number,112-Customer Results - Service Coverage,155000.0,270000.0,Met
024-000009538,24,NPPD - NS/EP PTS,9,% NS/EP GETS readiness as measured by automated test calls process (RSVP),Percent,202-Process and Activities - Productivity,95.0,95.0,Met
024-000009538,24,NPPD - NS/EP PTS,10,% NS/EP infrastructure technology with NS/EP enhancements to recognize GETS priority (Ubiquity),Percent,213-Technology - Efficiency,98.0,95.0,Met
024-000009538,24,NPPD - NS/EP PTS,11,%NS/EP call completion Overall (KPP),Percent,202-Process and Activities - Productivity,95.0,95.0,Met
024-000009538,24,NPPD - NS/EP PTS,12,"% NS/EP GETS call completion rate (CCR) during disaster, crisis, or National Special Security Event,  This measure contains the program CCR when no significant events occur in the reporting period.",Percent,101-Mission and Business Results - Services for Citizens,94.0,90.0,Met
024-000009508,24,NPPD - National Cybersecurity Protection System (NCPS),77,Percent of Federal Executive Branch civilian networks monitored for cyber intrusions with advanced technology,Percent,101-Mission and Business Results - Services for Citizens,12.9,55.0,Not Met
024-000009508,24,NPPD - National Cybersecurity Protection System (NCPS),78,"Percent of unique high priority alert-level events detected by the National Cybersecurity Protection System (NCPS), validated as legitimate incidents",Percent,114-Customer Results - Service Quality,87.0,93.0,Met
024-000009508,24,NPPD - National Cybersecurity Protection System (NCPS),79,Average time in hours from automated threat identification at the threat collector to ticket generation in the incident handling system,Minutes,203-Process and Activities - Cycle Time and Timeliness,0.0,90.0,Met
024-000009508,24,NPPD - National Cybersecurity Protection System (NCPS),80,Percent of identified high vulnerabilities where mitigation strategies were provided,Percent,216-Technology - Effectiveness,0.0,90.0,Met
