Unique_Investment_Identifier,Contract_ID,IDV_PIID,Vendor_name,Contract_size,Type of Contract (USAspending),Contract_Description,Timestamp (Contract)
024-000005188,18464,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.129608,Firm Fixed Price,FDR Software Maintenance for the period 4/1/11 through 3/31/12.,2012-03-01 16:31:47
024-000005188,18473,GS35F0654R,WILLIAM DATA SYSTEMS LIMITED LIABILITY COMPANY,0.037132,Firm Fixed Price,Software maintenance,2012-03-01 16:31:47
024-000005188,18478,HSHQDC07D00022,WILDFLOWER INTERNATIONAL LIMITED,0.02561,Firm Fixed Price,AppDetective Software license maintenance.,2012-03-01 16:31:48
024-000005188,18479,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.077642,Firm Fixed Price,RENEWAL OF SOFTWARE SUPPORT/MAINTENANCE,2012-03-01 16:31:48
024-000005188,18484,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,10.640905,Time and Materials,Data Recovery & Replication support Services under DHS-wide EAGLE,2012-03-01 16:31:48
024-000005188,18501,HSBP1009D02335,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,0.968,Firm Fixed Price,Microsoft Consulting Services,2011-09-14 07:13:47
024-000005188,18502,HSBP1007D01587,PRIMESCAPE SOLUTIONS INCORPORATED,26.743457,Labor Hours,Contract Support Services,2012-03-01 16:31:48
024-000005188,18515,GS35F0196M,SOFTCHOICE CORPORATION,0.43856999999999996,Firm Fixed Price,"NOVELL MANAGED OBJECTS SOFTWARE AND MAINENANCE FOR CALENDER YEAR 2011, WITH 2 1-YEAR OPTION PERIODS.",2012-03-01 16:31:48
024-000005188,18516,GS35F5337H,COMPUWARE CORPORATION,0.385676,Firm Fixed Price,Proprietary software license and maintenance renewals.,2012-03-01 16:31:48
024-000005188,18518,HSHQDC07D00021,COMPUTER WORLD SERVICES CORPORATION,0.310148,Firm Fixed Price,Anual Maintenance of Trend Micro ScanMail,2012-03-01 16:31:48
024-000005188,24851,GS25F0062L,XEROX CORPORATION,0.0008900000000000001,Firm Fixed Price,XEROX COPIER MAINTENANCE.,2012-07-27 07:37:16
024-000005188,24853,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),1.738668,Firm Fixed Price,SOFTWARE LICENSE RENEWALS.,2012-07-27 07:37:16
024-000005188,24857,GS35F0196M,SOFTCHOICE CORPORATION,0.43856999999999996,Firm Fixed Price,MANAGED OBJECTS SOFTWARE MAINTENANCE.  THIS ACTION PROVIDES REMAINING FUNDING FOR OPTION PERIOD 1.,2012-07-27 07:37:16
024-000005188,24861,GS35F5891H,"SAP PUBLIC SERVICES, INC",5.823180000000001,Firm Fixed Price,SAP SUPPORT AND MAINTENANCE: FUNDING FOR THE PERIOD JANUARY THROUGH MARCH 2011.,2012-07-27 07:37:16
024-000005188,24863,HSHQDC07D00029,"FCN, INC.",0.479392,Firm Fixed Price,DAMS HP BTO SUPPORT MAINTENANCE,2012-07-27 07:37:16
024-000005188,24865,GS35F4880H,"VIATECH SYSTEMS, INCORPORATED",5.623844999999999,Time and Materials,CLOSELY ASSOCIATED - INFORMATION TECHNOLOGY TRAINING AND SUPPORT SERVICES,2012-07-27 07:37:16
024-000005188,24867,HSHQDC07D00024,GOVERNMENT ACQUISITIONS INCORPORATED,0.083345,Firm Fixed Price,OTHER FUNCTIONS - ORACLE SOLARIS PREMIER SOFTWARE MAINTENANCE RENEWAL,2012-07-27 07:37:16
024-000005188,24869,HSBP1007D01587,PRIMESCAPE SOLUTIONS INCORPORATED,16.501844000000002,Labor Hours,"PRIMESCAPE, INCREASE INCREMENTAL FUNDING ON OPTION YEAR 2",2012-07-27 07:37:16
024-000005188,24871,HSHQDC10A00102,"MYTHICS, INC",10.995769000000001,Time and Materials,EXERCISE OPTION 1 UNDER UTOPIA SUPPORT PLAN CONTRACT FOR OIT OFFICE,2012-07-27 07:37:16
024-000005188,24873,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.144024,Firm Fixed Price,IT INFRASTRUCTURE EQUIPMENT,2012-07-27 07:37:16
024-000005188,24875,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),1.738668,Firm Fixed Price,SOFTWARE LICENSE RENEWALS.,2012-07-27 07:37:16
024-000005188,24877,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.500689,Firm Fixed Price,ARINC NEWWORK MAINTENANCE,2012-07-27 07:37:16
024-000005188,24879,GS35F0119P,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,0.490749,Firm Fixed Price,"FUNDING ONLY MOD TO FULLY FUND THE ORDER, AWARDED AT THE END OF FY11, SUBJECT TO AVAILABILITY OF FUNDS.",2012-07-27 07:37:16
024-000005188,24881,HSHQDC11A00042,GTSI CORP.,0.21435300000000002,Firm Fixed Price,SOFTWARE MAINTENANCE,2012-07-27 07:37:16
024-000005188,24885,HSHQDC07D00022,WILDFLOWER INTERNATIONAL LIMITED,0.07916000000000001,Firm Fixed Price,IRONKEY SOFTWARE MAINTENANCE RENEWAL,2012-07-27 07:37:16
024-000005188,24887,HSHQDC07D00024,GOVERNMENT ACQUISITIONS INCORPORATED,0.131554,Firm Fixed Price,HP TEST SUITE MAINTENACE&TECH SUPPORT RENEWAL,2012-07-27 07:37:16
024-000005188,24891,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.0504,Firm Fixed Price,APPDETECTIVE ANNUAL RENEWAL AND MAINTENANCE SOFTWARE,2012-07-27 07:37:16
024-000005188,24893,GS35F0581R,VISION TECHNOLOGIES INCORPORATED (9640),11.48702,Time and Materials,MOD - LABOR RATE ADJUSTMENT,2012-07-27 07:37:16
024-000005188,24895,GS35F0823M,COMPUTER ASSOCIATES INTERNATIO,56.9,Firm Fixed Price,EXERCISE OPTION 1,2012-07-27 07:37:16
024-000005188,24897,HSHQDC11A00042,GTSI CORP.,0.107865,Firm Fixed Price,NETAPP SOFTWARE AND APPLIANCE MAINTENANCE,2012-07-27 07:37:16
024-000005188,24899,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,2.129724,Firm Fixed Price,MOBIKEY ROUTE 1 TRU-OFFICE SOFTWARE LICENSES/MAINTENANCE,2012-07-27 07:37:16
024-000005188,24901,GS35F0363P,ESCGOV,3.271282,Firm Fixed Price,ORDER FOR IBM MAINFRAME LICENSES,2012-07-27 07:37:16
024-000005188,24903,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.430071,Firm Fixed Price,ROUTE 1 DEFIMNET SOFTWARE MAINTENANCE,2012-07-27 07:37:16
024-000005188,24905,HSHQDC07D00024,GOVERNMENT ACQUISITIONS INCORPORATED,0.46603100000000003,Firm Fixed Price,ANNUAL SOFTWARE LICENSES AND PRODUCT LICENSES,2012-07-27 07:37:16
024-000005188,24907,HSBP1009D02335,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,0.9970559999999999,Firm Fixed Price,MICROSOFT CONSULTING SERVICES,2012-07-27 07:37:17
024-000005188,24909,GS35F5040H,SYNCSORT INCORPORATED,0.056285,Firm Fixed Price,ANNUAL SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24911,GS10F0169K,ICI SERVICES CORPORATION,3.3714199999999996,Firm Fixed Price,CONTINUED SHUTTLE SERVICE,2012-07-27 07:37:17
024-000005188,24913,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.030174,Firm Fixed Price,INTERNAL PARTS AND SOFTWARE TO UPGRADE AN RNC3000 (RADIO NETWORK CONTROLLER),2012-07-27 07:37:17
024-000005188,24915,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.04604,Firm Fixed Price,ANNUAL SOFTWARE MAINTENANCE AND PRODUCT LICENSES,2012-07-27 07:37:17
024-000005188,24917,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.004667,Firm Fixed Price,ALTOVA SOFTWARE MAINTENANCE SUPPORTING CBP EDME PROGRAM,2012-07-27 07:37:17
024-000005188,24919,HSHQDC11A00043,"IMMIXTECHNOLOGY, INC.",0.8339139999999999,Firm Fixed Price,MCAFEE SOFTWARE MAINTENANCE.,2012-07-27 07:37:17
024-000005188,24921,GS06F0634Z,"VIATECH SYSTEMS, INC.",3.8270160000000004,Time and Materials,CLOSELY ASSOCIATED - TECHNOLOGY HARDWARE MAINTENANCE SUPPORT,2012-07-27 07:37:17
024-000005188,24923,HSHQDC05D00003,RICOH AMERICAS CORPORATION (3521),0.001959,Firm Fixed Price,RICOH COPIER LEASE AND MAINTENANCE.,2012-07-27 07:37:17
024-000005188,24925,HSHQDC07D00022,WILDFLOWER INTERNATIONAL LIMITED,0.147599,Firm Fixed Price,"REQUIREMENT IS FOR 1050 IRONKEY S200 4GB USB DRIVES, WITH ASSOCIATED SOFTWARE",2012-07-27 07:37:17
024-000005188,24927,HSHQDC10A00106,GTSI CORPORATION,0.217615,Firm Fixed Price,EVAULT LICENSE RENEWALS.,2012-07-27 07:37:17
024-000005188,24931,HSHQDC07D00025,GOVPLACE,0.136883,Firm Fixed Price,ANNUAL RSA TOKENS SOFTWARE,2012-07-27 07:37:17
024-000005188,24933,HSHQDC11A00042,GTSI CORP.,0.327824,Firm Fixed Price,OTHER FUNCTION- NET APPS TO SUPPORT FILE/PRINT,2012-07-27 07:37:17
024-000005188,24935,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.11616900000000001,Firm Fixed Price,HP SOA SYS STD UNLTD SW-ENTERPRISE,2012-07-27 07:37:17
024-000005188,24937,HSHQDC11A00039,DELL FEDERAL SYSTEMS LIMITED PARTNERSHIP,0.054036,Firm Fixed Price,F5 MAINTENANCE RENEWAL,2012-07-27 07:37:17
024-000005188,24939,HSHQDC07D00029,"FCN, INC.",2.438242,Firm Fixed Price,ADMIN MODIFICATION,2012-07-27 07:37:17
024-000005188,24945,GS35F5337H,COMPUWARE CORPORATION,0.40110300000000004,Firm Fixed Price,ANNUAL SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24947,GS35F0365U,"PREMIER SYSTEMS SALES, LTD.",0.009425,Firm Fixed Price,PRO-RATED SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24953,HSHQDC10A00106,GTSI CORPORATION,1.57164,Firm Fixed Price,SYMANTEC SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24955,GS35F0889N,MCP COMPUTER PRODUCTS INC,0.053765999999999994,Firm Fixed Price,IT EQUIPMENT FOR VT,2012-07-27 07:37:17
024-000005188,24957,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.16431500000000002,Firm Fixed Price,"FATSCOPY, FATS/FATAR, FDR/CPK/ABR, FDR INSTANT BACKUP, FDRPAS AND FDR UPSTREAM SOFTWARE MAINTENANCE AND LICENSES.",2012-07-27 07:37:17
024-000005188,24961,HSHQDC10A00102,"MYTHICS, INC",9.951433999999999,Firm Fixed Price,ORDER PLACED AGAINST DHS-MANDATED BLANKET PURCHASE AGREEMENT FOR ORACLE PRODUCT UPDATES.,2012-07-27 07:37:17
024-000005188,24963,HSHQDC11A00042,GTSI CORP.,1.100126,Firm Fixed Price,CRITICAL FUCTIONS-ACE P795 SERVER HA UPGRADE,2012-07-27 07:37:17
024-000005188,24965,GS35F0365U,"PREMIER SYSTEMS SALES, LTD.",0.009425,Firm Fixed Price,PRO-RATED SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24967,GS35F0189U,"PRAGMATICS, INC.",12.462374,Time and Materials,THIS MODIFICATION WAS TO CORRECT AN ADMINISTRATIVE ERROR.  ALL TERMS AND CONDITIONS REMAIN UNCHANGED.,2012-07-27 07:37:17
024-000005188,24971,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.12164100000000001,Firm Fixed Price,ENCASE MAINTENANCE TRU-UP,2012-07-27 07:37:17
024-000005188,24973,HSHQDC07D00030,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,0.042551,Firm Fixed Price,29 DESKTOP COMPUTERS,2012-07-27 07:37:17
024-000005188,24975,HSHQDC07D00030,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,0.07032999999999999,Firm Fixed Price,HP SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24977,HSHQDC11A00042,GTSI CORP.,0.049842000000000004,Firm Fixed Price,SYMANTEC SOFTWARE MAINTENANCE.,2012-07-27 07:37:17
024-000005188,24981,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.150306,Firm Fixed Price,OTHER FUNCTIONS-BLACKBERRY MAINTENANCE SUPPORT,2012-07-27 07:37:17
024-000005188,24983,GS35F0189U,"PRAGMATICS, INC.",1.9229630000000002,Cost Plus Fixed Fee,EXTENSION OF TESTING SERVICES,2012-07-27 07:37:17
024-000005188,24985,HSHQDC07D00025,GOVPLACE,0.049616,Firm Fixed Price,OTHER FUNCTIONS- LIEBERMAN SOFTWARE MAINTENANCE,2012-07-27 07:37:17
024-000005188,24987,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.1227,Firm Fixed Price,SECUREDOC TECHNICAL SUPPORT.,2012-07-27 07:37:17
024-000005188,24989,HSBP1007D01587,PRIMESCAPE SOLUTIONS INCORPORATED,16.501844000000002,Labor Hours,"PRIMESCAPE, INCREASE INCREMENTAL FUNDING ON OPTION YEAR 2",2012-07-27 07:37:17
024-000005188,24991,HSHQDC07D00024,GOVERNMENT ACQUISITIONS INCORPORATED,0.021816,Firm Fixed Price,BLADE ENCLOSURES,2012-07-27 07:37:17
024-000005188,24993,LC09D7027,"REED ELSEVIER, INC",0.389648,Firm Fixed Price,LEXISNEXIS USER ACCOUNT ACCESS FOR U.S. CUSTOMS AND BORDER PROTECTION EMPLOYEES TO BE ABLE TO ACCESS THE LEXISNEXIS DATABASES. THIS IS AN ORDER OFF LIBRARY OF CONGRESS CONTRACT: LC09D7027.,2012-07-27 07:37:17
024-000005188,24997,HSHQDC07D00025,GOVPLACE,0.307256,Firm Fixed Price,OTHER FUNCTION -INFORMATICA SW MAINTENANCE,2012-07-27 07:37:17
024-000005188,24999,HSHQDC07D00024,GOVERNMENT ACQUISITIONS INCORPORATED,0.07788400000000001,Firm Fixed Price,LAPTOP COMPUTERS,2012-07-27 07:37:17
024-000005188,25001,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),1.738668,Firm Fixed Price,SOFTWARE LICENSE RENEWALS.,2012-07-27 07:37:17
024-000005188,25003,HSHQDC07D00025,GOVPLACE,0.011607,Firm Fixed Price,ALGOSEC SOFTWARE LICENSE MAINTENANCE,2012-07-27 07:37:17
024-000005188,25005,HSBP1106D01066,SOCIETE INTERNATIONALE DE TELECOMMUNICATIONS AERONAUTIQUES (CORP),0.4,Firm Fixed Price,ELECTRONICALLY TRANSMIT AIRLINE DATA,2012-07-27 07:37:17
024-000005188,25007,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,3.2887980000000003,Time and Materials,THIS MODIFICATION DEOBLIGATES UNUSED FUNDS.,2012-07-27 07:37:17
024-000005188,25009,GS06F0367Z,AMDEX CORPORATION,6.668667999999999,Time and Materials,IT SUPPORT SERVICES TO ASSIST WITH DATA OPERATIONS REQUIREMENTS.,2012-07-27 07:37:17
024-000005188,25011,HSHQDC10A00089,"EMERGENT, LLC",0.20533400000000002,Firm Fixed Price,BPA ORDER FOR CBP ADOBE SOFTWARE LICENSES AND UPDATES FOR THE PERIOD 3/19/2012 THROUGH 3/18/2013.,2012-07-27 07:37:17
024-000000591,22183,TIRNO99D00005,THE MITRE CORPORATION,2.4282,Firm Fixed Price,INDEPENDENT PROGRAM ASSESSMENT AND TECHNICAL ADVISORY SERVICES SUPPORT,2011-09-21 12:52:49
024-000000591,22184,HSHQDC06D00032,ELECTRONIC DATA SYSTEMS CORPORATION,395.26819900000004,Time and Materials,The above Solicitation Number is a continuation of solicitation numbers HSHQDC-07-Q-00050A and HSHQDC-07-Q-00050B.  This number is for the down select process and shall start with base notice even though all amendments are attached from Phase One.,2012-02-25 13:15:27
024-000000591,22185,HSHQDC06D00044,"CREATIVE COMPUTING SOLUTIONS, INC.",78.975691,Time and Materials,PROGRAM MANAGMENT OFFICE SUPPORT FOR THE DEPARTMENT OF HOMELAND SECURITY OCIO.,2012-02-25 13:15:27
024-000000591,22186,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),209.991929,Labor Hours,STENNIS DATA CENTER MANAGED SERVICES,2012-02-25 13:15:27
024-000001110,22107,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),16.405882000000002,Labor Hours,EWO,2012-07-31 13:39:41
024-000001110,22108,HSHQDC06D00032,ELECTRONIC DATA SYSTEMS CORPORATION,3.474107,Time and Materials,ICE ASR ROUTER AN ENTERPRISE EXPENSE FUNDING,2012-07-31 13:39:41
024-000001110,22109,HSHQDC12X00261,THE MITRE CORPORATION,5.103798,Cost Plus Fixed Fee,OCIO ITSO,2012-07-31 13:39:41
024-999992100,21708,GS10F0018M,TOUCHSTONE CONSULTING GROUP INCORPORATED,7.477742,Labor Hours,"The purpose of this Task Order is to provide Program/Project Management, Administrative, and Subject Matter Expert support to assist in implementing and sustaining Federal Network Security (FNS) activities.",2011-09-16 15:08:47
024-000005666,22191,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),234.558261,Fixed Price Award Fee,FEDERAL AIR MARSHAL SERVICE IT REQUIREMENTS,2012-04-26 15:46:04
024-000005666,22193,HSHQDC07D00027,MULTIMAXARRAY FIRSTSOURCE,0.125755,Firm Fixed Price,REPLACE/UPGRADE TWO (2) SIDEWINDER DEVICES THAT ARE ON END-OF-LIFE HARDWARE AND TO CONTINUE SUPPORT ON EIGHT (8) DEVICES AND SUPPORTING MANAGEMENT DEVICES.,2012-04-26 15:46:04
024-000005666,22196,HSHQDC06D00038,SRA INTERNATIONAL INCORPORATED (3306),42.221346000000004,Firm Fixed Price,MODIFICATION P00007 TO TASK ORDER NO. HSTS03-09-J-CIO553.NOTE THAT A COPY OF THE SIGNED&DATED MODIFICATION P00007 ALSO APPEARS UNDER PACKAGE / ATTACHMENTS,2012-04-26 15:46:04
024-000006010,22111,GS35F4594G,SYSTEMS RESEARCH AND APPLICATI,20.105499,Time and Materials,Direct Access system support and maintenance,2012-02-28 13:42:29
024-000006010,22112,GS35F0423W,TOTAL SYSTEMS TECHNOLOGIES CORPORATION,0.772524,Firm Fixed Price,"RECOMPETE FOR WORK CURRENTLY BEING DONE UNDER PCI107AS OF 25 MARCH, VENDOR IS TBD.5/19/2011 - FULLY FUND BASE YEAR WITH ABBREVIATED POP OF 1 JULY 2011 THRU 31 MARCH 2012.AS OF 19  MAY 2011, VENDOR IS TBD.AS OF 28  JUNE 2011, VENDOR IS TSTC.",2012-02-28 13:42:29
024-000006010,22114,GS35F0153M,"MYTHICS, INC",0.451737,Firm Fixed Price,ANNUAL PEOPLESOFT APPLICATION SOFTWARE MAINTENANCE,2012-02-28 13:42:29
024-000006010,22115,GS35F0153M,"MYTHICS, INC",0.24867899999999998,Firm Fixed Price,PeopleSoft Internal Controls Enforcer (ICE)** See Original doc. remarks for additional information. ** Doc Remark did not carry over into Mod-PR,2012-02-28 13:42:29
024-000006010,22117,GS35F4984H,INTERNATIONAL BUSINESS MACHINE,10.872508999999999,Firm Fixed Price,Hosting services for P.Soft,2012-02-28 13:42:29
024-000003127,21710,Yes,WILDFLOWER INTERNATIONAL LIMITED,2.925055,Firm Fixed Price,IT COMMODITIES AND RELATED SERVICES,2012-08-22 07:14:24
024-000003127,21712,Yes,GENERAL DYNAMICS ONE SOURCE LIMITED LIABILITY COMPANY,51.495025,Cost Plus Incentive,INFORMATION TECHNOLOGY OPERATIONS AND MAINTENANCE END USER SERVICES,2012-08-22 07:14:24
024-000004053,19871,HSHQDC07D00022,WILDFLOWER INTERNATIONAL LIMITED,3.26499,Firm Fixed Price,09-IRM-PR-CMW-00998,2012-07-27 07:38:14
024-000004053,19872,GS00T01AHD0002,A T AND T CORPORATION (0000),0.047381,Other (none of the above),08-CID-PR-GJ-33,2012-02-29 15:06:04
024-000004053,19874,TIRNO02Z0009,AVAYA INC,1.927145,Firm Fixed Price,SERVICES,2012-07-27 07:38:14
024-000004053,19876,GS35F0643W,FAIRFIELD TECHNOLOGIES INC.,1.1445940000000001,Firm Fixed Price,ENTERPRISE SERVER SYSTEM ADMINISTRATOR SUPPORT SERVICES,2012-07-27 07:38:14
024-000004053,19878,HSHQDC07D00022,WILDFLOWER INTERNATIONAL LIMITED,0.004725,Firm Fixed Price,Firefly Developer Maintenance Contract,2012-02-29 15:06:04
024-000005633,22118,HSTS0206DTTC028,INFOZEN INCORPORATED,9.441434,Cost Plus Award Fee,O&M FOR THE TTAC OCE.,2012-04-24 07:12:53
024-000005633,22119,HSTS0206DTTC028,INFOZEN INCORPORATED,23.735788,Firm Fixed Price,FUNDING FOR MORS,2012-04-24 07:12:53
024-000005633,22120,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,4.4024849999999995,Not Reported,ADMINISTRATVIE MODIFICATION,2012-04-24 07:12:53
024-000005352,21713,HSHQDC06D00032,ELECTRONIC DATA SYSTEMS CORPORATION,24.983453,Combination (two or more),IT SOFTWARE,2012-07-24 07:11:48
024-000005352,21715,HSHQDC06D00022,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773),24.686882999999998,Cost Plus Fixed Fee,"SOFTWARE DEVELOPMENT FOR BEDSPACE, TRANSPORTATION, AND DETAINEE LOCATION TRACKING SYSTEM (BST&T)",2012-07-24 07:11:48
024-000005116,20459,HSBP1010A00058,ELEVATION LIMITED,3.3347239999999996,Firm Fixed Price,NO COST EXTENSION OF SERVICES,2012-08-21 07:12:17
024-000005116,20462,GS35F4880H,"VIATECH SYSTEMS, INCORPORATED",6.953077,Labor Hours,"WESTERN HEMISPHERE TRAVEL INITIATIVE (WHTI): EXTENSION OF PERIOD OF PERFORMANCE THROUGH AUGUST 31, 2011.",2012-06-26 07:16:29
024-000005116,20467,HSHQDC06D00023,UNISYS CORPORATION,86.275944,Firm Fixed Price,IT SERVICES AND PRODUCTS,2012-08-21 07:12:17
024-000005116,23108,HSHQDC06D00023,UNISYS CORPORATION,10.371376,Time and Materials,TO INCORPORATE ADDITIONAL WITHIN SCOPE SOW AND FUNDING.,2012-08-21 07:12:18
024-000005116,23110,HSHQDC06D00023,UNISYS CORPORATION,81.943601,Firm Fixed Price,WHTI LAND BORDER INTEGRATION (LBI) TASK ORDER AWARD,2012-08-21 07:12:18
024-000006074,19879,HSHQDC06D00018,LOCKHEED MARTIN CORPORATION,5.585155,Time and Materials,2109239TED730SERVICE CONTRACT FOR PAWSS,2012-04-30 13:29:58
024-000006074,19880,HSCG8406DAAT135,NORTHSTAR TECHNOLOGY SYSTEMS,8.069397,Time and Materials,VTS PAWSS PREVENTIVE AND CORRECTIVE MAINTENANCE IAW THE ATTACHED STATEMENT OF WORK; SOW_2077_0,2012-04-30 13:29:58
024-000006074,19881,HSCG8406DAAT135,NORTHSTAR TECHNOLOGY SYSTEMS,2.578737,Time and Materials,FULLY FUND SUBJECT TASK ORDER.,2012-04-30 13:29:58
024-000006074,19882,HSCG8406DAAT135,NORTHSTAR TECHNOLOGY SYSTEMS,1.641588,Firm Fixed Price,"LIFE-CYCLE SYSADMIN SUPPORT PAWSS, CGVTS, HAWKEYE3 FT EMPLOYEESPOP: 01MAY10-30APR11",2012-04-30 13:29:58
024-000006115,19885,GS23F0283K,SERCO INCORPORATED,0.9788020000000001,Firm Fixed Price,CONTRACTOR SUPPORT FOR THE US COAST GUARD'S LOGISTIC INFORMATION MANAGEMENT SYSTEM PROJECT OFFICE.,2012-07-27 17:26:24
024-000006115,24611,GS35F0153M,"MYTHICS, INC",1.8034259999999998,Labor Hours,CONTRACTOR TECHNICAL SUPPORT FOR ORACLE E-BUSINESS SUITE INCLUDING VENTUREFORTH VMOBILE FOR THE U.S. COAST GUARD LOGISTICS INFORMATION MANAGEMENT SYSTEM (CG-LIMS).,2012-07-27 17:26:24
024-000003129,22121,No,CYBERDATA TECHNOLOGIES INC,3.5246690000000003,Firm Fixed Price,OIT ITSM DASHBOARD SERVICES,2012-08-23 07:14:15
024-000003129,22122,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,113.051608,Labor Hours,SECURE ENTERPRISE TECHNOLOGY INFRASTRUCTURE (SETI),2012-08-23 07:14:15
024-000003129,22123,HSHQDC06D00023,UNISYS CORPORATION,4.419319000000001,Time and Materials,BASICS,2012-08-23 07:14:15
024-000003129,22124,HSHQDC06D00048,TWD AND ASSOCIATES INCORPORATED,6.477741,Firm Fixed Price,TIPS GFE,2012-08-23 07:14:15
024-000003129,22125,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),0.616996,Firm Fixed Price,IBM NETCOOL SOFTWARE MAINTENANCE SUPPORT,2012-08-23 07:14:15
024-000003129,22126,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),25.300041,Firm Fixed Price,HW&SW FOR DC1 DC2 FOR TPO,2012-08-23 07:14:15
024-000003129,22130,HSHQDC07D00025,GOVPLACE,0.053891999999999995,Firm Fixed Price,FIDELIS HARDWARE AND MAINTENANCE,2012-08-23 07:14:15
024-000003129,22132,HSHQDC05D00004,SHARP ELECTRONICS CORPORATION,0.004136,Firm Fixed Price,COPIER,2012-08-23 07:14:15
024-000003129,22136,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.379169,Firm Fixed Price,CISCO&RIVERBED,2012-08-23 07:14:15
024-000003129,25155,GS23F0282L,UNITED PARCEL SERVICE INCORPORATED (OH) (2075),0.105,Firm Fixed Price,UPS EXPRESS FREIGHT,2012-08-23 07:14:15
024-000003129,25157,HSBP1009D02335,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,0.8496540000000001,Firm Fixed Price,MICROSOFT 7,2012-08-23 07:14:15
024-000003129,25159,No,TERATHINK CORPORATION,3.180575,Firm Fixed Price,OTHER FUNCTIONS - I.T. PROFESSIONAL SERVICES (ITPS) FOR OIT DIVISION.,2012-08-23 07:14:15
024-000003129,25161,HSHQDC06D00067,ACCESS SYSTEMS INCORPORATED,0.940642,Time and Materials,OPNET ENGINEER SERVICES,2012-08-23 07:14:15
024-000003129,25557,HSBP1009D02335,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,0.9004,Firm Fixed Price,MICROSOFT PREMIER SERVICES,2012-08-23 07:14:15
024-000005137,18530,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.6345649999999999,Firm Fixed Price,ANONNYMIZER RENEWAL LICENSES FOR OIT.,2011-10-31 13:08:27
024-000005137,23015,HSHQDC06D00023,UNISYS CORPORATION,77.548663,Cost Plus Fixed Fee,INCREMENTAL FUNDING UNDER THE GOVERNMENT'S CONTINUING RESOLUTION,2012-06-26 07:16:33
024-000005137,23016,HSHQDC07D00020,ALL POINTS LOGISTICS INCORPORATED,0.146673,Firm Fixed Price,VIVISIMO SOFTWARE LICENSE.,2012-03-29 11:25:07
024-000005137,23018,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.038689999999999995,Firm Fixed Price,"PURCHASE AND DELIVERY OF GOOGLE EARTH LICENSES, SUPPORT, AND UPDATES FOR THE ALEXANDRIA, VIRGINIA LOCATION.",2012-06-26 07:16:33
024-000005137,23024,HSHQDC07D00022,WILDFLOWER INTERNATIONAL LIMITED,0.023750999999999998,Firm Fixed Price,I2 IXV SDK LICENSE MAINTENANCE,2012-06-26 07:16:33
