Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
347,CLIN 32 - Allocation-FPM,Indirect cost pool allocation for FPM.,Key Deliverable,2011-05-01,2012-04-30,1.58,1.682,Completed - Closed,1,08/22/2012,1414,365 days,365 days,0 days
348,Bill of Materials,All the BoM Purchases for ACE Infrastructure Support - Managed by EDME,Key Deliverable,2011-10-01,2012-09-30,19.633,7.918,In-progress,1,08/22/2012,1415,365 days,,0 days
348,Software/Hardware Maintenance,Maintenance costs associated with purchased HW and SW - Managed by EDME,Key Deliverable,2011-10-01,2012-09-30,33.414,29.414,In-progress,1,08/22/2012,1416,365 days,,0 days
348,Disaster Recovery,Disaster Recover Support Costs - Managed by EDME,Usable Functionality,2011-10-01,2012-09-30,7.0,9.193,In-progress,1,08/22/2012,1417,365 days,,0 days
349,Deployment,Deploy 1 HCVG Replacement High Energy Fixed X-Ray System,Usable Functionality,2011-12-01,2012-08-09,3.61,3.61,In-progress,1,08/21/2012,1420,182 days,,0 days
349,Deployment,Deploy 1 HCVG Replacement High Energy Fixed X-Ray System,Usable Functionality,2011-11-01,2012-07-26,3.61,3.61,Completed - Closed,1,08/21/2012,1421,181 days,268 days,0 days
349,Deployment,Deploy 1 HCVG New High Energy Fixed X-Ray System,Usable Functionality,2012-04-01,2012-08-30,3.61,3.61,In-progress,1,08/21/2012,1422,182 days,,0 days
349,Deployment,Deploy 1 Intellx Replacement High Energy Fixed X-Ray System,Usable Functionality,2012-02-01,2012-08-16,3.306,3.306,In-progress,1,08/21/2012,1424,181 days,,0 days
349,Deployment,Deploy 1 Intellx Replacement High Energy Fixed X-Ray System,Usable Functionality,2012-04-01,2012-08-23,3.306,3.306,In-progress,1,08/21/2012,1425,182 days,,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2011-11-01,2012-04-30,2.948,2.948,Completed - Closed,1,08/21/2012,1428,181 days,44 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2011-12-01,2012-02-02,2.948,2.948,Completed - Closed,1,08/21/2012,1429,182 days,63 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-01-02,2012-03-15,1.773,1.773,Completed - Closed,1,08/21/2012,1430,180 days,73 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-02-01,2012-04-26,2.948,2.948,Completed - Closed,1,08/21/2012,1431,181 days,85 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-03-01,2012-05-31,1.773,1.773,Completed - Closed,1,08/21/2012,1432,183 days,91 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-04-01,2012-06-21,1.773,1.773,Completed - Closed,1,08/21/2012,1433,182 days,81 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-05-01,2012-07-19,2.948,2.948,Completed - Closed,1,08/21/2012,1434,182 days,79 days,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-06-01,2012-08-30,1.773,1.773,In-progress,1,08/21/2012,1435,182 days,,0 days
350,Deployment,Deploy 1 EM Replacement High Energy Mobile X-Ray Systems,Usable Functionality,2012-07-01,2012-09-20,1.773,1.773,In-progress,1,08/21/2012,1436,183 days,,0 days
350,Deployment,Deploy 1 Intellx New High Energy Fixed X-Ray System,Usable Functionality,2012-01-02,2012-11-09,4.216,4.216,In-progress,1,08/21/2012,1440,180 days,,0 days
350,Deployment,Deploy 1 GaRDS New Low Energy Fixed Gamma Ray System,Usable Functionality,2011-06-01,2011-11-30,1.262,1.262,Completed - Closed,1,08/21/2012,1446,182 days,140 days,0 days
350,Deployment,Deploy 1 GaRDS New Low Energy Fixed Gamma Ray System,Usable Functionality,2011-09-30,2012-09-15,1.262,1.262,In-progress,1,08/21/2012,1447,123 days,,0 days
350,Deployment,Deploy 1 GaRDS New Low Energy Fixed Gamma Ray System,Usable Functionality,2011-09-30,2012-09-15,1.262,1.262,In-progress,1,08/21/2012,1448,151 days,,0 days
350,Deployment,Deploy 1 VACIS New Low Energy Fixed Gamma Ray System,Usable Functionality,2011-09-01,2012-02-28,1.299,1.299,Completed - Closed,1,08/21/2012,1450,180 days,90 days,0 days
350,Deployment,Deploy 1 VACIS New Low Energy Fixed Gamma Ray System,Usable Functionality,2011-09-01,2012-02-28,1.299,1.299,Completed - Closed,1,08/21/2012,1451,180 days,105 days,0 days
350,Deployment,Deploy 1 VACIS New Low Energy Fixed Gamma Ray System,Usable Functionality,2011-11-01,2012-02-02,1.299,1.299,Completed - Closed,1,08/21/2012,1452,181 days,93 days,0 days
350,Deployment,Deploy 1 VACIS Replacement High Energy Rail Gamma Ray System,Usable Functionality,2011-12-01,2012-08-14,3.738,3.738,In-progress,1,08/21/2012,1454,182 days,,0 days
350,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2011-08-01,2012-01-31,2.614,2.614,Completed - Closed,1,08/21/2012,1456,183 days,44 days,0 days
350,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2011-09-01,2012-04-27,2.614,2.614,Completed - Closed,1,08/21/2012,1457,180 days,239 days,0 days
351,Deployment,Deploy 6 Replacement Low Energy Pallet X-Ray Systems,Usable Functionality,2011-06-01,2011-11-30,0.466,0.466,Completed - Closed,1,08/21/2012,1460,182 days,111 days,0 days
351,Deployment,Deploy 4 Low Energy Parcel X-ray Systems,Usable Functionality,2012-02-01,2012-06-29,0.311,0.311,Completed - Closed,1,08/21/2012,1461,181 days,149 days,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2011-08-01,2012-01-31,2.416,2.416,Completed - Closed,1,08/21/2012,1464,183 days,45 days,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2011-10-31,2012-04-27,2.416,2.416,Completed - Closed,1,08/21/2012,1465,152 days,179 days,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2011-11-01,2012-06-28,2.416,2.416,Completed - Closed,1,08/21/2012,1466,181 days,240 days,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2011-11-01,2012-09-26,2.416,2.416,In-progress,1,08/21/2012,1467,181 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-01-01,2012-09-26,2.416,2.416,In-progress,1,08/21/2012,1468,181 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-01-01,2012-09-30,2.416,2.416,In-progress,1,08/21/2012,1469,181 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-03-01,2012-10-31,2.416,2.416,In-progress,1,08/21/2012,1470,183 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-03-01,2012-10-31,2.416,2.416,In-progress,1,08/21/2012,1471,183 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-05-01,2012-12-31,2.416,2.416,In-progress,1,08/21/2012,1472,183 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-05-01,2012-12-31,2.416,2.416,In-progress,1,08/21/2012,1473,183 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-07-01,2013-02-28,2.416,2.416,In-progress,1,08/21/2012,1474,183 days,,0 days
352,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-07-01,2013-02-28,2.416,2.416,In-progress,1,08/21/2012,1475,183 days,,0 days
353,Maintenance,Corrective Hardware/Software Maintenance for Large Scale Systems Iteration 1 FY11,Usable Functionality,2010-10-01,2011-03-31,23.704,23.704,Completed - Closed,1,08/21/2012,1478,181 days,181 days,0 days
353,Maintenance, Corrective Hardware/Software Maintenance for Small Scale Systems Iteration 1 FY11,Usable Functionality,2010-10-01,2011-03-31,3.89,3.89,Completed - Closed,1,08/21/2012,1479,181 days,181 days,0 days
353,Maintenance,Corrective Hardware/Software Maintenance for Hand-Held Systems Iteration 1 FY11,Usable Functionality,2010-10-01,2011-03-31,1.494,1.494,Completed - Closed,1,08/21/2012,1480,181 days,181 days,0 days
353,Maintenance,Corrective Hardware/Software Maintenance for Large Scale Systems Iteration 2 FY11,Usable Functionality,2011-04-01,2011-09-30,23.704,23.704,Completed - Closed,1,08/21/2012,1481,182 days,182 days,0 days
353,Maintenance, Corrective Hardware/Software Maintenance for Small Scale Systems Iteration 2 FY11,Usable Functionality,2011-04-01,2011-09-30,3.89,3.89,Completed - Closed,1,08/21/2012,1482,182 days,182 days,0 days
353,Maintenance,Corrective Hardware/Software Maintenance for Hand-Held Systems Iteration 2 FY11,Usable Functionality,2011-04-01,2011-09-30,1.494,1.494,Completed - Closed,1,08/21/2012,1483,182 days,182 days,0 days
354,Acquisition,Acquire NII Systems Segment 1 FY11,Usable Functionality,2010-10-01,2011-03-31,0.313,0.313,Completed - Closed,1,08/21/2012,1486,181 days,181 days,0 days
354,Acquisition,Acquire NII Systems Segment 2 FY11,Usable Functionality,2011-04-01,2011-09-30,0.313,0.313,Completed - Closed,1,08/21/2012,1487,182 days,182 days,0 days
354,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-03-01,2012-04-27,3.28,3.28,Completed - Closed,1,08/21/2012,1490,183 days,57 days,0 days
354,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-05-01,2012-06-28,3.28,3.28,Completed - Closed,1,08/21/2012,1491,183 days,58 days,0 days
354,Deployment,Deploy 1 ZPortal New Low Energy Portal Imaging System,Usable Functionality,2012-07-01,2012-09-28,3.28,3.28,In-progress,1,08/21/2012,1492,183 days,,0 days
354,Deployment,"GSA infrastructure, drawing approvals, oversight support and site activities for portal systems (FY12 Deployments 1)",Usable Functionality,2011-10-01,2012-08-31,2.333,2.333,In-progress,1,08/21/2012,1501,181 days,,0 days
354,Deployment,"GSA infrastructure, drawing approvals, oversight support and site activities for portal systems (FY12 Deployments 2)",Usable Functionality,2012-04-01,2012-09-30,2.333,2.333,In-progress,1,08/21/2012,1502,182 days,,0 days
354,Deployment,"Facility modifications, construction, and software upgrades for portal systems",Usable Functionality,2011-10-01,2012-08-31,2.25,2.25,In-progress,1,08/21/2012,1504,181 days,,0 days
354,Deployment,Deploy 56 fiberscopes,Usable Functionality,2011-10-01,2012-03-30,0.28,0.28,Completed - Closed,1,08/21/2012,1505,181 days,29 days,0 days
367,Release 4.0,This release is to enhance capabilities in the core vetting engine and associated interfaces.    It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-09-27,2012-04-12,1.808,1.808,Completed - Closed,1,08/22/2012,1548,177 days,189 days,9 days
367,Release 4.1,This release is to enhance capabilities in the core vetting engine and associated interfaces.    It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-12-27,2012-10-03,2.051,2.051,In-progress,1,08/22/2012,1549,203 days,,0 days
367,Release 4.2,This release is to enhance capabilities in the core vetting engine and associated interfaces.    It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2012-03-27,2012-09-27,1.997,1.997,In-progress,1,08/22/2012,1550,197 days,,20 days
367,Release 3.6,This release is to enhance capabilities in the core vetting engine and associated interfaces.    It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-03-22,2011-08-29,0.912,0.912,Completed - Closed,1,08/22/2012,1551,160 days,160 days,0 days
368,SFUI 2.0,This release is enhance capabilities in the Secure Flight User Interfaces.   It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-09-19,2012-04-12,1.755,1.755,Completed - Closed,1,08/22/2012,1552,190 days,206 days,0 days
368,SFUI 2.1,This release is enhance capabilities in the Secure Flight User Interfaces.   It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-12-05,2012-10-03,1.831,1.831,In-progress,1,08/22/2012,1553,198 days,,-7 days
369,RMS 1.4,This release is enhance capabilities in the Secure Flight Report Management System (RMS).   It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-09-16,2011-12-12,0.702,0.702,Completed - Closed,1,08/22/2012,1554,87 days,82 days,6 days
369,RMS 1.5,This release is enhance capabilities in the Secure Flight Report Management System (RMS).   It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2011-11-22,2012-03-07,0.856,0.856,Completed - Closed,1,08/22/2012,1555,106 days,112 days,-7 days
369,RMS 1.6,This release is enhance capabilities in the Secure Flight Report Management System (RMS).   It will also provide increased functionality based on program needs as identified by program leadership.,Usable Functionality,2012-02-13,2012-06-20,0.815,0.815,Completed - Closed,1,08/22/2012,1556,100 days,121 days,8 days
