Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Total Costs Actual,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2123,286781: System design and development (EPLC Phase),Iteration 6.6.1.0,Usable Functionality,2012-01-09,2012-02-27,0.385,0.385,0.385,Completed - Closed,1,07/26/2012,8859,49 days,56 days,0 days
2123,286781: System test (regression and new features) (EPLC Phase),Iteration 6.6.1.0,Usable Functionality,2012-02-13,2012-03-16,0.178,0.178,0.178,Completed - Closed,1,07/26/2012,8860,32 days,63 days,0 days
2123,"286781: NHSN Implementation Readiness, Stage Gate and Deployment","Application security review & scan, determination if build is ready for deployment into production environment",Usable Functionality,2012-03-16,2012-04-21,0.018,0.018,0.018,Completed - Closed,1,07/26/2012,8861,36 days,12 days,24 days
2123,286781: Business Analysis (EPLC Phase),Iteration 6.6.2.1 through 6.6.2.4,Key Deliverable,2012-01-12,2012-03-09,0.025,0.03,0.03,Completed - Closed,1,07/26/2012,8863,57 days,60 days,-3 days
2123,286781: System design and development (EPLC Phase),Iteration 6.6.2.1 through 6.6.2.4,Usable Functionality,2012-03-05,2012-05-11,0.285,0.285,0.285,Completed - Closed,1,07/26/2012,8864,67 days,80 days,-13 days
2123,286781: System test (regression and new features) (EPLC Phase),Iteration 6.6.2.1 through 6.6.2.4,Usable Functionality,2012-04-07,2012-06-12,0.195,0.195,0.195,Completed - Closed,1,07/26/2012,8865,66 days,66 days,0 days
2123,"286781: NHSN Implementation Readiness, Stage Gate and Deployment","Application security review & scan, determination if build is ready for deployment into production environment",Usable Functionality,2012-06-04,2012-06-16,0.018,0.018,0.018,Completed - Closed,1,07/26/2012,8866,12 days,12 days,0 days
2123,286781: Business Analysis (EPLC Phase),Iteration 7.0.0.1 through 7.0.0.7,Key Deliverable,2012-01-17,2012-06-08,0.054,0.054,0.054,Completed - Closed,1,07/26/2012,8868,143 days,142 days,1 days
2123,286781: System design and development (EPLC Phase),Iteration 7.0.0.1 through 7.0.0.7,Usable Functionality,2012-02-13,2012-08-03,0.88,0.873,,In-progress,1,07/26/2012,8869,172 days,,0 days
2123,286781: System test (regression and new features) (EPLC Phase),Iteration 7.0.0.1 through 7.0.0.7,Usable Functionality,2012-04-30,2012-08-31,0.425,0.416,,In-progress,1,07/26/2012,8870,123 days,,0 days
2124,283043: Project Management ,Project Management Activities ,Key Deliverable,2010-12-14,2011-07-14,0.079,0.11,0.11,Completed - Closed,1,02/24/2012,8873,212 days,267 days,0 days
2124,283043: Hardware ,Hardware Setup,Key Deliverable,2010-12-14,2011-06-07,0.231,0.231,0.231,Completed - Closed,1,02/24/2012,8874,175 days,175 days,0 days
2124,283043: Network,Implement New VLAN and Firewall,Usable Functionality,2011-01-05,2011-12-19,0.089,0.072,0.072,Completed - Closed,1,02/24/2012,8875,323 days,373 days,0 days
2124,283043: Build Development,Build Development Environment,Usable Functionality,2011-01-13,2011-06-23,0.092,0.092,0.092,Completed - Closed,1,02/24/2012,8876,161 days,161 days,0 days
2124,283043: Interfaces,Create Interfaces,Usable Functionality,2010-12-14,2011-12-30,0.035,0.048,0.048,Completed - Closed,1,02/24/2012,8877,237 days,388 days,0 days
2124,283043: Citrix ,Activate Citrix Environment,Usable Functionality,2010-12-14,2011-12-02,0.023,0.035,0.035,Completed - Closed,1,02/24/2012,8878,252 days,392 days,-4 days
2124,283043: Workstations,Configure Workstations for access,Usable Functionality,2011-01-26,2012-01-13,0.008,0.016,0.016,Completed - Closed,1,02/24/2012,8879,309 days,352 days,0 days
2124,283043: Testing ,Testing ,Usable Functionality,2011-06-20,2012-01-04,0.003,0.002,0.002,Completed - Closed,1,02/24/2012,8880,128 days,198 days,0 days
2124,283043: Custom Development,Develop plan for handling customizations,Key Deliverable,2010-12-14,2011-12-04,0.012,0.01,0.01,Completed - Closed,1,02/24/2012,8881,13 days,32 days,293 days
2124,283043: Training ,User Training ,Key Deliverable,2011-01-18,2012-01-27,0.061,0.058,0.058,Completed - Closed,1,02/24/2012,8882,273 days,375 days,0 days
2124,283043: Communications and Security,Communications and Security,Key Deliverable,2011-06-08,2012-01-12,0.047,0.014,0.014,Completed - Closed,1,02/24/2012,8883,139 days,202 days,16 days
2124,283043: SCM 5.5 Development Unit Testing ,Development Unit Testing ,Key Deliverable,2011-08-02,2011-09-14,0.219,0.278,0.278,Completed - Closed,1,02/24/2012,8884,41 days,12 days,31 days
2124,283043: SCM 5.5 Training Activation,Training Activation,Key Deliverable,2011-10-19,2012-01-13,0.003,0.001,0.001,Completed - Closed,1,02/24/2012,8885,12 days,86 days,0 days
2124,283043: SCM 5.5 Development Activation,Activation of the development system,Usable Functionality,2011-03-04,2011-12-02,0.021,0.003,0.003,Completed - Closed,1,02/24/2012,8886,235 days,92 days,179 days
2124,283043: SCM 5.5 Warm Site ,Activation and testing of warm site ,Usable Functionality,2011-06-27,2012-01-13,0.037,0.023,0.023,Completed - Closed,1,02/24/2012,8887,115 days,200 days,0 days
2124,283043: SCM Sundown ,Activation of Sundown,Usable Functionality,2010-12-14,2012-01-13,0.026,0.022,0.022,Completed - Closed,1,02/24/2012,8888,290 days,212 days,183 days
2124,283043: SCM Datamart,Activation of datamart,Usable Functionality,2011-08-15,2012-01-20,0.003,0.008,0.008,Completed - Closed,1,02/24/2012,8889,29 days,168 days,0 days
2124,283043: SCM Activation ,"System upgrade to 5.5 and made available to users, Project Closure, and retirement of old equipment",Usable Functionality,2011-11-01,2012-03-30,0.038,0.011,0.011,Completed - Closed,1,02/24/2012,8890,59 days,109 days,-18 days
2125,283882: Initiation,Initiation,Key Deliverable,2011-06-01,2011-06-30,0.207,0.207,0.207,Completed - Closed,1,04/26/2012,8892,29 days,29 days,0 days
2125,283882: Selection,Selection,Key Deliverable,2011-07-01,2011-07-17,0.103,0.103,0.103,Completed - Closed,1,04/26/2012,8893,16 days,16 days,0 days
2125,283882: Planning,Planning phase of the project,Key Deliverable,2011-07-18,2011-10-14,0.649,0.649,0.649,Completed - Closed,1,04/26/2012,8894,88 days,56 days,0 days
2125,283882: Requirements,Requirements phase of the project,Key Deliverable,2011-10-17,2011-11-25,0.217,0.217,0.217,Completed - Closed,1,04/26/2012,8895,39 days,39 days,0 days
2125,283882: Design,Design phase of the project,Key Deliverable,2011-11-28,2012-01-27,0.457,0.476,0.476,Completed - Closed,1,04/26/2012,8896,60 days,64 days,0 days
2126,284886: Initiation And Selection,Initiation and Selection of the Project,Key Deliverable,2011-06-01,2011-07-29,0.198,0.198,0.198,Completed - Closed,1,04/26/2012,8901,58 days,58 days,0 days
2126,284886: Planning,Planning for the project,Key Deliverable,2011-08-01,2011-09-16,0.396,0.396,0.396,Completed - Closed,1,04/26/2012,8902,46 days,46 days,0 days
2126,284886: Requirements,Requirements and Analysis for the project,Key Deliverable,2011-09-19,2011-11-30,0.198,0.247,0.247,Completed - Closed,1,04/26/2012,8903,72 days,72 days,0 days
2126,284886: Design,Design for the project,Key Deliverable,2011-12-01,2012-01-31,0.396,0.276,0.276,Completed - Closed,1,04/26/2012,8904,61 days,61 days,0 days
2127,283085: Markview/Prism I/C/P,Markview/Prism I/C/P,Key Deliverable,2011-10-10,2011-10-28,0.042,0.042,0.042,Completed - Closed,1,06/28/2012,8909,18 days,25 days,0 days
2127,283085: Oracle/Appworx I/C/P,Oracle/Appworx I/C/P,Key Deliverable,2012-01-30,2012-02-03,0.016,0.016,0.016,Completed - Closed,1,06/28/2012,8910,4 days,4 days,0 days
2127,283085: Markview/Prism Requirements,Markview/Prism Requirements,Key Deliverable,2011-10-21,2011-12-09,0.156,0.156,0.156,Completed - Closed,1,06/28/2012,8912,49 days,49 days,0 days
2127,283085: Oracle 11g/Appworx Requirements,Oracle 11g/Appworx Requirements,Key Deliverable,2012-02-06,2012-03-02,0.046,0.046,0.046,Completed - Closed,1,06/28/2012,8913,25 days,28 days,0 days
2127,283085: Markview/Prism Development,Markview/Prism Development,Key Deliverable,2011-12-05,2012-01-13,0.148,0.148,0.148,Completed - Closed,1,06/28/2012,8915,39 days,39 days,0 days
2127,283085: Oracle 11g/Appworx Development,Oracle 11g/Appworx Development,Key Deliverable,2012-03-05,2012-04-06,0.152,0.152,0.152,Completed - Closed,1,06/28/2012,8916,32 days,32 days,0 days
2127,283085: Markview/Prism Testing,Markview/Prism Testing,Key Deliverable,2012-01-09,2012-03-30,0.354,0.354,0.354,Completed - Closed,1,06/28/2012,8918,81 days,80 days,1 days
2127,283085: Markview/Prism Implementation,Markview/Prism Implementation,Key Deliverable,2012-03-26,2012-04-11,0.027,0.027,0.027,Completed - Closed,1,06/28/2012,8921,16 days,17 days,0 days
2128,295564: Beneficiary Data Support Services,,Key Deliverable,2011-11-02,2012-04-30,1.889,0.42,,In-progress,1,07/23/2012,8924,180 days,,-4 days
2128,295564: Medicaid Data Support Services,,Key Deliverable,2011-12-01,2012-05-31,1.889,1.172,,In-progress,1,07/23/2012,8925,182 days,,0 days
2131,294949: ILC Initialization Phase - 508 Conformance Phase 1,Conduct initial planning and design concept to develop a strategy for completing the first phase of the 508 Conformance Project.,Key Deliverable,2010-09-01,2011-01-31,0.018,0.018,0.018,Completed - Closed,1,07/23/2012,8975,152 days,152 days,0 days
2131,294949: ILC Planning Phase - 508 Conformance Phase 1,Plan and establish an approach for Phase 1. Create a Project Processing Agreement (PPA) and schedule a consultation with the CMS Technical Review Board (TRB) to gain CMS approval of the approach. ,Key Deliverable,2011-02-01,2011-02-24,0.02,0.02,0.02,Completed - Closed,1,07/23/2012,8976,23 days,23 days,0 days
2131,294949: ILC Requirements Phase - 508 Conformance Phase 1,"Conduct requirement gathering sessions with business owners, users and system maintainers.",Key Deliverable,2011-02-25,2011-04-14,0.019,0.019,0.019,Completed - Closed,1,07/23/2012,8977,48 days,48 days,0 days
2131,294949: ILC Design Phase - 508 Conformance Phase 1,"Conduct JAD sessions, create and update Siebel Detailed Design Document, Imaging Logical Data Model and Physical Data Model, and prepare Preliminary Design Review presentation for approval by the Technical Review Board.",Key Deliverable,2011-04-15,2011-07-29,0.148,0.148,0.148,Completed - Closed,1,07/23/2012,8978,105 days,105 days,0 days
2131,294949: ILC Development Phase - 508 Conformance Phase 1,"Develop and code Siebel Standard Interactivity Mode version of MAS as building block for 508 compliant version. Conduct cross-team reviews,  In Progress Reviews, code review and unit testing.",Key Deliverable,2011-05-01,2011-06-30,0.097,0.097,0.097,Completed - Closed,1,07/23/2012,8979,60 days,60 days,0 days
2131,294949: ILC Testing Phase - 508 Conformance Phase 1,"Develop Test Plan. test cases, perform peer and cross-team reviews, update scripts, load test cases and scripts into Quality Center, conduct testing as code is migrated across multiple environments before deployment into production.",Key Deliverable,2011-05-01,2011-07-29,0.133,0.133,0.133,Completed - Closed,1,07/23/2012,8980,89 days,89 days,0 days
2131,294949: ILC Implementation Phase - 508 Conformance Phase 1,"Develop and coordinate schedule with multiple CMS components to migrate code from Test Environment to Development, Validation and Production Environments.",Usable Functionality,2011-07-10,2011-08-31,0.056,0.056,0.056,Completed - Closed,1,07/23/2012,8981,52 days,52 days,0 days
2132,295181: ILC Planning and Initialization Phase - TBUI Phase 1,"Conduct the initial planning and strategy meetings with project team, business owner, and system maintainer.",Key Deliverable,2010-09-28,2011-01-28,0.011,0.011,0.011,Completed - Closed,1,07/23/2012,8983,122 days,122 days,0 days
2132,295181: Session #1 POC Requirements Gathering Session,"Develop Proof of Concept Requirements, develop workflows and use cases.",Key Deliverable,2011-02-01,2011-03-02,0.026,0.026,0.026,Completed - Closed,1,07/23/2012,8984,29 days,29 days,0 days
2132,295181: Session #2 Requirements Gathering/POC Demo,"Prepare for, conduct and deliver notes for requirements sessions for subset #2 requirements and workflows.",Key Deliverable,2011-02-28,2011-03-15,0.025,0.025,0.025,Completed - Closed,1,07/23/2012,8985,15 days,15 days,0 days
2132,295181: Session #3 Requirements Gathering/POC Demo,"Prepare for, conduct and deliver notes for requirements sessions for subset #3 requirements and workflows.",Key Deliverable,2011-03-03,2011-03-22,0.023,0.023,0.023,Completed - Closed,1,07/23/2012,8986,19 days,19 days,0 days
2132,295181: Session #4 Requirements Gathering/POC Demo,"Prepare for, conduct and deliver notes for requirements sessions for subset #4 requirements and workflows.",Key Deliverable,2011-04-03,2011-04-14,0.018,0.018,0.018,Completed - Closed,1,07/23/2012,8987,11 days,11 days,0 days
2132,295181: Session #5 Requirements Gathering/POC Demo,"Prepare for, conduct and deliver notes for requirements sessions for subset #5 requirements and workflows.",Key Deliverable,2011-04-12,2011-04-28,0.018,0.018,0.018,Completed - Closed,1,07/23/2012,8988,16 days,16 days,0 days
2132,295181: Session #6 Requirements Gathering/POC Demo,"Prepare for, conduct and deliver notes for requirements sessions for subset #6 requirements and workflows.",Key Deliverable,2011-05-02,2011-05-19,0.018,0.018,0.018,Completed - Closed,1,07/23/2012,8989,17 days,17 days,0 days
2132,295181: System requirements - TBUI Phase 1,"Prepare and deliver draft and final versions of the TBUI System Requirements. This will include Peer, PPQA and business owner reviews and final acceptance by the business owner.",Key Deliverable,2011-05-20,2012-01-31,0.054,0.052,0.052,Completed - Closed,1,07/23/2012,8990,256 days,133 days,0 days
2133,295185: System Software and Security Development - 508 Conformance Phase 2,"Develop and code Siebel Standard Interactivity Mode. Develop design for LDM Transfer Utility, Web Services, Scripts and UI. ",Key Deliverable,2011-07-11,2011-07-29,0.067,0.067,0.067,Completed - Closed,1,07/23/2012,8993,18 days,18 days,0 days
2133,295185: MAS Release 7.03 Development - 508 Conformance Phase 2,"Conduct cross-team reviews,  In Progress Reviews (PIR) with all user components, code reviews and unit testing.",Key Deliverable,2011-08-01,2011-09-06,0.079,0.079,0.079,Completed - Closed,1,07/23/2012,8994,36 days,36 days,0 days
2133,295185: Development Testing  - 508 Conformance Phase 2,"Develop Test Plan,  test cases, perform peer and cross-team reviews, update scripts, load test cases and scripts into Quality Center.",Key Deliverable,2011-09-06,2012-06-14,0.258,0.162,,In-progress,1,07/23/2012,8996,30 days,,-36 days
2134,295186: ILC Development Phase 7.4,Develop and code changes to system based on requirements gathered during the first phase of TBUI.,Key Deliverable,2011-09-30,2012-03-27,0.15,0.152,,In-progress,1,07/23/2012,9002,179 days,,101 days
2134,295186: ILC Testing Phase 7.4,"Develop Test Plan,  test cases, perform peer and cross-team reviews, update scripts, load test cases and scripts into Quality Center.",Key Deliverable,2012-02-06,2012-05-03,0.28,0.278,,In-progress,1,07/23/2012,9003,87 days,,42 days
2134,295186: Performance Testing in Validation 7.4 ,Conduct performance testing in the Validation Environment to ensure that the changes made have not adversely affected system performance.,Key Deliverable,2012-06-01,2012-06-19,0.1,0.3,,In-progress,1,07/23/2012,9004,18 days,,-35 days
2134,295186: User Acceptance Testing (UAT) 7.4,Extensive testing will be conducted with the business owners and users to ensure that the system changes meet their needs.,Key Deliverable,2012-05-07,2012-08-14,0.05,0.051,,In-progress,1,07/23/2012,9005,18 days,,14 days
