"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
029-777777501,1853,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Financial Management",0,0,0,0,0,0,65.971,57.695,0,0,7.604,7.46,0,0,6.85,8.316,0,0,0.79,1.076,0,0,41,41,0,0,0,0
029-555555303,1854,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Health Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859,3.333,0,0,0.819,0.833,0,0,4,4,0,0,0,0
016-000002527,1855,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","mySocialSecurity Services",0,0,0,0,1.485,4.703,0,0,0,4.085,6.329,6.201,0,0,0,0,0,0.352,0,0,0,30,41,39,9.14,6.329,0,0
029-888888601,1856,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Enterprise Data Services",0,0,0,0,0,0,33.715,69.9,0,0,2.877,2.026,0,0,64.354,76.634,0,0,6.54,7.546,0,0,51,51,0,0,0,0
009-000338727,1857,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Integrated Work Management",0,0,0,0,1.773,5.549,9.569,9.569,0.225,0.433,0.6,0.6,5.411,11.762,11.946,11.946,0.525,0.917,0.75,0.75,5,9,9,9,2.739,6.943,17.203,43.606
009-000338730,1858,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Marketplace for Regulatory Data",6.84,0,0,0,12.649,10.295,1.979,1.979,0.675,0.164,0.066,0.066,5.715,8.507,7.045,7.045,0.45,0.136,0.234,0.234,4,2,2,2,7.68,-2.098,67.239,-18.368
029-555555305,1859,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Electronic Health Record Modernization",0,0,0,0,0,577.203,1107,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0
021-129509293,1860,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX164: Standard Terminal Automation Replacement System (STARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.144543
009-000406263,1861,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Provider Enrollment (PECOS 2.0)",0,0,0,0,13.075,13.566,41.3,34.572,1.168,1.216,1.216,1.216,0,0,0,0,0,0,0,0,8,8,8,8,-10.456,14.989,-41.43,54.452
009-000406264,1862,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Internet Quality Improvement and Evaluation System (iQIES)",0,0,0,0,0,16.055,12,12,0,0.76,0.456,0.456,0,0,21.586,35.373,0,0,0.76,1.368,0,5,8,12,-0.806,14.773,-4.574,73.758
021-777552743,1863,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","NHTSA020: Artemis",0.05,0,0,0,17.019,0,1.3,0,0.7,0.3,0.2,0.3,12.189,6.555382,5.372761,6.672761,0.7,0.3,0.4,0.3,18.8,4,4,4,-2.509618,1.572761,-25.966042,27.592298
027-999990119,1864,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Learning Management Capabilities",0,0,0,0,5.839,6.043,6.3,6.615,0,0,0,0,110.4674,23.264,24.472,25.696,3.994,0.911,0.956,1.004,37.7,7,7,7,6.196,31.728,25.8,0
027-000000049,1865,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Retirement Benefits Services",0,1,0,0,4.43411,5.675242,5.949737,4.204922,0.322399,0.545227,1.078891,1.081888,64.256973,5.328835,3.536633,3.372597,20.306155,7.884187,6.447771,6.099593,19.1,9.5,9.5,9.5,10.788016,17.013032,111.8,0
006-000805000,1866,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)",0,0,0,0,0,82.464209,86.486422,88.659354,0,3.525282,12.910212,11.82153,0,0,0,0,0,0,0,0,0,24.2,77.9,71.7,-20.047419,-14.605766,-18.9,-12.8
006-000313000,1867,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/NWS/ NWS Central Processing",1,0,0,0,274.772,14.517,14.169,15.412,39.657,2.484,2.484,2.297,1274.608,78.959,79.284,109.298,213.099,12.987,13.786,15.498,1851.5,153.5,153.5,151,108.947,109.723,0,0
011-000003635,1868,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Law Enforcement Online (LEO) Services",0,0,0,0,0,0,0,0,0,0,0,0,0,7.02782,13.76534,13.70172,0,0.54251,0.55879,0.57555,0,4,4,4,7.57033,14.32413,0,0
005-000003240,1869,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DA-OES-Correspondence Management System (CMS)",0.1,0,0,0,0,2.131,0.33,0,,0,0,0,0,0,0.032,0.352,0.138,0.138,0.138,0.138,0.14,0.14,0.14,0,2.269,0.5,,
007-000006106,1870,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Army Contract Writing System",0,0,0,0,20.657,16.692,47.533,33.46,0,2.011,0,0,0,3.338,0,1.222,0,1.872,1.862,3.232,0,24,12,24,2.59,-0.446,12.15,-0.89
007-000006713,1873,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Maintenance Repair and Overhaul Initiative",0,0,0,0,19.208,40.823,75.562,25.018,0,2.296,3.03,3.077,0,0,0,0,0,0,0,0,0,15.9,21,21,-2.032,1.626,-4.5,2.11
007-000005841,1875,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Navy Electronic Procurement System",0,13.218,25.648,64.701,0,0,0,0,4.512,1.172,1.221,3.831,0,0,0,0,0,0,0,0,26,7,20,20,-4.548,-7.586,-24.02,-22.02
024-000005265,1876,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Biometric Entry-Exit",18.31,0,0,0,54.31,88.648,64.137,44.184,0,0,0,0,0,1.902,6.863,26.816,0,0,0,0,0,0,0,0,0,-26.22,0,-27
014-000000377,1877,"01 - Major IT","01 - Not Applicable","	014","Department of State","Integrated Security and Suitability System (Ice Cubed)",,,,,0,5.458587,3.211762,0,,0.1144,0.1152,0,0,1.364647,0.80294,0.80294,,0.0286,0.0288,0.146,0,1,1,1,,,,
009-000409885,1879,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Encounter Data System Program",10.917,0,0,0,0,3.216,10.014,8.865,0.146,0.091,0.091,0.091,0,4.824,15.021,13.296,0,0.137,0.137,0.137,1,2.9,3.9,3.9,-12.864,-4.683,-60.875,-15.638
026-000000756,1882,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","Advanced Multi-Mission Operation System (823153)",0,0,0,0,27.207317,29.213273,29.387004,29.012239,0,0,0,0,6.74942,8.01308,7.997894,7.881882,0,0,0,0,0,,,,36.275353,36.410124,3814.4,3735.2
026-000001111,1883,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","Deep Space Network (716A)",0,0,0,0,12.826245,5.864806,5.5,4.417,0,0,0,0,129.289603,13.834103,14.249126,14.6766,0,0,0,0,0,,,,19.698909,19.749126,0,0
026-000000846,1884,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","Hubble Space Telescope Operations (315404)",0.009,0.009,0.009,0,0,0.01174,0,0,0,0,0,0,22.712594,20.997498,21.465955,21.7572,0.19745,0.198034,0.206433,0.215068,0,,,,21.216272,21.681388,0,0
015-000000007,1886,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Production Model (IPM)",0.02,0,0,0,7.0329,16.051662,1.635086,1.105238,20.289,0,0,0,10.5147,6.479231,2.6326,6.170497,35.781,5.229036,6.251421,6.251422,337,32.54,39.88,39.88,15.240928,-2.075893,121.742379,-16.48188
015-000200364,1888,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Modernized IRS Operations",0,0,0,0,0,0,20.5,17.4643,0,0,0,2.6089,0,0,0,0,0,0,0,0,0,0,0,15,0,20.5,0,100
012-000002045,1890,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Foreign Labor Certification Systems (FLCS)",6.649567,0,0,0,30.145934,10.78,3.405,0.3,1.321952,0.233,0.242,0.243,50.299566,6.054,3.074,1.8,1.803028,0.233,0.242,0.243,22.8,4.3,4.3,4.3,6.985,1.417,67.7,25.5
012-000000052,1891,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Electronic Grants Administration and Management System (EGrAMS)",0,0,0,0,1.089,1.281,8.197,0,0.406,0.203,0.203,0,0.522,0.194,1.4,0.5,0,0,0,0,3,1.5,1.5,1.5,0.683,6.184,68.6,171
021-129509298,1892,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX171: FAA Enterprise Network Services (FENS) (Formerly FTI-2)",0,0,0,0,3,6,6.7,47.5,1.3,0.8,1.15,1.7,0,0,0,0,0,0,0,0,8,5,7,10,6.8,7.85,,
006-000000129,1893,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS) for Measuring the Changing US Economy.",0,0,0,0,0,0,4.69637,4.77621,0,0,0.87256,0.91532,0,0,3.99906,4.06555,0,0,2.61842,2.74672,0,0,17.4,17.4,0,12.18641,0,0
009-000419507,1894,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Identity Management (IDM)",0,0,0,0,0,0,15.303,0,0,0,1.52,0,0,0,0,26.152,0,0,0,1.52,0,0,16,16,0,16.823,,
006-000402400,1895,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - 2020 Decennial Census, FY 2019 - FY 2023",0,0,0,0,0,0,963.927109,0,0,0,37.29433,0,0,0,0,1544.540325,0,0,0,32.934122,0,0,156,0,0,1001.221439,0,0
006-000000121,1896,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent Trial and Appeal Board End to End 2 (PTAB-E2E 2)",0,0,0,0,0,0,7.625738,6.922036,0,0,1.401431,1.585168,0,0,0,0,0,0,0,0,0,0,8,9.1,0,9.027169,0,0
027-000000222,1897,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Information Technology Infrastructure Modernization",0,0,0,0,0,3.5,0,1.0E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
027-000000221,1898,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","FEHB Datahub Modernization",0,0.9,0,1.0E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
011-000003647,1899,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","EOIR Courts and Appeals System (ECAS)",0,0,0,0,0,6.022043,34.91833,11.41633,0,0,0,0,0,0,0.480431,3.480431,0,0.792982,0.875503,0.928828,0,5,5,5,6.815025,36.274264,0,0
011-000003367,1900,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Uniform Crime Reporting (UCR)",0.87,0,0,0,47.012,7.01295,0.518,0,8.804,1.82019,0.15707,0,15.715,1.31403,6.82334,6.27397,2.998,0.34105,2.06901,2.29286,97,14,14,14,10.48822,9.56742,0,0
027-000000223,1901,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Establish Enterprise Program Management Office (EPMO)",0,0.817,0,0,0,0,0,0,0,0,0,0,0,0,1.779,1.048,0,0,0,0,0,,,,-2.183,1.779,-72.8,0
024-000000610,1902,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - Financial Systems Modernization - TRIO",0,0,0,0,0,41.8,55.86,97.427,0,0,0,0,0,0,5.469,4.457,0,0,0,0,0,0,0,0,41.8,61.329,,
010-000002377,1903,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - Mineral and Land Records System (MLRS)",0,0,0,0,0,0.006542,15,15,0,0.18705,0.16,0.16,0,0,0,0,0,0,0,0,0,1,1,1,0.193592,15.16,0,0
005-000001605,1905,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","AMS-Conformance Management",0,0,0,0,22.693,7.694,10.394,10.547,0.884,0.2,0.2,0.2,23.306,1.254,2.404,1.587,16.612,2.591,2.606,2.461,52.5,0,0,0,11.739,15.604,,
005-000003272,1906,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSA-125 Farm Programs",0,0,0,0,0,0,3.243,5.318,,0,2.791,2.218,0,0,4.276,3.604,0,0,3.932,3.913,0,0,53,44,0,14.242,,
005-000003273,1907,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSA-126 Farm Loan Programs",0,0,0,0,0,0,1.662,1,,0,1.142,1.21,0,0,7.238,7.305,0,0,2.41,2.273,0,0,28,25,0,12.452,,
019-000002484,1909,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","EM RL Records Management Systems & Support - Direct",0,0,0,0,0,0,0,0,0,0,0,0,0,6.0629,6.4711,6.6005,0,0,0,0,0,0,0,0,6.0629,6.4711,0,0
005-000003276,1910,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSA-129 Program Financial Services",0,0,0,0,0,0,10.756,23.61,,0,1.935,1.81,0,0,3.383,3.724,0,0,1.364,1.672,0,0,26,25,0,17.438,,
005-000003297,1911,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FS-Open Forest (FS Enterprise ePermit)",0,0,0,0,0,1.685,1.6,1.6,,0.2,0.15,0.15,0,0,0,0,0,0,0,0,0,1.5,0,0,1.885,1.75,,
024-000005254,1912,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Mobile Video Surveillance System (MVSS)",0,0,0,0,26.357,46.838,1.6,0,0,0,0,0,0,0,13.398,13.501,0,0.47,0.472,0.472,0,4,4,4,42,15.47,791,
025-000004410,1914,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Data Management Services",0,0,0,0,0,2,11.472509,2,0,0,0,0,2.085923,2.559794,2.956561,3.045258,0,0,0,0,1729,0,0,0,0,0,0,0
028-000000065,1915,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OED: Entrepreneurial Learning Initiative",0,0,0,0,0,3.062,2.8114,0.415,0,0.07056,0.1451,0,0,0,0,0,0,0,0.1451,0.3728,0,0.5,1.5,2,3.13256,3.1016,0,0
028-000000067,1916,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OII:Office of Investment Information System",0,2.61877,0.62514,0.62784,0,0.338688,0.348168,0.357912,0,0,0,0,0,0,0.70435,0.72289,0,0,0,0,0,2.4,2.4,2.4,2.957458,1.677658,0,0
024-000009567,1917,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CISA - Infrastructure Protection Gateway (IPG)",3.754,0,0,0,101.868,2.539,4.787,4.881,0,0,0,0,136.106,13.37,9.567,13.244,88.127,6.789,6.857,6.252,622,50,50,46,0,0,0,0
016-000002808,1918,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Debt Management Product",0,0,0,0,0,5.503,0,0,0,0,4.834,4.941,0,0,0,0,0,0,0,0,0,0,31,31,5.503,4.834,0,0
025-000004490,1919,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Homeownership Finances",0.75006,0,0,0,4.30035,0,0,0,0,0,0,0,50.98194,4.551611,12.201224,8.382888,1.817303,0,0,0,0,0,0,0,0,0,0,0
025-000000089,1920,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","UNISYS Migration Program - Technology Modernization Fund",0,0,0,0,0,0,14.905415,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
009-000331763,1921,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CDER Regulatory Review Platform",0,0,0,0,35.839,8.723,5.997,5.997,4.425,2.7,1.62,1.62,4.162,0,3.999,3.999,1.575,0,1.08,1.08,47.5,18,18,18,-2.922,-1.649,-20.369,-11.495
014-000000483,1922,"01 - Major IT","01 - Not Applicable","	014","Department of State","Contacts and Events Management (CRM)",,,,,0,3.384098,3.2775,3.325,,0.263713,0.38169,0.387018,0,3.956098,4.1415,4.1415,,0.308287,0.48231,0.488982,0,4,6,6,,,,
014-000000200,1923,"01 - Major IT","01 - Not Applicable","	014","Department of State","Data Analytics Center of Excellence",,,,,8,8,13.32,0,0,1.43,1.44,0,0,0,0,0,0,0,0,1.46,0,10,10,10,,,,
014-000000202,1924,"01 - Major IT","01 - Not Applicable","	014","Department of State","OBO Real Property",,,,,0,0,2.575,0,,,0.144,0,0,0,0,0,,,0,0.146,0,1,1,1,,,,
014-000000021,1925,"01 - Major IT","01 - Not Applicable","	014","Department of State","IRMS Operations and Maintenance",0,0,0,0,13.3344,4.5476,2.9724,7.719,0.9024,0.209236,0.138627,0.365,3.3336,10.9924,12.4656,12.4656,0.2256,0.505764,0.581373,0.365,8,5,5,5,,15.438,,
024-000005236,1926,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Cross Border Tunnel Threat (CBTT)",0,0,0,0,1.283,41.955,0,0,0,0.136,0,0,0,0,0,3.15,0,0,0.137,0.137,0,1,1,1,33.002,0.002,363,1
016-000002807,1927,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Rep Payee Legislation",0,0,0,0,0,2.918,1.999,1.21,0,0,8.155,4.421,0,0,0,0,0,0,0,0,0,0,53,28,2.918,10.154,0,0
007-000005088,1928,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVAIR AVIATION LOGISTICS ENVIRONMENT",0,0,0,0,0,4.121,17.5,33.105,0.225,0.225,3,3.114,0,0.424,0.055,0.056,30.164,3.56,13.597,13.377,161,21,88,87,4.716,-1.201,130.49,-3.4
007-000100870,1930,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVY MARITIME MAINTENANCE ENTERPRISE SOLUTION - TECHNICAL REFRESH",0,9.77,37.321,0,0,0,0,73.356,17.883,11.002,13.925,10.828,0,0,0,0,0,0,0,0,32,52,74,59,-8.23,-12.125,-28.38,-19.13
007-000101121,1931,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Military Health System Virtual Health Program",0,0,0,0,0,2.489,33.39,47.889,0,0,0,0,0.327,15.952,9.983,9.531,0,0,0,0,0,0,0,0,0,-0.513,0,-1.17
007-000102648,1932,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Mission Partner Environment",0,0,0,0,0,0,11.947,10.135,0,0,0,0,0,0,95.004,80.91,0,0,0.099,0.101,0,0,1,1,0,107.05,0,0
005-000003311,1934,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FBC-1001 Customer Engagement and Management Services",0,0,0,0,0,0,4.423,9.474,,0,0,0,0,0,33.181,36.027,0,0,0,0.697,0,0,0,0,0,37.604,,
021-170118102,1935,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FMCSA102: URS Re-Architect",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
005-000003325,1936,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSA-127 Geospatial Services",0,0,0,0,0,0,8.857,14.791,,0,0.888,0.941,0,0,1.682,2.477,0,0,6.342,7.419,0,0,57,60,0,17.769,,
023-000000088,1937,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","DB Transformation",0,0,0,0,0,0,9.816833,5.180833,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,9.816833,0,0
023-000000087,1938,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","OPM IT Transition",0,0,0,0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,7.05,0,0
005-000003321,1939,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DA-OCIO-Emerging Technology",0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
005-000003255,1940,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DM-OO-Emergency Response",0,0,0,0,0,0,0,0,,0,0,0,0,0.614,0.632,0.651,0,0,0,0,0,0,0,0,0.614,0.632,,
023-000000090,1942,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",NewPay,0,0,16.986021,3.663397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,16.986021,0,0
007-000004836,1944,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVY MARITIME MAINTENANCE ENTERPRISE SOLUTION",0,0,0,0,0,15.009,20.614,8.975,0,0,0,0,0,90.368,90.974,92.177,0.219,4.771,8.84,9.276,2,24,46,48,-7.597,-4.438,-6.45,-3.55
015-000200376,1945,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","DO CFIUS Case Management System",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
